Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	15	1	9	9	22	39	9	0	0	0
V2	189	17	60	5	43	7	0	5	0	0
V3	23	27	0	0	25	28	0	38	28	68
V4	33	0	11	4	58	29	35	7	0	0
V5	0	307	3	3	3	42	13	20	0	52
V6	0	3	115	0	19	0	0	3	0	0
V7	56	193	47	17	7	29	16	14	0	55
V8	27	45	10	6	54	3	0	3	0	16
V9	269	2	34	5	0	91	0	83	0	0
V10	38	84	130	10	0	3	3	0	0	24
V11	95	16	0	38	15	50	5	3	0	14
V12	14	114	237	4	14	3	0	0	0	8
V13	58	3	0	34	6	84	25	7	0	0
V14	11	47	1	45	69	35	95	6	0	0
V15	77	20	61	9	1	14	50	16	0	4
V16	61	30	113	11	3	0	5	0	0	6
V17	47	21	24	0	11	6	0	0	49	31
V18	7	27	12	16	1	51	0	15	30	0
V19	6	16	10	5	121	9	139	0	0	0
V20	34	0	3	2	0	54	14	32	0	5
V21	0	100	241	79	1	8	0	21	203	0
V22	8	134	39	41	24	0	0	0	17	18
V23	126	103	11	20	18	106	0	235	0	0
V24	111	359	94	12	198	162	129	6	0	0
V25	33	227	79	2	79	18	68	0	14	0
V26	540	23	1	9	66	5	40	0	28	0
V27	0	135	53	0	70	3	90	0	0	0
V28	8	38	28	10	120	29	4	20	0	23
V29	32	0	190	30	0	28	4	43	35	10
V30	27	1	170	32	61	1	35	4	9	0
V31	50	32	18	0	5	5	9	9	0	3
V32	72	10	13	32	55	19	63	68	0	0
V33	0	32	4	18	2	10	0	0	0	2
V34	1	59	4	18	6	2	9	0	0	0
V35	42	105	4	0	5	3	26	0	0	19
V36	0	36	20	0	28	57	14	4	0	0
V37	75	33	2	52	0	8	2	3	0	25
V38	220	10	15	3	5	1	0	4	0	10
V39	76	328	70	37	9	15	0	23	0	11
V40	61	46	0	98	0	0	56	86	87	33
V41	12	49	7	71	12	2	0	1	11	6
V42	87	21	5	3	34	30	0	16	8	17
V43	52	16	51	175	1	18	0	8	0	8
V44	32	91	9	39	19	107	0	41	18	41
V45	52	282	55	3	46	63	2	23	0	0
V46	66	7	225	1	26	3	26	7	20	0
V47	246	132	0	0	6	0	0	9	2	56
V48	17	1	31	40	27	39	39	12	0	0
V49	2	26	15	0	58	40	63	45	0	0
V50	1	372	3	8	1	49	0	38	0	20
V51	1	0	23	26	0	29	18	15	5	35
V52	1	61	0	12	2	4	0	10	3	12
V53	0	0	37	89	145	13	2	0	32	1
V54	0	77	3	1	12	12	50	4	0	11
V55	330	8	94	3	12	12	15	0	0	0
V56	14	32	7	34	64	145	0	9	107	0
V57	168	2	141	9	0	0	5	0	5	10
V58	38	14	41	15	0	201	31	71	0	0
V59	0	17	17	71	10	2	0	0	0	0
V60	31	70	34	4	0	12	0	17	0	12
V61	20	4	50	5	0	13	8	2	16	0
V62	0	216	56	5	0	18	0	14	0	20
V63	6	7	0	15	5	89	0	48	61	0
V64	55	62	8	0	71	16	83	0	1	0
V65	39	82	14	62	18	0	25	10	6	11
V66	89	11	27	15	0	9	18	0	1	31
V67	222	28	2	6	2	54	0	37	20	0
V68	62	4	32	13	13	0	1	4	1	6
V69	27	0	112	5	34	2	2	1	13	0
V70	324	5	8	144	21	2	0	0	135	0
V71	7	0	5	16	50	14	23	4	0	0
V72	38	11	2	69	0	0	0	0	11	0
V73	1	160	7	0	26	22	0	14	0	0
V74	33	55	62	50	1	0	5	0	25	0
V75	62	3	38	38	0	56	5	6	0	14
V76	7	101	8	0	3	32	15	52	0	10
V77	98	81	111	53	3	21	0	19	0	0
V78	41	43	10	110	62	15	53	52	88	0
V79	6	1	464	86	18	22	29	2	0	0
V80	155	116	4	10	168	1	149	0	0	0
V81	2	10	177	91	10	8	15	18	0	0
V82	200	63	42	0	0	8	0	9	2	31
V83	4	46	59	779	34	0	0	0	28	0
V84	7	162	124	16	19	63	14	0	35	37
V85	4	39	23	9	0	14	5	0	21	7
V86	12	88	93	2	0	5	2	0	0	12
V87	8	20	75	0	37	25	0	5	0	0
V88	233	53	11	1	33	4	0	9	12	23
V89	0	0	78	0	10	30	11	15	7	17
V90	0	1	30	2	126	43	0	16	17	5
V91	81	3	49	6	57	0	0	0	19	0
V92	121	2	1	8	10	0	0	1	0	0
V93	0	3	8	40	4	50	4	32	48	13
V94	17	255	9	332	0	2	4	0	0	28
V95	484	51	14	46	0	3	28	0	0	48
V96	34	4	11	1	5	17	18	24	0	5
V97	151	10	0	51	0	5	5	5	0	0
V98	17	10	5	46	163	68	0	50	0	35
V99	5	38	45	2	48	0	0	4	0	2
V100	13	252	0	0	4	14	3	7	5	24
