De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID9 (100.00%), 8.53,  5.53, 0.052, 1.00, 1.00
Signature 83-B, Signature ID1 (100.00%), 8.43,  1.88, 0.265, 1.00, 1.00
Signature 83-C, Signature ID8 (100.00%), 17.67,  13.52, 0.058, 0.99, 0.99
Signature 83-D, Signature ID2 (100.00%), 14.01,  3.18, 0.114, 1.00, 1.00
Signature 83-E, Signature 83-E, 0, 0, 0, 1, 1
Signature 83-F, Signature ID2 (16.82%) & Signature ID20 (83.18%), 66.23,  50.30, 0.553, 0.86, 0.86
