Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83C	ID83D
V1	1:Del:C:0	0.000257774609973203	0.0	0.16351247582735026	0.8225480117254862	0.0	0.013681737837190401
V1	1:Del:C:1	0.003614717630289988	0.0	0.2845995625547819	0.7117851339438171	0.0	5.85871110972672e-07
V1	1:Del:C:2	2.6311918704553006e-16	0.0	0.6741967706568579	0.3258032293431419	0.0	0.0
V1	1:Del:C:3	0.057403806610752145	0.0	0.41404099958994683	0.48704513090678503	0.0	0.041510062892516
V1	1:Del:C:4	0.027293127692123737	0.0	0.1255891267163863	0.7359189158996637	0.0	0.11119882969182629
V1	1:Del:C:5	0.47347789016881686	0.0	0.3340577056533651	0.009587510252385467	0.0	0.18287689392543252
V1	1:Del:T:0	0.005260545789404675	0.0	0.34974694042154475	0.6421337605509908	0.0	0.0028587532380597107
V1	1:Del:T:1	3.395195752924106e-17	0.0	0.2730140815615946	0.6920716369149722	0.0	0.03491428152343317
V1	1:Del:T:2	0.005628220090676904	0.0	0.13762220046766907	0.7860654516974622	0.0	0.07068412774419189
V1	1:Del:T:3	0.011453528444619073	0.0	0.1248173778629189	0.8606140671996871	0.0	0.003115026492774987
V1	1:Del:T:4	0.024958209328604316	0.0	0.018864803628898297	0.8364030963817704	0.0	0.11977389066072706
V1	1:Del:T:5	1.1629499884275717e-16	0.0	0.9502047799878136	0.04976359865317613	0.0	3.162135900999451e-05
V1	1:Ins:C:0	3.908561581936219e-16	0.0	0.8312185877020412	9.731035898032801e-16	0.0	0.16878141229795746
V1	1:Ins:C:1	5.988956231749568e-16	0.0	0.9994295534279314	0.000531928547766895	0.0	3.8518024301115224e-05
V1	1:Ins:C:2	7.477169400864169e-16	0.0	0.8784032357377884	0.12133684734032223	0.0	0.0002599169218883826
V1	1:Ins:C:3	0.740324066978642	0.0	0.2596687815076221	7.211553029554688e-15	0.0	7.15151372872114e-06
V1	1:Ins:C:4	0.48015996544072903	0.0	0.37950209034214916	0.0008848030419110573	0.0	0.13945314117521063
V1	1:Ins:C:5	0.8632137901962261	0.0	0.044285607854164105	0.003988543584694975	0.0	0.08851205836491491
V1	1:Ins:T:0	0.06211814109891571	0.0	0.3122362815298184	0.5226345940642675	0.0	0.10301098330699827
V1	1:Ins:T:1	0.0014261488472317233	0.0	0.4387510116437338	0.5598228395090346	0.0	0.0
V1	1:Ins:T:2	0.025682624990022107	0.0	0.48479387931861717	0.4695118984151234	0.0	0.020011597276237116
V1	1:Ins:T:3	0.39870680916830903	0.0	0.2601613350050001	0.2291322778974766	0.0	0.11199957792921421
V1	1:Ins:T:4	0.761948302405762	0.0	0.09586893690737466	0.11051810018419542	0.0	0.03166466050266792
V1	1:Ins:T:5	0.9362300327795152	0.0	0.053952743315748466	0.009240292902077797	0.0	0.0005769310026586382
V1	2:Del:R:0	0.01483990210676736	0.0	0.4830414277140165	0.43410314076754447	0.0	0.06801552941167169
V1	2:Del:R:1	0.03515225377323702	0.0	0.7562901236238396	0.14038772817682854	0.0	0.06816989442609474
V1	2:Del:R:2	0.12084745501026364	0.0	0.3463262498690766	0.4632507176731887	0.0	0.06957557744747099
V1	2:Del:R:3	0.6642225073990993	0.0	0.10742009790099585	0.22738511987066687	0.0	0.0009722748292379602
V1	2:Del:R:4	0.020211074027416096	0.0	0.25830675870386194	3.050470711723754e-15	0.0	0.7214821672687189
V1	2:Del:R:5	9.535733252706124e-16	0.0	0.6111642618606145	2.3740847022853076e-15	0.0	0.38883573813938227
V1	3:Del:R:0	0.0020913385769514127	0.0	0.4560163511604525	0.07110681539484623	0.0	0.4707854948677499
V1	3:Del:R:1	0.21171289046577949	0.0	0.14512102107264263	0.27685329503954154	0.0	0.3663127934220363
V1	3:Del:R:2	0.00023838556787282727	0.0	0.00029711864674464793	0.0006020943619182222	0.0	0.9988624014234644
V1	3:Del:R:3	0.2512403907611585	0.0	0.4368728187965719	0.31142532355671027	0.0	0.0004614668855593919
V1	3:Del:R:4	4.2078165556756423e-13	0.0	0.8675794607100217	1.0476082593876498e-12	0.0	0.13242053928850983
V1	3:Del:R:5	1.4257059998949966e-14	0.0	0.9981344365877673	3.549540150304162e-14	0.0	0.0018655634121829854
V1	4:Del:R:0	0.004736663802977511	0.0	0.8095322442361322	0.10368786655522337	0.0	0.08204322540566687
V1	4:Del:R:1	0.0748451703261474	0.0	0.3435031775917962	0.5816516520820565	0.0	0.0
V1	4:Del:R:2	0.0007324283487485808	0.0	0.15742394054602088	0.3094960494543952	0.0	0.5323475816508354
V1	4:Del:R:3	3.014873695569528e-14	0.0	0.6680043340369608	0.3302105391711752	0.0	0.0017851267918339588
V1	4:Del:R:4	5.758832745849669e-15	0.0	0.43108704887053617	1.4337604002357613e-14	0.0	0.5689129511294437
V1	4:Del:R:5	0.4316322213057987	0.0	0.241129827792005	0.3116803522883708	0.0	0.01555759861382538
V1	5:Del:R:0	1.3725808822593794e-05	0.0	0.9961747216753438	0.001933173649987822	0.0	0.001878378865845686
V1	5:Del:R:1	0.08015368738338792	0.0	0.6125820276846853	0.30706839502546074	0.0	0.0001958899064659897
V1	5:Del:R:2	0.06843974896037502	0.0	0.712879418832592	0.21861697812815042	0.0	6.385407888249692e-05
V1	5:Del:R:3	0.37951275517053157	0.0	0.4172538907345556	0.18719267015831093	0.0	0.016040683936601997
