Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	9	178	2	73	125	6	107	0
V2	16	25	113	0	17	0	29	48
V3	25	158	5	0	42	15	0	108
V4	6	367	0	0	125	21	40	203
V5	35	0	174	38	51	160	13	0
V6	46	0	66	2	46	9	6	1
V7	188	106	11	27	24	81	119	41
V8	144	14	23	208	95	32	0	118
V9	34	0	53	101	27	117	2	43
V10	1	1	10	2	0	0	3	0
V11	8	141	86	0	11	43	150	32
V12	71	29	0	19	4	164	9	8
V13	79	87	31	110	24	83	0	0
V14	13	61	0	2	0	0	57	47
V15	27	41	14	5	56	29	19	0
V16	28	30	24	43	5	7	5	72
V17	7	162	21	54	66	287	0	0
V18	0	13	108	53	17	5	9	1
V19	95	84	9	65	27	11	30	27
V20	164	11	143	78	33	5	0	14
V21	11	0	39	18	4	72	1	10
V22	36	13	6	16	86	63	16	59
V23	25	17	64	0	0	21	13	5
V24	0	88	58	0	1	4	165	0
V25	184	24	10	20	2	32	12	85
V26	1	51	62	27	90	1	26	49
V27	117	10	28	205	0	106	0	0
V28	7	31	98	32	18	7	36	65
V29	2	48	13	42	119	25	51	131
V30	52	289	13	0	5	0	290	64
V31	102	206	34	15	1	2	207	36
V32	12	0	46	68	0	14	21	9
V33	0	0	79	57	92	3	63	0
V34	47	123	110	33	48	134	0	31
V35	49	5	157	119	131	6	0	20
V36	9	2	5	19	11	6	2	0
V37	74	26	84	0	1	7	56	0
V38	13	5	71	9	212	28	0	29
V39	34	4	0	12	0	4	10	0
V40	9	88	14	146	0	29	0	14
V41	7	50	21	160	18	30	48	46
V42	91	24	43	366	107	152	29	46
V43	1	109	212	62	9	12	0	74
V44	0	12	26	50	115	59	17	22
V45	67	1	10	6	30	27	0	7
V46	0	10	35	0	7	452	17	0
V47	46	22	25	409	35	2	0	50
V48	180	38	43	158	1	39	11	24
V49	64	172	4	11	0	13	0	19
V50	50	1	11	4	37	2	0	5
V51	84	85	12	0	50	24	76	60
V52	93	161	31	0	55	36	92	61
V53	2	75	25	0	48	0	46	25
V54	1	3	63	22	0	7	0	23
V55	39	24	103	16	11	20	0	30
V56	6	1	12	3	0	39	0	2
V57	72	191	0	0	9	0	223	186
V58	128	60	5	11	98	25	0	0
V59	43	14	29	8	42	4	7	0
V60	3	82	0	84	42	42	25	57
V61	3	15	11	123	87	15	0	0
V62	16	36	7	25	369	136	23	24
V63	216	157	39	510	1	1	30	66
V64	14	15	100	29	0	3	12	0
V65	54	1	249	14	49	2	10	3
V66	57	0	21	49	12	57	9	35
V67	36	17	77	0	49	0	27	78
V68	114	110	38	5	7	105	111	29
V69	32	28	0	0	0	1	27	33
V70	11	0	35	12	92	0	9	0
V71	6	42	56	0	2	97	40	3
V72	0	223	0	0	152	0	190	63
V73	0	36	19	36	105	3	27	71
V74	84	50	17	10	9	151	0	0
V75	376	20	25	78	10	64	16	11
V76	77	9	10	35	0	16	0	0
V77	3	4	0	1	29	8	0	0
V78	180	9	2	0	12	21	3	15
V79	166	45	0	0	67	0	0	37
V80	893	44	19	34	15	6	59	0
V81	3	97	8	11	30	0	47	0
V82	2	36	58	27	2	2	0	3
V83	14	12	0	20	4	0	16	29
V84	0	4	109	0	0	28	0	5
V85	0	0	24	0	0	39	6	5
V86	76	7	1	19	5	2	5	0
V87	19	15	0	23	13	0	19	2
V88	20	73	13	6	1	190	0	42
V89	64	2	1	40	18	2	0	11
V90	38	17	523	23	6	22	0	14
V91	0	9	64	24	75	0	10	12
V92	6	0	238	0	8	61	19	0
V93	46	0	172	41	32	75	8	18
V94	43	16	7	50	18	21	49	65
V95	3	7	15	85	347	0	8	0
V96	3	21	11	18	28	6	0	7
V97	2	2	15	13	345	15	0	0
V98	46	5	45	0	66	59	0	0
V99	29	46	81	31	4	16	33	25
V100	62	0	22	0	4	39	6	7
