Samples	ID83A	ID83B	ID83C
V1	0	8	236
V2	686	261	18
V3	41	78	115
V4	19	0	1
V5	73	39	20
V6	113	168	18
V7	191	17	186
V8	12	194	238
V9	375	116	5
V10	55	251	25
V11	134	0	30
V12	0	24	44
V13	111	29	136
V14	1	100	67
V15	66	43	23
V16	82	205	34
V17	0	59	113
V18	0	191	11
V19	1	6	0
V20	28	0	173
V21	51	118	142
V22	11	26	53
V23	292	0	165
V24	28	145	16
V25	128	0	30
V26	59	88	173
V27	315	0	0
V28	26	52	17
V29	19	87	51
V30	23	95	5
V31	22	54	125
V32	349	0	7
V33	31	48	15
V34	5	87	50
V35	5	60	1
V36	8	104	107
V37	112	0	142
V38	270	0	8
V39	25	34	154
V40	9	21	62
V41	114	93	52
V42	222	28	49
V43	35	20	42
V44	23	168	13
V45	51	36	55
V46	192	0	83
V47	296	0	56
V48	559	6	7
V49	96	220	266
V50	108	6	107
V51	37	89	50
V52	5	103	88
V53	93	0	132
V54	272	0	245
V55	17	32	73
V56	36	124	1
V57	26	123	37
V58	149	0	400
V59	85	57	214
V60	36	52	7
V61	0	335	135
V62	4	73	22
V63	27	421	82
V64	184	14	111
V65	116	29	4
V66	42	31	13
V67	0	334	82
V68	54	0	65
V69	103	52	20
V70	92	22	166
V71	40	142	62
V72	0	32	11
V73	266	100	5
V74	23	51	4
V75	146	70	7
V76	65	53	178
V77	99	91	26
V78	85	47	21
V79	114	9	7
V80	66	217	68
V81	21	99	135
V82	374	0	123
V83	13	17	13
V84	0	94	112
V85	3	45	13
V86	94	139	29
V87	20	219	2
V88	7	14	550
V89	15	0	189
V90	0	340	8
V91	202	73	131
V92	74	172	137
V93	0	511	164
V94	24	24	132
V95	10	242	129
V96	28	473	25
V97	31	17	241
V98	18	62	66
V99	42	114	125
V100	80	47	0
