Samples	ID83A	ID83B	ID83C
V1	0.00E+00	1.44E+00	1.44E+00
V2	4.97E+00	3.50E+00	2.62E+00
V3	2.19E+00	2.45E+00	2.49E+00
V4	4.00E-01	3.42E-01	2.33E-01
V5	2.08E+00	2.24E+00	1.20E+00
V6	2.76E+00	3.39E+00	1.36E+00
V7	3.29E+00	1.20E+00	2.86E+00
V8	1.08E+00	2.19E+00	2.67E+00
V9	4.21E+00	3.96E+00	1.08E+00
V10	7.12E+00	7.76E+00	1.52E+00
V11	2.36E+00	1.10E+00	1.86E+00
V12	5.16E-01	1.69E+00	1.49E+00
V13	2.34E+00	2.31E+00	3.43E+00
V14	7.00E-01	1.42E+00	1.18E+00
V15	1.62E+00	1.68E+00	1.54E+00
V16	2.72E+01	2.80E+01	3.06E+00
V17	4.71E-01	1.35E+00	1.57E+00
V18	0.00E+00	1.67E+00	1.67E+00
V19	3.40E-01	3.14E-01	3.00E-01
V20	2.07E+00	9.91E-01	1.90E+00
V21	2.63E+00	3.31E+00	2.49E+00
V22	1.33E+00	2.00E+00	1.99E+00
V23	3.36E+00	5.17E-01	3.15E+00
V24	4.91E+00	5.11E+00	1.36E+00
V25	2.61E+00	8.31E-01	2.07E+00
V26	2.48E+00	3.23E+00	2.79E+00
V27	2.81E+00	2.81E+00	0.00E+00
V28	2.24E+00	2.84E+00	1.01E+00
V29	4.53E+00	4.45E+00	1.22E+00
V30	2.29E+00	2.78E+00	1.05E+00
V31	7.51E+00	6.14E+00	3.13E+00
V32	1.09E+00	0.00E+00	1.09E+00
V33	1.95E+00	2.06E+00	1.32E+00
V34	6.67E-01	2.40E+00	2.05E+00
V35	1.35E+00	1.33E+00	2.69E-01
V36	7.06E-01	2.21E+00	2.49E+00
V37	2.14E+00	1.08E+00	1.73E+00
V38	3.67E+00	3.02E+00	1.82E+00
V39	1.54E+00	1.95E+00	1.96E+00
V40	4.44E+00	2.48E+00	3.76E+00
V41	6.26E+00	2.35E+00	4.69E+00
V42	2.63E+00	2.51E+00	2.02E+00
V43	2.09E+00	1.54E+00	1.38E+00
V44	1.60E+00	1.55E+00	1.83E+00
V45	2.12E+00	1.87E+00	1.63E+00
V46	2.02E+00	2.05E+00	2.12E+00
V47	2.31E+00	1.33E+00	1.63E+00
V48	2.15E+00	0.00E+00	2.15E+00
V49	3.05E+00	4.56E+00	4.70E+00
V50	3.13E+00	1.18E+00	2.46E+00
V51	1.74E+00	1.93E+00	1.35E+00
V52	0.00E+00	3.03E+00	3.03E+00
V53	1.91E+00	1.20E+00	1.78E+00
V54	6.38E+00	2.69E+00	5.34E+00
V55	1.40E+00	1.24E+00	2.06E+00
V56	2.18E+00	2.33E+00	3.96E-01
V57	4.02E+00	4.45E+00	2.22E+00
V58	3.65E+00	0.00E+00	3.65E+00
V59	5.86E+00	1.78E+00	4.52E+00
V60	1.72E+00	1.98E+00	9.22E-01
V61	8.17E-01	3.76E+00	3.92E+00
V62	5.33E-01	1.77E+00	1.53E+00
V63	2.27E+00	4.17E+00	3.87E+00
V64	2.86E+00	2.51E+00	3.15E+00
V65	1.69E+00	1.97E+00	7.67E-01
V66	1.89E+00	2.08E+00	6.57E-01
V67	1.02E+00	3.54E+00	3.36E+00
V68	2.20E+00	1.33E+00	2.13E+00
V69	3.36E+00	2.83E+00	1.60E+00
V70	3.24E+00	1.56E+00	3.36E+00
V71	2.20E+00	4.74E+00	4.31E+00
V72	0.00E+00	8.33E-01	8.33E-01
V73	5.30E+00	5.00E+00	6.18E-01
V74	1.32E+00	1.55E+00	1.56E+00
V75	2.02E+00	1.57E+00	1.30E+00
V76	1.09E+00	3.12E+00	2.87E+00
V77	7.75E+00	8.83E+00	1.56E+00
V78	2.10E+00	2.48E+00	1.56E+00
V79	1.78E+00	2.11E+00	6.57E-01
V80	2.52E+00	2.40E+00	2.74E+00
V81	1.99E+00	4.52E+00	3.86E+00
V82	2.59E+00	2.22E+00	2.33E+00
V83	2.53E+00	2.19E+00	1.01E+00
V84	0.00E+00	2.89E+00	2.89E+00
V85	6.40E-01	4.42E-01	6.71E-01
V86	2.79E+00	2.18E+00	1.69E+00
V87	1.55E+00	1.93E+00	8.06E-01
V88	1.45E+00	1.24E+00	2.08E+00
V89	7.37E-01	0.00E+00	7.37E-01
V90	0.00E+00	2.59E+00	2.59E+00
V91	3.99E+00	5.58E+00	4.84E+00
V92	2.40E+00	3.39E+00	3.84E+00
V93	1.02E+00	4.67E+00	4.11E+00
V94	2.29E+00	1.57E+00	2.14E+00
V95	1.97E+00	3.41E+00	3.64E+00
V96	1.67E+00	2.99E+00	1.84E+00
V97	1.54E+00	2.01E+00	2.27E+00
V98	1.16E+00	1.82E+00	1.79E+00
V99	1.59E+00	3.00E+00	2.19E+00
V100	4.01E+00	4.08E+00	2.69E-01
