MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	4.34E-03	1.05E-02	1.40E-46	2.25E-03	6.70E-04	7.06E-03	1.43E-02	2.18E-02	4.54E-02	2.28E-02	5.87E-03
1:Del:C:1	5.50E-04	8.28E-03	6.24E-05	0.00E+00	1.36E-04	5.22E-03	9.41E-03	5.05E-03	2.06E-02	1.78E-02	8.21E-03
1:Del:C:2	2.54E-04	2.26E-04	2.27E-08	0.00E+00	8.37E-09	7.88E-04	3.73E-03	1.80E-04	1.96E-03	3.01E-03	4.85E-04
1:Del:C:3	1.74E-08	2.73E-03	1.08E-08	3.83E-04	5.14E-08	1.96E-03	2.04E-03	5.06E-09	9.52E-03	9.54E-03	3.07E-03
1:Del:C:4	4.26E-03	3.02E-03	4.64E-05	3.53E-03	1.40E-46	7.80E-04	1.72E-03	5.71E-03	5.71E-03	7.18E-02	6.04E-03
1:Del:C:5	8.81E-09	0.00E+00	6.79E-04	1.93E-03	3.38E-04	1.09E-04	4.97E-04	1.82E-03	0.00E+00	2.16E-04	3.74E-03
1:Del:T:0	3.54E-04	6.42E-03	2.69E-04	8.02E-04	2.69E-03	6.25E-03	1.70E-02	2.17E-02	1.55E-02	6.37E-03	2.18E-02
1:Del:T:1	5.41E-04	7.16E-03	4.70E-04	0.00E+00	5.10E-08	1.66E-03	3.58E-03	6.41E-03	1.74E-02	6.13E-03	1.60E-02
1:Del:T:2	0.00E+00	4.34E-03	4.56E-08	8.34E-04	7.08E-05	1.67E-03	5.94E-03	8.89E-03	9.28E-03	9.24E-03	1.16E-02
1:Del:T:3	5.98E-04	6.69E-03	1.23E-03	2.55E-03	2.87E-04	1.33E-03	3.21E-03	1.73E-03	2.68E-02	1.84E-02	1.48E-02
1:Del:T:4	1.06E-03	1.04E-02	5.60E-04	3.67E-03	4.18E-04	2.32E-03	2.04E-02	2.81E-02	1.99E-02	5.42E-03	2.12E-02
1:Del:T:5	1.46E-07	2.39E-07	2.91E-08	1.25E-02	1.63E-07	2.38E-03	8.85E-07	4.83E-07	1.14E-02	1.37E-03	1.05E-01
1:Ins:C:0	2.85E-07	6.18E-08	1.09E-07	2.02E-08	2.67E-08	6.21E-04	6.12E-04	6.85E-07	2.80E-07	9.57E-06	1.64E-04
1:Ins:C:1	2.58E-08	4.33E-08	1.86E-08	5.21E-09	6.87E-05	7.16E-04	1.07E-03	1.65E-04	5.44E-07	4.37E-04	4.17E-04
1:Ins:C:2	7.79E-05	6.49E-08	7.27E-08	1.47E-04	4.12E-08	2.53E-04	6.33E-04	3.54E-07	4.48E-08	7.44E-04	1.02E-04
1:Ins:C:3	8.01E-05	1.20E-08	4.21E-05	1.41E-04	8.22E-05	1.35E-08	1.19E-03	2.87E-04	1.53E-07	1.39E-04	5.68E-04
1:Ins:C:4	1.50E-08	7.98E-05	7.79E-04	4.06E-04	4.01E-04	0.00E+00	2.31E-04	3.48E-03	2.59E-04	4.73E-04	5.37E-04
1:Ins:C:5	3.11E-08	0.00E+00	4.52E-03	1.24E-03	2.81E-04	4.19E-05	0.00E+00	2.65E-02	2.51E-07	2.93E-03	2.94E-03
1:Ins:T:0	6.96E-05	2.33E-03	3.35E-04	1.26E-07	1.56E-04	6.95E-04	6.42E-03	5.10E-03	1.17E-02	3.69E-03	1.43E-03
1:Ins:T:1	2.37E-04	1.68E-03	2.17E-08	0.00E+00	2.03E-05	1.92E-03	3.22E-03	8.85E-08	5.05E-03	5.17E-03	2.92E-03
1:Ins:T:2	2.01E-04	7.35E-04	1.49E-04	3.45E-04	5.21E-05	1.20E-04	9.48E-05	1.78E-04	6.21E-04	1.80E-03	1.31E-03
1:Ins:T:3	3.26E-08	8.68E-04	8.64E-04	1.37E-04	1.92E-04	4.98E-04	6.97E-04	5.40E-03	2.26E-04	4.55E-04	1.13E-03
