Samples	ID83A	ID83B	ID83C
V1	99	77	37
V2	19	68	255
V3	76	0	72
V4	87	27	92
V5	101	29	8
V6	45	5	136
V7	0	123	18
V8	137	23	17
V9	82	0	41
V10	0	90	21
V11	180	0	11
V12	0	53	439
V13	304	11	0
V14	225	18	2
V15	102	63	0
V16	0	43	192
V17	432	345	17
V18	70	104	28
V19	113	67	43
V20	34	15	138
V21	163	68	14
V22	97	52	27
V23	0	302	1
V24	89	59	24
V25	30	84	28
V26	327	31	27
V27	100	126	0
V28	0	8	87
V29	389	118	220
V30	177	121	286
V31	28	131	6
V32	59	72	22
V33	0	194	47
V34	165	0	101
V35	194	0	34
V36	91	103	56
V37	161	0	27
V38	0	0	175
V39	88	30	1
V40	78	270	5
V41	35	73	19
V42	199	95	0
V43	79	0	7
V44	69	23	0
V45	0	118	126
V46	0	63	140
V47	103	0	219
V48	189	86	89
V49	176	4	5
V50	175	21	13
V51	139	40	252
V52	0	190	6
V53	100	0	140
V54	9	12	70
V55	104	16	123
V56	109	162	0
V57	352	0	185
V58	85	71	39
V59	22	41	108
V60	0	408	66
V61	118	33	93
V62	0	0	189
V63	272	105	40
V64	51	60	52
V65	0	4	30
V66	135	364	282
V67	103	0	61
V68	244	50	0
V69	0	9	113
V70	124	0	369
V71	0	199	37
V72	379	16	4
V73	102	389	7
V74	0	226	137
V75	24	0	9
V76	22	0	173
V77	72	182	92
V78	0	491	0
V79	0	0	174
V80	400	0	80
V81	100	0	176
V82	633	0	1
V83	574	293	0
V84	40	0	41
V85	71	240	10
V86	196	0	11
V87	99	146	90
V88	193	233	44
V89	78	330	41
V90	315	47	21
V91	85	55	11
V92	0	277	197
V93	0	266	88
V94	0	176	150
V95	63	27	149
V96	0	86	456
V97	317	96	8
V98	121	42	74
V99	0	2	90
V100	290	0	21
