MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	0.0036648151952789476	0.32092886567115786	0.0	0.01937591191381216	0.002740528018330224
1:Del:C:1	0.0010299421497620641	0.10505254864692688	0.0019217346425193683	0.01848520776256919	0.00107294789257395
1:Del:C:2	9.791214264609494e-05	0.002278294390998781	1.9807167461749486e-08	0.004520130949094892	4.336486369993508e-09
1:Del:C:3	0.0009917468473787494	0.008279970055446029	0.002005088038276881	0.006778558227233588	0.0013853172829840332
1:Del:C:4	0.0006572475486927188	0.009753374336287379	0.0005319241783581675	0.0002745945880178624	0.0025474123191088437
1:Del:C:5	2.5089626433327794e-05	0.0	0.0023387060733512043	0.0016517413256224244	0.017117765545845032
1:Del:T:0	0.024621942080557346	0.10732636228203773	0.004073381284251809	0.023519812803715467	0.0030370783351827413
1:Del:T:1	0.0004902553700958379	0.042103161662817	0.00218835337436758	0.005485201079864055	0.0015891455506789498
1:Del:T:2	0.000303475622786209	0.08945502638816834	0.0033368105650879443	0.003264795581344515	0.002678394048803057
1:Del:T:3	0.0017066340195015072	0.1200275406241417	0.005652526067569852	0.0020738358609378336	0.009217488230206072
1:Del:T:4	0.0024022313678869977	0.0903655543923378	0.00755518926307559	0.0021446745144203306	0.03309154156595469
1:Del:T:5	6.069122832741414e-07	1.4012984643248171e-46	9.248713013221277e-07	6.703113285766449e-07	0.8373894155025482
1:Ins:C:0	3.1471485833378667e-06	0.0005032171945131836	2.5605165745901106e-06	0.0020807848195545375	0.000182206163033527
1:Ins:C:1	8.619025990697082e-08	0.00010212408298571063	0.0001622992890702335	0.000937075525871478	0.0003595518820389998
1:Ins:C:2	0.00028320666242507284	0.00031771953479022843	4.390203400816972e-09	0.0011216429003980011	2.956679886239044e-05
1:Ins:C:3	3.5915503977079766e-05	0.00011421287859434415	0.00027012174451712667	7.016203316112523e-08	9.005392342942287e-09
1:Ins:C:4	0.0002913300835643895	0.0	0.0009956133231753483	0.0007086460460413946	0.0031149444170296193
1:Ins:C:5	0.000412779032922117	0.00038736141264053006	0.022909588366746902	0.0	0.00783733227290213
1:Ins:T:0	5.584355733390111e-09	0.014554469846189022	0.0011056717007221551	0.004292215048917569	0.001388033710259151
1:Ins:T:1	0.00010684169850065928	0.010285549610853196	2.1137396766235384e-08	0.0027371204632800072	3.849183372039988e-09
1:Ins:T:2	2.0954621149371633e-08	0.0031129733892157675	3.2653347968647494e-06	0.0013553693715948611	0.0001266011897453012
1:Ins:T:3	1.5319210433517584e-08	0.0007487759459763766	0.0052685561589896675	0.001659547828603536	0.00016707183608595245
1:Ins:T:4	4.207974125165492e-05	0.0	0.0144836550578475	0.00175737392710289	0.0031621158705092967
1:Ins:T:5	1.6828579418870504e-07	0.002559242936104056	0.8771699965000153	0.006824748381364998	2.7160832374306663e-07
2:Del:R:0	0.0007858208002289758	0.014435063023120165	0.0011269395588897168	0.007190262386575341	0.0004976939424523152
2:Del:R:1	0.0015772842918522656	0.0030401020136196165	0.00026464820693945513	0.012044946616515517	0.004660779412370175
2:Del:R:2	5.497673035890216e-05	0.00013179247501255987	0.0002680713682210012	0.0015171245206147433	0.00017716178073783339
2:Del:R:3	1.7504172422633246e-06	0.0005022727782488801	4.3779741824323536e-05	2.4444659266720237e-05	0.0003249283336359099
2:Del:R:4	3.531839368804412e-05	5.978064443468156e-08	4.6633082106950496e-07	5.169687779300602e-05	0.0011397018388379365
2:Del:R:5	8.878401214218457e-08	2.298537241749443e-05	8.972016907193847e-08	0.0007274023433339494	2.0260560944507234e-07
3:Del:R:0	0.0008220939838793129	0.002540038665756583	0.00022494600925710985	0.010269356379285454	0.0008920609543565661
3:Del:R:1	0.00067730196606135	0.004010882345028222	0.004842100339010358	0.0003688107077323366	0.002070769981946796
3:Del:R:2	0.0	0.0018821038014721126	0.00022479382377582624	0.000623163023556117	0.0015343132217481071
3:Del:R:3	1.835582708054062e-09	0.0	0.000785599957453087	0.0006914930476341396	0.0004326039399103365
3:Del:R:4	8.004585794196828e-05	1.4641101486745356e-07	1.0064715203483842e-07	1.2014647996494431e-07	3.017241326119802e-07
3:Del:R:5	0.7664550483226776	0.0	0.0033645345287823146	0.003489917278534449	0.023404147595920223
4:Del:R:0	1.4902524014814843e-08	0.0012618158634175813	2.350311588088516e-05	0.006933033093810081	0.001609174963684268
4:Del:R:1	6.151178240543231e-06	0.004909452889114619	0.002645449689589441	0.0009422616145457141	0.0013539653490482807
4:Del:R:2	0.00032855191375347204	0.0007112749124644324	0.001241795500391163	8.432687463937328e-05	1.2537424461100954e-05
4:Del:R:3	2.5499191451672233e-07	2.817917362563094e-07	2.3158888069474414e-07	2.937937892966147e-07	5.466483116833843e-07
4:Del:R:4	1.6228326629175172e-07	0.00013781010572984088	1.0379723480724579e-07	8.668045552440162e-08	1.7102226355092398e-07
4:Del:R:5	2.5499191451672233e-07	2.817917362563094e-07	2.3158888069474414e-07	2.937937892966147e-07	5.466483116833843e-07
5:Del:R:0	4.0949637568132855e-05	7.395317875307228e-05	1.1875531331639877e-07	0.27128355503082274	4.619533990890545e-08
5:Del:R:1	2.8207026844029314e-06	0.0010135364085559929	3.6761589684886074e-05	0.00033161981118610127	0.002085879325750284
5:Del:R:2	5.958724242773883e-05	0.0004248487521026689	3.240415826439857e-05	0.0007761425658827648	0.0003722708835368849
5:Del:R:3	2.5499191451672233e-07	2.817917362563094e-07	2.3158888069474414e-07	2.937937892966147e-07	5.466483116833843e-07
5:Del:R:4	2.5499191451672233e-07	2.817917362563094e-07	2.3158888069474414e-07	2.937937892966147e-07	5.466483116833843e-07
5:Del:R:5	2.5499191451672233e-07	2.817917362563094e-07	2.3158888069474414e-07	2.937937892966147e-07	5.466483116833843e-07
2:Ins:R:0	0.06395018361508846	0.010181605536490678	0.0031206969171762465	0.0	0.0004326281866033054
2:Ins:R:1	2.2303133656009776e-05	0.0026603209786117076	0.00027869327475489315	0.0018928270452306605	8.582271594841373e-05
2:Ins:R:2	8.228563820011913e-06	0.0006254753249891109	1.2816950707161823e-05	0.00021421902492875234	0.001336868553170234
2:Ins:R:3	0.00021142635475400167	0.0002754871691851513	0.0002794714794546849	0.0003908800768584797	5.845213891007006e-05
2:Ins:R:4	0.0008011025725863874	0.00025782940938370304	0.002635219122748822	0.00049697085050866	0.001315345756302122
2:Ins:R:5	0.013761365227401257	0.0004135731698824547	0.013862319663167	0.00012650529679376633	0.009450583392754197
3:Ins:R:0	0.0001301416978577663	0.00010759539410400975	6.779174858451142e-05	0.0011783184978412463	0.0002505171168216691
3:Ins:R:1	0.0006319346379314083	0.0007229363080114126	0.0003711449055117555	0.00012208166590426116	0.0011040958110243083
3:Ins:R:2	4.670917874705083e-10	1.6488536314085422e-08	9.300248092927176e-05	0.0003523115611187677	4.3857911009581584e-07
3:Ins:R:3	7.472726295532084e-08	0.0001784171160169379	5.0556818511182655e-05	0.00010170689317590131	1.1156012362789624e-07
3:Ins:R:4	2.7594775768857717e-07	1.284143376079072e-08	0.00024894891884530423	0.0003031570257007843	9.808207934725033e-08
3:Ins:R:5	0.00010466931853443384	0.00049795111592843	0.0010027204087236896	0.0	0.002129965368658304
4:Ins:R:0	1.8872638158029532e-06	0.0004337244198329149	5.92382709108108e-08	0.0007130599318770692	0.0001849899804483357
4:Ins:R:1	0.0002625644556246698	0.0007613130297158932	0.0005636627844069153	0.0006386186651070602	0.0012060421984642744
4:Ins:R:2	6.663093168324253e-08	7.267327770676956e-08	1.4083936985542778e-07	1.6787402969953292e-07	0.00035169365772844683
4:Ins:R:3	1.390999464945253e-07	3.0176284460026183e-05	1.134352504372771e-07	1.3946534753728202e-07	0.00011766306591312058
4:Ins:R:4	4.3104009582162205e-05	4.452707228210784e-05	0.00016142067253852588	0.0007065918389173476	0.00010791878938505306
4:Ins:R:5	0.00025422760141253776	0.00020684697083197534	0.0017952370340935885	0.0007439884779159911	0.0006429103222529875
5:Ins:R:0	3.322437347463847e-09	0.00016735787028778759	2.366750421129993e-05	0.0006044120789738372	5.5133640336713086e-05
5:Ins:R:1	0.0013958490337245167	0.0002391751242612372	0.0005811188461457562	0.00914867320097983	0.00026394935610625226
5:Ins:R:2	4.999726570531493e-08	9.101027882127966e-05	0.00021516451493610588	3.4921695757361703e-09	4.038964789288002e-08
5:Ins:R:3	0.00012369509046266102	2.1340472500241958e-07	3.0775492501611267e-05	9.015980140247848e-08	1.6740357082767333e-07
5:Ins:R:4	1.1268713508982842e-07	2.02289686825452e-05	0.00010389512715676119	1.2594833229684354e-07	2.6826918677613774e-07
5:Ins:R:5	1.83728907643399e-09	3.945520172798922e-08	0.00019920822107923896	0.0	0.00018820912028445492
2:Del:M:1	0.0016176384291611613	0.004439688636921346	0.0008814249478746206	0.00160400555760134	0.0017350622627418488
3:Del:M:1	0.0001785843225661665	0.0013768488785402156	0.0	0.011873428989201785	0.0021807700395584106
3:Del:M:2	9.955094428732991e-05	0.0017160615010652692	0.002835181460250169	0.004462652467191219	0.003175659821135923
4:Del:M:1	8.747461635039145e-08	0.0032186531112529337	0.0009118545358191455	0.0033402857603505253	0.0002289854944976355
4:Del:M:2	0.00013641480292534425	0.003490680712275207	0.00043823332962347197	0.0026815541554242373	0.00026873706361527636
4:Del:M:3	0.0006949166738195345	0.002393592946464196	0.0	0.0012291714730963577	1.071240330929868e-05
5:Del:M:1	0.000558340427079429	0.0011615635051612117	0.0008594457023127333	0.31390681862831116	0.00033311342625097495
5:Del:M:2	9.199271744364523e-08	0.00018438904766782116	0.00043967126824782097	0.13365593254566194	0.0017088371773581912
5:Del:M:3	2.2724876824753437e-08	0.00023462946765846483	0.000802447629151004	0.050224536657333375	2.800533479785372e-07
5:Del:M:4	1.6302969640946685e-08	0.000512124989785434	3.059630288646531e-05	0.016313885524868964	0.00033655629281099665
5:Del:M:5	0.10691422000527381	0.0	8.406801299543077e-09	0.014571906812489033	0.0019312623186233699
