Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V39	7.00E-01	4.04E+00	7.16E+00	3.07E+00	1.28E+00	1.55E+00	1.22E+00	3.73E+00	4.71E+00	7.48E+00	9.43E-01	6.86E+00	2.46E+00	2.64E+00	4.02E+00	4.44E+00	9.67E-01
V40	4.93E+01	2.76E+00	2.60E+00	3.51E+00	3.11E+00	3.01E+00	2.48E+00	4.56E+00	3.34E+00	4.85E+00	5.13E+01	2.30E+00	4.51E+00	3.07E+00	5.05E+00	2.53E+00	6.82E+00
V41	1.13E+00	4.90E-01	0.00E+00	2.23E+00	0.00E+00	1.23E+00	1.16E+00	1.94E+00	2.81E+00	3.09E+00	7.06E-01	0.00E+00	3.49E+00	3.34E+00	2.74E+00	0.00E+00	3.06E-01
V42	4.59E+00	2.96E+00	2.46E+01	1.89E+00	1.56E+00	0.00E+00	1.78E+00	5.04E-01	3.06E-01	1.36E+00	4.70E+00	2.40E+01	1.67E+00	1.88E+00	5.47E-01	3.18E+00	1.96E+00
V43	2.84E+00	4.64E+00	6.00E-01	5.89E+00	1.26E+00	3.82E+00	7.90E-01	1.74E+01	1.05E+01	3.01E+00	7.57E+00	2.00E+00	1.14E+01	2.29E+00	7.07E+00	5.65E+00	1.31E+00
V44	1.63E+00	5.39E+00	2.02E+00	2.22E+00	6.40E-01	7.64E-01	2.60E-01	1.96E+00	1.15E+00	2.79E+00	2.71E+00	2.67E+00	3.52E+00	1.85E+00	1.20E+00	8.04E+00	2.00E+00
V45	7.09E+00	1.74E+00	9.89E-01	2.56E+00	2.52E+00	6.79E+00	1.38E+00	1.26E+01	1.40E+01	2.00E-01	1.16E+01	1.16E+00	2.73E+00	1.08E+00	2.86E+00	1.03E+01	1.86E+00
V46	3.00E-01	1.07E+00	0.00E+00	9.04E+00	1.05E+01	0.00E+00	3.01E+00	0.00E+00	0.00E+00	1.90E+01	3.06E-01	3.10E+00	2.57E+01	9.30E+00	1.02E+01	5.00E-01	8.54E-01
V47	1.44E+01	4.52E-01	1.38E+00	4.47E-01	1.73E+00	0.00E+00	1.37E+00	0.00E+00	0.00E+00	0.00E+00	1.61E+01	1.20E+00	3.07E-01	0.00E+00	1.50E+00	5.00E-01	1.35E+00
V48	1.39E+00	6.00E-01	0.00E+00	1.02E+01	0.00E+00	2.10E+00	4.33E-01	1.28E+00	9.75E+00	1.24E+01	1.14E+00	1.70E+00	1.32E+01	3.98E+00	6.16E+00	5.86E-01	7.67E-01
V49	2.85E+00	1.53E+00	4.83E+00	1.43E+00	1.95E+00	1.33E+00	1.33E+00	1.46E+00	2.44E+00	1.19E+00	2.52E+00	6.37E+00	1.34E+00	6.00E-01	4.48E-01	0.00E+00	3.22E+00
V50	1.78E+00	2.50E+00	8.73E+00	2.65E+01	4.76E-01	1.03E+00	5.62E-01	0.00E+00	3.01E+00	6.17E+00	1.33E+00	1.04E+01	3.56E+01	1.07E+01	4.46E+00	2.72E+00	8.20E-01
V51	2.13E-01	4.65E+00	9.46E-01	6.73E+00	8.12E+00	3.06E-01	2.28E+00	0.00E+00	8.23E-01	1.36E+00	7.89E-01	0.00E+00	2.40E+00	1.91E+00	7.27E-01	3.48E+00	1.48E+00
V52	5.63E-01	5.75E+00	4.94E+00	1.40E+00	9.00E-01	7.45E-01	4.33E-01	0.00E+00	0.00E+00	2.23E+00	6.32E-01	3.79E+00	1.01E+00	1.67E+00	2.67E-01	5.71E+00	2.00E-01
V53	9.52E-01	4.66E+00	2.02E+01	1.91E+00	1.65E+00	8.54E-01	2.08E+00	2.14E+00	2.08E+00	0.00E+00	1.87E+00	1.92E+01	2.09E+00	1.41E+00	2.13E-01	5.64E+00	3.20E+00
V54	7.52E-01	4.21E+00	2.91E-01	7.68E+00	6.10E+00	1.36E+00	4.37E+00	1.54E+00	2.90E+00	1.28E+00	1.78E+00	4.00E-01	3.16E+00	2.06E+00	1.06E+00	4.54E+00	2.57E+00
V55	8.04E+00	9.67E+00	2.14E+00	2.00E-01	0.00E+00	0.00E+00	3.48E-01	0.00E+00	4.00E-01	4.33E-01	8.63E+00	1.34E+00	7.61E-01	2.73E+00	0.00E+00	1.23E+01	2.80E+00
V56	1.59E+00	3.06E-01	6.23E-01	3.14E+00	3.99E+00	1.90E+00	1.16E+00	1.75E+00	1.30E+00	1.33E+00	1.73E+00	8.00E-01	1.49E+00	1.15E+00	1.87E+00	1.49E+00	6.05E-01
V57	2.18E+00	0.00E+00	5.27E+00	1.37E+00	9.21E-01	1.67E+00	7.15E-01	4.22E+00	3.28E+00	2.66E+00	1.85E+00	3.77E+00	1.95E+00	2.00E-01	1.73E+00	0.00E+00	4.99E-01
V58	6.63E-01	1.48E+00	1.02E+00	2.74E+00	2.10E+00	5.12E-01	1.27E+00	1.00E-01	3.33E-01	1.42E+00	1.40E+00	5.33E-01	9.78E-01	2.03E+00	5.73E-01	1.90E+00	0.00E+00
V59	2.40E+01	1.73E+01	8.14E+00	7.86E+00	1.48E+00	3.79E-01	1.80E+00	0.00E+00	7.00E-01	5.68E+00	2.65E+01	7.33E+00	7.56E+00	2.38E+00	1.12E+00	2.10E+01	4.54E+00
V60	8.19E-01	1.61E+00	9.22E-01	4.23E+00	1.97E+00	0.00E+00	0.00E+00	1.00E-01	0.00E+00	2.86E+00	6.96E-01	5.00E-01	6.98E+00	3.33E+00	1.49E+00	2.42E+00	1.50E+00
V61	1.12E+01	6.37E+00	0.00E+00	1.55E+00	9.22E-01	0.00E+00	1.02E+00	0.00E+00	0.00E+00	2.39E+00	1.59E+01	8.00E-01	2.88E+00	1.96E+00	5.96E-01	8.79E+00	4.61E+00
V62	1.34E+00	3.38E+00	1.93E+01	1.22E+00	1.33E+00	2.42E+00	1.13E+00	2.83E+00	3.62E+00	3.00E-01	6.67E-01	1.89E+01	1.00E-01	1.43E+00	8.94E-01	2.68E+00	5.47E-01
V63	6.74E-01	4.33E+00	4.82E-01	1.21E+00	1.78E+00	3.14E-01	1.77E+00	0.00E+00	6.15E-01	1.78E+00	7.00E-01	1.00E-01	3.90E+00	9.31E-01	4.00E-01	5.07E+00	4.96E-01
V64	0.00E+00	6.54E-01	7.06E-01	9.24E-01	0.00E+00	0.00E+00	9.89E-01	0.00E+00	0.00E+00	1.50E+00	0.00E+00	5.00E-01	7.52E-01	7.57E-01	6.23E-01	8.00E-01	1.33E-01
V65	0.00E+00	1.35E+00	1.21E+01	3.77E+00	5.00E+00	0.00E+00	1.50E+00	0.00E+00	0.00E+00	6.37E-01	0.00E+00	1.25E+01	9.89E-01	1.51E+00	5.17E-01	5.97E-01	1.56E+00
V66	6.50E+00	3.26E+00	2.06E+00	3.77E+00	1.15E+00	6.63E-01	5.47E-01	0.00E+00	0.00E+00	1.08E+01	7.33E+00	2.10E+00	6.41E+00	8.68E+00	7.15E+00	7.01E+00	1.68E+00
V67	2.36E+00	3.74E+00	5.04E+00	1.74E+00	1.00E+00	4.37E+00	1.43E+00	2.90E+00	4.61E+00	3.01E+00	3.31E+00	4.46E+00	3.41E+00	1.56E+00	2.69E+00	5.81E+00	1.85E+00
V68	4.87E+01	2.06E+01	1.04E+00	5.47E+00	4.26E+00	1.07E+01	3.01E+00	1.29E+01	8.44E+00	2.25E+00	4.98E+01	3.00E-01	4.80E+00	1.21E+01	4.42E+00	2.45E+01	4.30E+00
V69	9.49E+00	3.07E-01	1.65E+00	3.49E+00	3.38E+00	4.81E+00	1.06E+00	7.19E+00	4.96E+00	1.59E+00	1.50E+01	6.00E-01	2.40E+00	1.62E+00	4.59E+00	5.42E+00	8.06E-01
V70	3.06E+00	1.24E+00	0.00E+00	1.61E+00	2.52E+00	1.51E+00	7.92E-01	2.85E+00	2.80E+00	4.00E-01	3.74E+00	0.00E+00	3.00E-01	6.00E-01	1.71E+00	1.59E+00	9.12E-01
V71	5.86E-01	3.96E-01	7.06E-01	1.82E+00	1.15E+00	6.16E-01	1.21E+00	1.99E+00	1.70E+00	3.06E-01	1.21E+00	6.40E-01	1.53E+00	2.13E-01	7.52E-01	4.00E-01	7.67E-01
V72	2.32E+01	4.01E-01	2.11E-01	3.79E+00	9.32E-01	0.00E+00	5.22E-01	0.00E+00	2.70E+00	3.48E+00	2.38E+01	0.00E+00	5.92E+00	5.26E-01	3.53E+00	3.67E-01	4.50E+00
V73	3.79E+00	1.70E+00	0.00E+00	3.48E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.00E-01	2.86E+00	0.00E+00	8.31E-01	3.06E-01	2.24E-01	1.48E+00	8.72E-01
V74	3.60E+00	1.38E+00	9.31E-01	7.50E+00	1.41E+01	9.33E-01	4.02E+00	9.20E-01	0.00E+00	3.00E+00	6.69E+00	6.00E-01	4.85E+00	1.90E+00	1.34E+00	0.00E+00	8.33E+00
V75	7.25E+00	6.11E-01	9.98E-01	1.15E+00	9.32E-01	2.70E+00	1.47E+00	5.56E+00	7.64E+00	1.72E+00	5.73E+00	1.90E+00	2.51E+00	2.74E+00	2.88E+00	1.00E-01	1.36E+00
V76	4.11E+00	2.98E-01	9.70E+00	1.37E+00	0.00E+00	5.02E+00	0.00E+00	9.35E+00	1.31E+01	5.26E-01	4.08E+00	9.20E+00	7.46E-01	0.00E+00	2.19E+00	7.96E+00	5.17E-01
V77	0.00E+00	8.10E+00	2.69E-01	2.13E-01	5.62E-01	5.47E-01	5.04E-01	1.68E+00	3.06E-01	1.02E+00	1.31E+00	6.18E-01	2.78E+00	2.06E+00	1.07E+00	1.01E+01	1.02E+00
V78	3.07E-01	5.36E+00	1.03E+00	5.69E+00	1.67E-01	6.40E-01	6.99E-01	1.38E+00	1.56E+00	4.01E+00	3.06E-01	5.00E-01	6.55E+00	4.04E+00	1.69E+00	7.28E+00	4.16E-01
V79	0.00E+00	0.00E+00	7.46E-01	2.34E+00	9.32E-01	4.53E-01	1.04E+00	6.00E-01	5.00E-01	1.59E+00	0.00E+00	0.00E+00	2.51E+00	2.67E-01	1.53E+00	2.00E-01	0.00E+00
V80	3.84E+00	1.58E+00	0.00E+00	1.08E+00	1.05E+00	0.00E+00	6.83E-01	1.33E+00	9.07E-01	0.00E+00	4.05E+00	0.00E+00	9.55E-01	8.54E-01	0.00E+00	1.87E+00	7.67E-01
V81	1.42E+01	0.00E+00	2.18E+00	5.54E-01	1.10E+00	9.87E-01	1.02E+00	1.00E+00	1.88E+00	2.67E-01	1.54E+01	1.93E+00	6.96E-01	1.00E-01	7.77E-01	2.28E+00	5.67E-01
V82	5.78E-01	0.00E+00	6.05E+00	1.43E+00	1.44E+00	2.88E+00	1.55E+00	4.63E+00	7.04E+00	3.06E-01	6.80E-01	6.12E+00	1.24E+00	2.00E-01	7.86E-01	5.28E+00	9.33E-01
V83	4.53E+00	3.42E+00	4.07E-01	1.21E+00	0.00E+00	3.71E-01	9.04E-01	1.23E+00	1.72E+00	1.61E+00	6.88E+00	4.99E-01	1.16E+00	9.64E-01	0.00E+00	5.28E+00	0.00E+00
V84	8.96E+00	2.84E+00	2.32E+00	1.63E+00	1.27E+00	1.02E+01	1.29E+00	1.57E+01	7.38E+00	2.63E+00	2.18E+01	3.00E-01	6.50E+00	5.83E+00	3.54E+00	1.33E+01	1.42E+00
V85	8.49E-01	4.00E-01	1.27E+00	5.77E-01	3.40E-01	2.60E-01	0.00E+00	9.55E-01	9.20E-01	0.00E+00	1.15E+00	1.07E+00	5.97E-01	0.00E+00	3.00E-01	0.00E+00	3.06E-01
V86	2.48E+00	2.35E+00	1.50E+01	5.22E+00	2.26E+00	2.06E+00	1.10E+00	5.02E+00	5.70E+00	9.69E+00	2.19E+00	1.33E+01	8.35E+00	8.29E+00	4.27E+00	4.20E+00	6.40E-01
V87	4.38E+00	1.10E+00	2.17E+00	3.24E+01	7.16E-01	6.96E-01	7.46E-01	1.52E+00	2.08E+00	1.59E+01	3.60E+00	1.30E+00	4.34E+01	1.80E+01	9.82E+00	1.87E+00	0.00E+00
V88	4.57E+00	2.81E+00	6.06E+00	1.64E+00	1.83E+00	0.00E+00	1.61E+00	0.00E+00	0.00E+00	7.30E-01	4.37E+00	6.71E+00	0.00E+00	7.57E-01	0.00E+00	2.79E+00	7.00E-01
V89	1.79E+00	0.00E+00	4.09E+00	2.33E+00	9.87E-01	1.07E+00	0.00E+00	2.82E+00	2.03E+00	4.63E+00	2.25E+00	3.98E+00	2.33E+00	1.09E+00	2.55E+00	0.00E+00	1.00E-01
V90	5.86E-01	5.81E-01	4.48E-01	5.97E+00	0.00E+00	6.33E-01	0.00E+00	1.87E+00	1.67E+00	3.88E+00	2.00E-01	1.90E+00	8.30E+00	2.23E+00	2.39E+00	7.92E-01	0.00E+00
V91	8.56E-01	1.67E+00	1.02E+00	1.00E-01	1.20E+00	2.48E+00	6.67E-01	1.91E+00	2.35E+00	9.07E-01	9.87E-01	3.00E-01	6.83E-01	1.00E-01	1.03E+00	6.00E-01	1.00E-01
V92	3.24E+00	8.41E-01	2.75E+01	2.04E+00	1.74E+00	0.00E+00	1.36E+00	2.49E-01	0.00E+00	5.00E+00	2.10E+00	2.85E+01	5.38E+00	3.66E+00	4.10E+00	6.00E-01	1.76E+00
V93	0.00E+00	0.00E+00	0.00E+00	2.08E+01	1.71E+01	2.98E-01	1.02E+01	0.00E+00	5.81E-01	0.00E+00	0.00E+00	0.00E+00	9.98E-01	9.55E-01	8.84E-01	4.00E-01	3.10E+00
V94	3.14E+00	7.59E+00	1.13E+01	2.26E+00	1.64E+00	7.92E-01	8.43E-01	1.82E+00	2.53E+00	8.41E-01	2.77E+00	1.08E+01	1.03E+00	1.46E+00	1.02E+00	8.99E+00	3.65E-01
V95	8.16E+00	4.58E-01	4.00E-01	1.88E+00	3.48E-01	1.53E+00	1.03E+00	8.31E-01	9.21E-01	1.92E+00	8.02E+00	0.00E+00	2.03E+00	1.61E+00	5.37E-01	2.25E+00	2.52E+00
V96	1.18E+01	5.17E+00	1.58E+00	2.09E+00	2.23E+00	1.76E+00	1.92E+00	3.12E+00	8.72E-01	2.23E+00	1.39E+01	6.00E-01	3.19E+00	1.93E+00	1.36E+00	6.88E+00	1.68E+00
V97	1.02E+00	1.57E+00	1.34E+01	0.00E+00	6.67E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.36E-01	9.00E-01	1.36E+01	2.00E-01	5.12E-01	5.26E-01	2.00E-01	3.06E-01
V98	1.37E+00	9.44E+00	1.83E+00	2.26E+00	4.67E-01	1.59E+00	2.60E-01	1.99E+00	1.84E+00	2.97E+00	2.85E+00	1.29E+00	2.78E+00	3.13E+00	1.83E+00	1.10E+01	1.17E+00
V99	9.05E+00	5.81E+00	2.61E+01	4.07E+00	4.07E-01	0.00E+00	2.67E-01	0.00E+00	2.60E-01	7.63E+00	9.14E+00	2.70E+01	3.38E+00	2.96E+00	2.10E+00	4.75E+00	1.04E+00
V100	2.91E-01	1.25E+01	7.27E-01	3.55E+00	3.78E+00	9.64E-01	2.17E+00	1.43E+00	2.58E+00	7.36E+00	1.33E-01	8.00E-01	2.82E+00	2.67E+00	6.73E+00	1.39E+01	3.12E+00
