Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	23	27	0	6	2	0	15	0	6
V2	0	0	4	234	14	22	53	0	8
V3	24	7	0	25	11	33	41	0	0
V4	49	5	1	8	35	21	2	0	0
V5	20	9	110	192	7	24	5	0	0
V6	0	238	69	92	21	6	5	0	7
V7	59	7	29	11	6	0	5	33	7
V8	53	1	6	1	6	4	0	6	0
V9	24	35	3	94	16	3	32	0	33
V10	197	0	0	23	19	20	6	46	11
V11	0	0	137	68	12	31	13	1	0
V12	270	8	20	45	7	4	6	0	12
V13	35	24	0	0	122	18	2	47	0
V14	68	20	109	0	8	0	1	63	11
V15	107	2	0	0	41	99	0	67	23
V16	11	46	112	17	0	75	30	0	11
V17	1	34	185	0	80	0	4	12	7
V18	123	31	76	32	0	0	0	46	0
V19	9	0	2	24	17	74	63	21	0
V20	4	135	130	14	31	69	0	0	11
V21	67	43	158	84	150	166	89	0	0
V22	5	36	0	73	3	4	0	0	0
V23	95	13	90	0	11	35	0	16	15
V24	0	15	6	255	3	27	5	0	15
V25	69	0	7	37	1	10	36	2	0
V26	2	6	74	36	19	0	3	0	2
V27	49	7	23	173	0	33	23	34	26
V28	0	12	0	42	3	57	135	26	0
V29	105	20	50	3	0	0	0	20	0
V30	216	55	73	43	6	2	25	18	13
V31	119	71	0	0	45	1	4	0	3
V32	171	353	235	0	2	0	25	17	0
V33	0	14	40	21	53	0	1	0	13
V34	473	27	0	32	11	5	0	0	15
V35	200	0	42	9	8	0	0	0	48
V36	0	113	11	0	12	13	39	3	0
V37	89	13	1	33	7	139	21	0	0
V38	35	14	0	47	68	4	2	0	26
V39	52	0	59	10	151	2	1	0	9
V40	0	46	4	29	59	4	0	30	1
V41	45	1	50	2	3	0	0	0	0
V42	53	0	135	5	47	14	7	32	8
V43	42	1	0	1	10	0	0	7	0
V44	0	17	1	6	31	3	1	0	1
V45	4	11	47	0	8	6	11	0	0
V46	108	3	4	0	11	16	8	48	0
V47	16	40	0	27	8	0	0	0	49
V48	124	36	1	3	8	63	33	0	0
V49	15	61	0	0	33	0	16	7	0
V50	2	7	19	0	14	0	0	12	0
V51	249	8	60	3	0	0	11	18	20
V52	17	23	16	5	9	31	1	0	2
V53	38	80	0	11	24	0	12	0	8
V54	72	8	63	33	49	12	6	25	7
V55	9	10	12	6	77	4	0	25	21
V56	2	126	2	0	7	33	73	0	0
V57	7	13	0	16	6	0	0	0	0
V58	0	55	159	77	24	27	20	12	0
V59	1	7	75	0	30	8	9	2	0
V60	19	0	2	70	37	16	18	0	0
V61	22	0	0	3	17	9	8	0	0
V62	0	84	18	60	77	130	52	0	0
V63	264	24	2	0	18	4	2	0	5
V64	58	2	69	11	91	10	15	0	0
V65	21	11	36	62	0	0	18	27	6
V66	26	168	1	35	0	1	0	1	17
V67	4	0	0	1	3	2	0	12	0
V68	102	7	113	115	0	17	0	0	16
V69	26	25	0	17	0	81	49	7	8
V70	29	16	20	0	10	1	0	2	2
V71	1	4	2	0	3	9	22	0	0
V72	5	0	115	3	17	81	10	24	0
V73	0	5	27	78	3	56	9	6	3
V74	3	4	0	0	1	70	60	0	7
V75	52	1	34	9	3	33	0	15	0
V76	33	0	8	162	4	30	42	0	42
V77	58	0	8	24	21	22	19	0	0
V78	66	39	8	3	97	36	2	22	0
V79	41	138	194	21	84	0	0	0	0
V80	20	10	0	94	49	4	13	8	7
V81	0	34	1	0	4	11	28	11	1
V82	73	0	0	1	26	22	17	5	0
V83	135	0	0	63	21	0	33	0	31
V84	55	4	0	0	0	17	3	2	0
V85	0	83	88	32	0	16	8	0	6
V86	0	47	0	59	69	16	14	0	5
V87	13	0	22	38	43	5	0	0	19
V88	10	21	21	3	26	17	5	3	3
V89	9	44	0	0	44	22	34	2	0
V90	14	122	1	0	0	9	1	0	0
V91	200	12	9	30	67	40	0	3	10
V92	0	470	23	19	5	7	0	4	0
V93	0	21	0	27	21	0	32	0	3
V94	85	47	3	44	0	0	8	0	0
V95	10	0	0	4	2	2	73	0	0
V96	29	84	40	7	19	0	7	0	0
V97	0	333	108	18	33	15	17	1	6
V98	15	4	5	22	0	8	0	0	0
V99	14	32	68	0	22	14	22	30	0
V100	19	11	89	149	75	29	1	2	0
