MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	1.58E-03	6.82E-04	0.00E+00	1.67E-02	1.17E-03	1.22E-03	2.71E-02	9.95E-03	9.57E-03	4.36E-02	9.14E-03	5.92E-02	4.31E-03	2.69E-02	2.65E-02
1:Del:C:1	1.87E-46	1.82E-04	1.95E-07	5.20E-03	5.79E-09	3.44E-08	1.38E-02	1.15E-02	8.08E-03	3.20E-02	2.19E-03	5.02E-03	1.37E-02	1.21E-02	7.29E-02
1:Del:C:2	3.21E-04	1.71E-08	3.09E-04	1.81E-03	9.08E-04	1.55E-04	1.94E-03	9.84E-05	2.53E-03	8.72E-04	2.53E-03	5.26E-03	0.00E+00	8.55E-04	1.75E-03
1:Del:C:3	5.12E-04	4.27E-04	2.51E-04	3.17E-03	9.15E-04	4.00E-04	7.28E-03	1.25E-03	5.11E-05	1.47E-03	3.01E-03	3.04E-03	2.04E-03	2.56E-03	8.99E-03
1:Del:C:4	0.00E+00	0.00E+00	3.03E-03	6.07E-07	8.13E-07	1.94E-03	6.70E-03	9.07E-08	9.79E-04	1.59E-03	2.63E-08	1.04E-02	2.61E-03	5.56E-03	2.09E-03
1:Del:C:5	1.85E-03	7.95E-05	2.12E-03	9.30E-03	3.20E-03	5.15E-03	0.00E+00	4.88E-04	6.72E-04	0.00E+00	3.91E-03	7.19E-04	1.72E-04	2.66E-03	7.33E-03
1:Del:T:0	4.16E-04	6.90E-04	2.37E-03	3.34E-03	3.80E-05	1.26E-03	1.50E-02	3.92E-03	8.12E-03	2.07E-02	1.80E-03	1.97E-02	2.69E-02	3.14E-02	1.85E-03
1:Del:T:1	2.38E-03	1.77E-04	1.06E-07	3.07E-03	1.20E-03	0.00E+00	1.13E-02	5.46E-03	8.29E-04	7.91E-03	2.33E-03	3.89E-03	3.07E-03	5.90E-03	1.58E-02
1:Del:T:2	6.95E-05	7.52E-04	1.81E-03	2.22E-07	3.19E-04	4.57E-03	1.75E-02	2.23E-03	3.07E-03	3.45E-02	2.69E-03	5.32E-02	1.28E-02	2.35E-03	3.14E-03
1:Del:T:3	1.53E-03	7.72E-04	8.70E-03	1.04E-03	2.93E-03	1.33E-02	2.73E-02	6.23E-03	0.00E+00	1.30E-02	6.50E-03	6.34E-02	1.21E-02	6.74E-03	5.21E-03
1:Del:T:4	0.00E+00	4.99E-04	4.41E-03	2.82E-03	1.49E-03	1.12E-02	1.86E-02	1.98E-03	1.15E-03	1.39E-02	3.67E-03	5.23E-02	3.14E-03	2.53E-02	4.24E-02
1:Del:T:5	3.61E-08	1.31E-07	1.64E-02	2.47E-07	2.47E-07	2.77E-02	1.42E-07	1.05E-07	4.38E-07	3.56E-07	1.78E-02	1.59E-02	8.83E-03	1.05E-01	7.58E-07
1:Ins:C:0	1.98E-08	5.83E-08	1.11E-07	4.00E-04	5.89E-04	4.70E-04	8.21E-08	8.08E-08	7.90E-04	6.03E-08	9.88E-04	7.57E-04	5.34E-04	3.53E-04	1.61E-04
1:Ins:C:1	1.12E-07	1.77E-04	1.28E-07	2.72E-03	3.69E-08	3.26E-04	7.60E-08	2.13E-07	3.78E-06	1.07E-07	1.78E-07	1.00E-07	3.95E-03	4.35E-03	1.74E-07
1:Ins:C:2	2.79E-08	6.92E-05	0.00E+00	2.24E-03	6.48E-04	1.29E-07	4.39E-04	5.74E-08	1.76E-03	9.72E-04	9.19E-04	1.15E-06	7.95E-07	2.16E-03	3.97E-03
1:Ins:C:3	7.30E-05	1.23E-04	3.18E-08	0.00E+00	8.53E-05	0.00E+00	5.34E-04	3.42E-04	0.00E+00	5.53E-04	1.66E-04	8.44E-08	8.74E-05	0.00E+00	5.87E-04
1:Ins:C:4	1.64E-04	2.71E-08	1.56E-03	2.54E-04	0.00E+00	1.58E-03	1.73E-07	3.85E-04	5.40E-08	1.26E-07	5.92E-08	1.40E-46	1.20E-03	8.19E-03	1.28E-02
1:Ins:C:5	0.00E+00	4.14E-03	1.77E-03	4.17E-07	1.15E-07	3.08E-03	5.66E-04	4.04E-04	0.00E+00	2.47E-07	0.00E+00	5.41E-03	1.77E-02	5.68E-02	1.95E-03
1:Ins:T:0	5.03E-05	1.45E-08	1.95E-07	1.88E-03	1.88E-04	2.76E-04	7.77E-03	2.75E-08	3.18E-03	4.49E-03	1.98E-03	3.17E-03	2.16E-08	1.76E-02	2.11E-03
1:Ins:T:1	5.72E-03	0.00E+00	1.34E-03	1.67E-03	2.28E-08	1.24E-03	7.28E-04	4.32E-02	1.68E-03	2.38E-03	3.95E-03	9.15E-03	3.96E-04	1.14E-02	1.46E-02
1:Ins:T:2	2.95E-04	3.90E-07	6.47E-07	2.72E-03	2.92E-07	3.45E-04	2.86E-04	4.75E-04	3.60E-07	8.43E-04	2.90E-03	4.94E-07	2.58E-03	2.18E-03	4.97E-03
1:Ins:T:3	5.30E-05	1.22E-03	7.52E-05	2.16E-04	0.00E+00	0.00E+00	1.90E-03	8.58E-05	9.25E-04	2.45E-03	6.04E-04	1.48E-03	1.61E-03	8.73E-03	6.88E-03
1:Ins:T:4	2.55E-08	3.48E-03	2.15E-04	0.00E+00	2.09E-07	5.78E-04	1.07E-02	8.62E-08	0.00E+00	8.73E-03	0.00E+00	1.11E-02	6.37E-03	1.27E-02	1.89E-02
