MutationType	ID83A	ID83B	ID83C
1:Del:C:0	2.84E-08	2.00E-03	2.28E-04
1:Del:C:1	1.10E-08	1.31E-03	8.25E-05
1:Del:C:2	5.74E-05	1.58E-04	6.76E-09
1:Del:C:3	8.50E-05	3.44E-04	1.65E-04
1:Del:C:4	2.97E-04	3.78E-04	1.81E-04
1:Del:C:5	2.20E-04	4.44E-04	5.14E-04
1:Del:T:0	1.80E-03	1.37E-03	3.25E-04
1:Del:T:1	6.45E-05	6.88E-04	1.46E-04
1:Del:T:2	1.09E-04	8.44E-04	1.31E-08
1:Del:T:3	4.82E-04	8.88E-04	4.56E-04
1:Del:T:4	5.98E-04	8.56E-04	3.46E-04
1:Del:T:5	9.49E-03	8.44E-03	2.13E-03
1:Ins:C:0	2.02E-04	7.75E-05	3.50E-05
1:Ins:C:1	1.08E-08	1.51E-04	1.67E-04
1:Ins:C:2	7.25E-05	1.04E-04	3.92E-06
1:Ins:C:3	4.92E-05	3.76E-05	1.12E-04
1:Ins:C:4	1.34E-04	1.01E-04	1.07E-04
1:Ins:C:5	2.64E-04	2.59E-04	3.25E-04
1:Ins:T:0	1.46E-04	4.13E-04	1.93E-04
1:Ins:T:1	1.39E-04	2.73E-04	2.36E-04
1:Ins:T:2	1.77E-05	1.86E-04	4.62E-05
1:Ins:T:3	1.92E-04	3.01E-04	6.90E-04
1:Ins:T:4	1.23E-04	2.40E-04	4.32E-04
1:Ins:T:5	6.72E-08	2.46E-03	2.34E-03
2:Del:R:0	1.98E-04	5.32E-04	5.13E-04
2:Del:R:1	1.41E-04	3.21E-04	2.29E-04
2:Del:R:2	1.43E-03	4.62E-04	1.71E-04
2:Del:R:3	2.38E-04	3.11E-04	8.62E-04
2:Del:R:4	5.08E-08	3.72E-05	4.32E-08
2:Del:R:5	5.17E-08	5.09E-05	5.49E-05
3:Del:R:0	9.32E-05	3.91E-04	4.26E-05
3:Del:R:1	1.71E-04	2.47E-04	2.63E-04
3:Del:R:2	4.68E-05	1.68E-04	1.19E-04
3:Del:R:3	4.76E-05	8.03E-05	4.15E-05
3:Del:R:4	4.14E-09	3.70E-09	3.74E-09
3:Del:R:5	4.14E-09	3.70E-09	3.74E-09
4:Del:R:0	3.19E-08	2.46E-04	7.80E-05
4:Del:R:1	1.69E-04	2.60E-04	1.47E-04
4:Del:R:2	1.35E-05	1.24E-04	8.10E-09
4:Del:R:3	4.14E-09	3.70E-09	3.74E-09
4:Del:R:4	4.84E-08	1.98E-05	1.61E-08
4:Del:R:5	4.14E-09	3.70E-09	3.74E-09
5:Del:R:0	9.37E-04	2.25E-03	4.30E-04
5:Del:R:1	2.09E-04	1.38E-04	9.87E-05
5:Del:R:2	7.01E-05	2.94E-05	4.94E-05
5:Del:R:3	4.38E-08	3.32E-05	5.56E-08
5:Del:R:4	4.14E-09	3.70E-09	3.74E-09
5:Del:R:5	5.46E-03	3.01E-08	1.33E-07
2:Ins:R:0	1.81E-08	1.12E-04	5.65E-05
2:Ins:R:1	7.04E-10	1.12E-04	1.83E-04
2:Ins:R:2	1.23E-05	1.56E-04	3.60E-05
2:Ins:R:3	7.82E-09	1.30E-04	2.03E-04
2:Ins:R:4	1.40E-04	6.93E-05	1.44E-04
2:Ins:R:5	5.80E-04	3.65E-04	4.68E-04
3:Ins:R:0	1.02E-08	2.70E-05	6.55E-05
3:Ins:R:1	5.63E-05	7.95E-05	6.33E-05
3:Ins:R:2	4.14E-09	3.70E-09	3.74E-09
3:Ins:R:3	4.30E-08	4.99E-05	4.85E-08
3:Ins:R:4	3.80E-05	6.35E-05	2.41E-05
3:Ins:R:5	7.89E-05	6.97E-05	8.96E-05
4:Ins:R:0	6.03E-09	4.03E-05	4.07E-08
4:Ins:R:1	9.27E-05	1.98E-04	7.97E-05
4:Ins:R:2	3.15E-06	1.39E-08	1.41E-04
4:Ins:R:3	3.36E-05	1.39E-08	6.38E-07
4:Ins:R:4	3.33E-05	1.31E-04	6.79E-05
4:Ins:R:5	5.58E-05	1.60E-04	1.35E-04
5:Ins:R:0	6.16E-04	8.87E-04	1.70E-03
5:Ins:R:1	1.89E-04	1.71E-04	1.58E-04
5:Ins:R:2	3.02E-08	4.25E-05	3.11E-08
5:Ins:R:3	9.17E-05	2.14E-04	8.37E-04
5:Ins:R:4	4.14E-09	3.70E-09	3.74E-09
5:Ins:R:5	3.92E-08	3.53E-05	4.26E-08
2:Del:M:1	5.12E-04	3.93E-04	4.30E-04
3:Del:M:1	2.10E-06	2.80E-04	5.62E-05
3:Del:M:2	1.30E-04	1.63E-04	1.20E-04
4:Del:M:1	3.56E-07	2.28E-04	8.90E-05
4:Del:M:2	3.85E-09	1.27E-04	4.02E-09
4:Del:M:3	1.35E-08	1.48E-04	6.07E-05
5:Del:M:1	9.28E-04	2.42E-03	5.69E-04
5:Del:M:2	3.31E-04	7.66E-04	2.63E-04
5:Del:M:3	2.63E-04	7.60E-04	8.27E-05
5:Del:M:4	2.44E-04	2.58E-04	1.20E-04
5:Del:M:5	1.51E-04	4.05E-04	2.31E-04
