De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID9 (100.00%), 7.95,  3.76, 0.036, 1.00, 1.00
Signature 83-B, Signature ID8 (100.00%), 18.66,  8.69, 0.058, 1.00, 1.00
Signature 83-C, Signature 83-C, 0, 0, 0, 1, 1
Signature 83-D, Signature ID1 (100.00%), 4.75,  1.11, 0.031, 1.00, 1.00
Signature 83-E, Signature ID2 (100.00%), 7.16,  1.41, 0.089, 1.00, 1.00
Signature 83-F, Signature 83-F, 0, 0, 0, 1, 1
