MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	3.45E-02	1.89E-02	4.04E-03	1.07E-03	8.26E-04
1:Del:C:1	1.10E-02	5.47E-03	1.34E-03	1.19E-03	7.21E-05
1:Del:C:2	4.06E-04	5.08E-04	3.66E-04	9.21E-05	8.41E-08
1:Del:C:3	1.11E-03	8.83E-04	2.79E-04	0.00E+00	1.48E-04
1:Del:C:4	1.32E-03	1.04E-03	2.02E-03	6.17E-05	2.27E-04
1:Del:C:5	1.38E-03	7.82E-04	6.71E-04	2.29E-04	9.55E-04
1:Del:T:0	1.08E-02	5.61E-03	1.06E-03	9.15E-04	1.55E-03
1:Del:T:1	4.59E-03	2.41E-03	5.90E-04	3.68E-04	2.18E-04
1:Del:T:2	7.91E-03	4.24E-03	4.07E-04	1.75E-04	5.79E-04
1:Del:T:3	1.09E-02	7.14E-03	9.91E-04	4.19E-04	1.49E-03
1:Del:T:4	5.92E-03	4.38E-03	1.96E-03	1.09E-03	3.06E-03
1:Del:T:5	8.83E-02	6.95E-02	5.01E-02	1.40E-46	6.44E-02
1:Ins:C:0	2.89E-08	3.54E-04	1.22E-04	5.33E-08	1.51E-08
1:Ins:C:1	4.60E-08	3.14E-04	1.58E-04	8.08E-08	3.59E-05
1:Ins:C:2	1.50E-05	1.96E-04	8.90E-05	3.85E-08	1.41E-08
1:Ins:C:3	1.01E-04	8.19E-05	7.44E-05	1.36E-04	6.65E-05
1:Ins:C:4	1.43E-04	1.48E-04	6.49E-05	3.29E-04	2.28E-04
1:Ins:C:5	5.52E-04	9.42E-04	3.85E-04	9.46E-04	4.81E-04
1:Ins:T:0	1.26E-03	6.67E-04	5.04E-05	3.20E-04	3.15E-04
1:Ins:T:1	1.05E-03	7.79E-04	4.70E-04	0.00E+00	2.01E-04
1:Ins:T:2	4.42E-04	2.31E-04	1.72E-04	1.01E-04	4.83E-05
1:Ins:T:3	4.30E-04	2.17E-04	9.47E-05	3.51E-04	1.42E-04
1:Ins:T:4	2.21E-04	3.49E-04	2.33E-04	6.60E-04	5.69E-04
1:Ins:T:5	4.82E-04	7.88E-04	1.67E-07	7.19E-03	4.98E-04
2:Del:R:0	1.17E-03	1.10E-03	3.82E-04	1.51E-04	4.12E-04
2:Del:R:1	3.98E-04	8.17E-04	6.52E-04	2.79E-04	2.85E-03
