Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	2.00E+00	2.39E+00	2.18E+00	1.14E+00	1.85E+00
V2	6.01E+00	3.61E+00	2.78E+00	4.67E+00	9.29E-01
V3	1.99E+00	3.42E+00	3.44E+00	2.72E+00	2.38E+00
V4	1.72E+00	5.37E-01	1.12E+00	2.59E+00	1.02E+00
V5	2.64E+00	3.57E+00	7.31E-01	2.81E+00	7.33E-01
V6	1.59E+01	7.12E+00	9.33E-01	2.16E+01	4.95E+00
V7	2.29E+00	5.42E-01	0.00E+00	2.16E+00	1.39E+00
V8	2.87E+00	4.66E+00	3.14E-01	4.29E+00	1.01E+00
V9	1.00E-01	1.49E+00	1.87E+00	8.27E-01	1.96E+00
V10	4.26E+00	3.33E-01	9.34E-01	3.77E+00	0.00E+00
V11	3.15E+00	2.93E+00	1.15E+00	0.00E+00	1.68E+00
V12	3.05E+00	2.12E+00	2.53E+00	1.65E+00	3.06E-01
V13	1.27E+01	2.80E+00	2.79E+00	1.38E+01	9.78E-01
V14	0.00E+00	2.39E+00	2.33E+00	9.00E-01	1.84E+00
V15	1.31E+01	3.49E+00	1.30E+00	1.17E+01	6.70E-01
V16	5.34E+00	2.49E+00	1.58E+00	5.30E+00	2.24E-01
V17	1.68E+01	9.19E-01	3.14E-01	1.66E+01	9.69E-01
V18	2.73E+00	9.07E-01	0.00E+00	2.59E+00	6.40E-01
V19	2.51E+01	7.63E-01	9.55E-01	2.44E+01	1.40E+00
V20	9.45E-01	1.12E+00	1.35E+00	2.27E+00	1.53E+00
V21	8.20E+00	9.10E-01	5.28E+00	6.68E+00	5.36E+00
V22	2.95E+00	1.75E+00	2.25E+00	2.30E+00	1.54E+00
V23	6.53E-01	6.70E-01	3.33E-01	7.31E-01	1.32E+00
V24	1.28E+01	1.50E+00	0.00E+00	1.24E+01	1.40E+00
V25	2.97E+00	4.30E+00	5.64E+00	2.07E+00	9.68E-01
V26	3.89E+00	2.87E+00	1.81E+00	3.38E+00	3.28E+00
V27	3.12E+00	0.00E+00	1.08E+00	2.62E+00	0.00E+00
V28	2.02E+01	8.03E-01	1.21E+00	2.35E+01	5.85E+00
V29	8.67E-01	1.67E+00	1.02E+00	7.75E-01	2.42E+00
V30	2.49E+00	6.70E-01	2.37E+00	2.57E+00	1.87E+00
V31	1.23E+01	1.67E+00	0.00E+00	1.26E+01	2.16E+00
V32	1.82E+00	2.21E-01	1.52E+00	2.69E+00	0.00E+00
V33	1.16E+01	8.14E-01	5.37E-01	1.18E+01	0.00E+00
V34	2.54E+00	4.14E+00	2.33E-01	1.16E+00	3.09E+00
V35	2.94E+00	3.69E+00	7.27E-01	1.62E+00	4.26E+00
V36	1.69E+00	6.02E+00	3.71E+00	5.05E+00	2.44E+00
V37	4.41E+00	4.33E+00	8.88E-01	6.70E+00	4.18E+00
V38	3.90E+00	6.77E+00	3.53E+00	1.02E+01	5.34E+00
V39	2.04E+00	7.41E+00	4.36E+00	5.69E+00	1.00E+00
V40	3.85E+00	1.00E+00	2.14E+00	4.90E+00	2.92E+00
V41	8.25E+00	8.42E+00	7.77E-01	1.18E+01	8.72E-01
V42	1.22E+01	1.48E+00	1.07E+00	1.28E+01	0.00E+00
V43	1.82E+01	1.90E+00	2.27E+00	1.75E+01	1.45E+00
V44	1.49E+01	2.62E+00	2.91E+00	1.35E+01	9.75E-01
V45	9.29E+00	6.57E+00	5.10E+00	1.18E+01	1.37E+00
V46	1.18E+00	4.02E+00	4.35E+00	2.34E+00	1.33E-01
V47	6.14E+00	0.00E+00	1.19E+00	5.26E+00	9.66E-01
V48	5.95E+00	2.63E+00	2.25E+00	4.33E+00	2.06E+00
V49	1.43E+01	3.31E+00	1.15E+00	1.35E+01	2.41E+00
V50	3.01E+01	6.32E+00	1.20E+00	3.40E+01	2.21E+00
V51	9.67E+00	5.20E+00	9.17E-01	1.00E+01	4.31E+00
V52	4.77E+00	2.93E+00	4.16E-01	4.46E+00	3.14E+00
V53	0.00E+00	7.33E-01	7.31E-01	3.89E-01	5.37E-01
V54	2.46E+01	1.69E+00	4.76E-01	2.45E+01	1.78E+00
V55	0.00E+00	0.00E+00	2.13E-01	1.82E+00	1.87E+00
V56	4.90E+00	1.46E+00	6.37E-01	5.24E+00	2.14E+00
V57	1.68E+01	0.00E+00	9.66E-01	1.63E+01	1.21E+00
V58	2.18E+01	3.03E+00	0.00E+00	2.14E+01	9.67E-01
V59	1.16E+01	2.30E+00	1.92E+00	1.01E+01	4.89E+00
V60	1.37E+01	1.14E+00	1.28E+00	1.37E+01	1.06E+00
V61	9.25E+00	6.47E+00	2.60E+00	1.31E+01	1.98E+00
V62	5.33E+00	3.46E+00	2.70E+00	5.55E+00	1.98E+00
V63	6.05E-01	5.67E-01	2.68E+00	0.00E+00	3.10E+00
V64	4.01E-01	4.78E+00	3.06E+00	2.96E+00	1.63E+00
V65	1.89E+01	9.17E-01	2.83E+00	1.99E+01	2.21E+00
V66	4.15E+00	5.00E+00	2.41E+00	5.70E+00	1.89E+00
V67	3.01E+00	2.22E+00	2.77E-01	2.13E+00	1.89E+00
V68	1.85E+00	1.47E+00	1.01E+00	1.50E+00	1.16E+00
V69	3.92E+00	1.02E+00	4.48E-01	3.81E+00	1.74E+00
V70	3.14E+00	3.32E+00	3.87E+00	3.74E+00	1.42E+00
V71	3.67E+00	1.50E+00	1.33E-01	3.84E+00	1.54E+00
V72	1.10E+01	4.58E+00	7.46E-01	9.02E+00	1.99E+00
V73	4.06E+00	5.68E+00	2.57E+00	3.13E+00	1.83E+00
V74	2.81E+00	1.95E+00	1.78E+00	2.89E+00	7.86E-01
V75	1.57E+00	2.01E+00	0.00E+00	2.50E+00	9.19E-01
V76	3.25E+00	1.09E+00	3.59E-01	3.36E+00	2.39E+00
V77	1.77E+00	1.48E+00	3.10E+00	1.00E-01	2.77E+00
V78	2.06E+01	2.25E+00	1.32E+00	2.07E+01	6.11E-01
V79	4.61E+00	1.83E+00	2.00E-01	5.08E+00	5.42E-01
V80	5.02E+00	5.49E+00	8.47E-01	7.19E+00	2.03E+00
V81	2.06E+00	1.36E+00	0.00E+00	5.42E-01	1.82E+00
V82	2.75E+01	1.40E+00	1.61E+00	2.74E+01	1.32E+00
V83	3.44E+00	1.70E+00	2.67E+00	9.00E-01	2.20E+00
V84	9.91E+00	1.83E+00	0.00E+00	9.73E+00	0.00E+00
V85	8.14E+00	3.53E+00	0.00E+00	6.29E+00	6.93E+00
V86	3.24E+00	4.48E-01	3.32E+00	3.78E+00	1.09E+00
V87	1.07E+01	2.34E+00	4.91E+00	8.94E+00	1.92E+00
V88	1.63E+00	1.14E+00	8.09E-01	1.85E+00	4.22E-01
V89	1.67E+01	4.39E+00	2.28E+00	1.72E+01	1.80E+00
V90	3.00E+00	3.19E+00	4.17E+00	5.02E+00	7.39E+00
V91	1.33E+00	3.59E-01	1.27E+00	9.69E-01	6.63E-01
V92	4.76E+00	2.06E+00	2.60E-01	4.38E+00	2.13E-01
V93	1.03E+01	4.08E+00	1.82E+00	1.08E+01	1.50E+00
V94	1.48E+00	1.64E+00	1.93E+00	1.13E+00	4.07E-01
V95	2.17E+00	1.63E+00	2.33E-01	2.75E+00	1.68E+00
V96	5.83E+00	1.64E+00	4.78E+00	4.09E+00	3.27E-01
V97	2.42E+01	7.19E-01	2.91E+00	2.31E+01	3.53E+00
V98	1.32E+01	2.86E+00	1.69E+00	1.46E+01	2.49E-01
V99	1.26E+00	0.00E+00	3.00E-01	1.11E+00	7.22E-01
V100	3.09E+00	2.81E+00	2.70E+00	4.31E+00	2.38E+00
