NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	90.226	38.45	27.493	27.074	0.256	0.945	20000.0
2	88.715	37.454	26.024	25.547	0.254	0.949	20000.0
3	91.593	37.931	27.609	26.263	0.243	0.95	20000.0
4	93.263	38.401	28.629	27.145	0.245	0.946	30000.0
5	83.89	35.799	22.326	23.197	0.253	0.952	40000.0
6	89.842	38.167	26.609	26.239	0.262	0.95	20000.0
7	89.947	37.739	26.753	25.778	0.247	0.951	20000.0
8	84.689	36.052	22.693	23.044	0.253	0.954	20000.0
9	92.626	37.376	28.786	26.455	0.233	0.949	20000.0
10	82.314	35.185	21.64	22.439	0.246	0.955	30000.0
