MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.86E-03	7.02E-04	8.50E-04	5.03E-04
1:Del:C:1	1.18E-03	0.00E+00	3.21E-04	2.87E-04
1:Del:C:2	1.99E-04	6.44E-06	2.04E-04	6.96E-08
1:Del:C:3	4.97E-04	3.18E-04	0.00E+00	3.18E-04
1:Del:C:4	2.65E-04	3.39E-04	9.68E-05	3.94E-04
1:Del:C:5	2.48E-04	2.79E-04	2.48E-04	1.89E-04
1:Del:T:0	1.51E-03	1.17E-03	1.42E-03	1.47E-04
1:Del:T:1	6.87E-04	1.02E-04	3.36E-04	4.27E-05
1:Del:T:2	1.17E-03	2.79E-04	3.84E-04	8.96E-05
1:Del:T:3	1.40E-03	1.21E-03	1.43E-03	3.59E-04
1:Del:T:4	2.31E-03	2.40E-03	1.14E-03	2.39E-02
1:Del:T:5	0.00E+00	2.13E-02	6.73E-03	1.93E-03
1:Ins:C:0	6.70E-05	7.58E-05	6.58E-05	3.92E-05
1:Ins:C:1	1.07E-04	9.77E-05	1.23E-04	0.00E+00
1:Ins:C:2	9.87E-05	8.49E-05	2.41E-08	4.05E-05
1:Ins:C:3	3.61E-05	7.63E-05	3.90E-05	1.11E-04
1:Ins:C:4	1.73E-04	2.34E-04	1.27E-08	1.34E-04
1:Ins:C:5	3.57E-04	6.52E-04	5.34E-05	9.52E-04
1:Ins:T:0	2.22E-04	3.55E-04	2.11E-04	1.91E-04
1:Ins:T:1	2.49E-04	4.58E-05	1.66E-08	2.74E-08
1:Ins:T:2	2.19E-04	2.49E-04	2.37E-05	7.30E-05
1:Ins:T:3	1.79E-04	2.20E-04	0.00E+00	2.11E-04
1:Ins:T:4	4.12E-04	7.78E-04	1.36E-05	7.62E-04
1:Ins:T:5	7.79E-03	2.31E-02	0.00E+00	2.49E-02
2:Del:R:0	3.24E-04	1.86E-04	2.59E-04	8.32E-05
2:Del:R:1	2.14E-04	1.82E-04	1.62E-04	9.88E-05
2:Del:R:2	1.78E-04	1.27E-04	8.43E-05	0.00E+00
2:Del:R:3	5.00E-05	1.06E-04	4.45E-05	2.73E-05
2:Del:R:4	4.05E-08	6.44E-05	1.61E-08	2.23E-09
2:Del:R:5	1.61E-04	2.06E-07	2.92E-06	7.87E-04
3:Del:R:0	2.58E-04	6.04E-05	2.11E-04	5.12E-05
3:Del:R:1	2.36E-04	2.69E-04	2.33E-04	2.09E-04
3:Del:R:2	8.06E-05	1.67E-04	8.48E-05	0.00E+00
3:Del:R:3	1.05E-08	8.10E-05	8.43E-05	2.39E-05
3:Del:R:4	3.92E-08	2.45E-08	5.44E-05	5.28E-05
3:Del:R:5	1.96E-09	2.61E-09	1.92E-09	4.68E-09
4:Del:R:0	1.02E-04	1.36E-05	9.56E-05	7.63E-05
