NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	47.841	22.492	11.734	14.433	0.116	0.984	40000.0
2	48.131	22.876	11.53	14.367	0.12	0.985	40000.0
3	46.899	21.651	11.481	13.934	0.113	0.987	40000.0
4	48.041	22.95	11.453	14.715	0.123	0.984	60000.0
5	49.857	23.451	12.075	15.132	0.121	0.983	30000.0
6	45.93	21.839	10.904	13.712	0.119	0.985	50000.0
7	47.458	22.335	11.175	13.99	0.118	0.986	50000.0
8	49.099	23.376	11.635	14.662	0.128	0.984	50000.0
9	44.952	20.959	10.416	13.236	0.115	0.986	40000.0
10	45.508	22.112	10.816	13.758	0.121	0.986	40000.0
