Samples	ID83A	ID83B	ID83C	ID83D
V1	0	175	183	210
V2	22	0	342	9
V3	148	39	125	37
V4	41	105	3	141
V5	214	12	121	14
V6	18	63	22	2
V7	374	0	235	26
V8	0	2	6	151
V9	7	19	40	6
V10	280	0	0	9
V11	220	120	2	15
V12	44	19	35	44
V13	26	21	46	0
V14	360	0	1	127
V15	15	53	50	8
V16	67	15	52	207
V17	34	48	47	0
V18	83	37	40	0
V19	192	28	6	31
V20	0	17	72	370
V21	0	509	37	18
V22	0	176	43	82
V23	14	48	95	39
V24	76	31	226	46
V25	88	146	94	10
V26	57	17	2	16
V27	63	54	45	29
V28	0	12	98	45
V29	221	0	0	21
V30	228	94	40	95
V31	89	0	20	70
V32	52	42	58	98
V33	263	52	0	57
V34	197	38	66	49
V35	48	106	4	0
V36	60	104	56	66
V37	0	120	100	0
V38	0	12	0	249
V39	36	85	8	29
V40	30	64	4	153
V41	0	79	3	72
V42	90	14	23	3
V43	0	0	26	95
V44	52	0	6	68
V45	219	64	3	0
V46	116	163	1	202
V47	0	10	43	30
V48	53	106	57	70
V49	37	29	14	71
V50	262	0	25	31
V51	0	103	41	0
V52	84	0	102	1
V53	59	108	104	0
V54	0	190	137	84
V55	15	0	132	193
V56	16	13	23	35
V57	653	81	1	49
V58	46	40	100	114
V59	0	17	6	121
V60	243	117	134	0
V61	18	104	23	3
V62	122	71	7	243
V63	0	32	159	123
V64	31	34	6	0
V65	10	159	25	34
V66	80	26	14	34
V67	76	16	23	5
V68	0	0	287	106
V69	0	0	16	266
V70	1	0	122	2
V71	33	12	0	18
V72	70	31	8	156
V73	376	25	22	39
V74	133	12	188	39
V75	0	72	13	242
V76	35	8	97	0
V77	184	672	34	0
V78	181	0	460	1
V79	0	131	79	0
V80	0	43	2	59
V81	285	63	11	0
V82	0	0	21	165
V83	1	164	17	15
V84	9	0	34	0
V85	0	102	122	0
V86	71	26	0	183
V87	0	105	406	32
V88	193	30	27	0
V89	201	4	0	13
V90	77	43	80	43
V91	125	537	42	0
V92	0	115	91	119
V93	46	86	83	55
V94	15	260	284	0
V95	0	166	196	185
V96	29	199	44	59
V97	0	213	0	90
V98	0	81	72	319
V99	51	239	0	5
V100	379	81	2	11
