Samples	ID83A	ID83B	ID83C	ID83D
V1	6.11E+00	9.98E+00	5.70E+00	8.82E+00
V2	3.96E+00	4.12E+00	4.38E+00	6.36E+00
V3	3.04E+01	2.45E+01	3.10E+00	2.34E+01
V4	1.46E+01	1.31E+01	6.01E-01	1.13E+01
V5	2.12E+01	1.50E+01	3.74E+00	1.66E+01
V6	2.84E+00	3.81E+00	8.59E-01	2.05E+00
V7	3.68E+01	2.13E+01	5.98E+00	3.38E+01
V8	2.44E+00	1.45E+00	9.60E-01	1.96E+00
V9	1.37E+00	1.11E+00	1.50E+00	1.18E+00
V10	3.34E+01	1.91E+01	0.00E+00	3.16E+01
V11	2.50E+01	2.25E+01	6.11E-01	1.36E+01
V12	1.25E+01	9.96E+00	1.82E+00	1.04E+01
V13	1.77E+00	1.23E+00	1.29E+00	2.36E+00
V14	5.28E+01	3.84E+01	8.17E-01	5.37E+01
V15	2.19E+00	1.71E+00	1.95E+00	3.13E+00
V16	1.16E+01	1.01E+01	1.53E+00	1.32E+01
V17	3.80E+00	2.97E+00	2.07E+00	2.97E+00
V18	8.31E+00	4.49E+00	1.77E+00	6.75E+00
V19	3.08E+01	2.05E+01	6.96E-01	2.69E+01
V20	2.13E+01	1.52E+01	2.32E+00	1.96E+01
V21	1.63E+00	3.99E+00	1.91E+00	2.98E+00
V22	5.60E+00	5.15E+00	2.44E+00	4.08E+00
V23	4.56E+00	8.05E+00	4.13E+00	8.59E+00
V24	2.18E+01	1.91E+01	5.78E+00	1.44E+01
V25	1.71E+01	1.26E+01	3.27E+00	1.33E+01
V26	8.56E+00	7.88E+00	4.53E-01	5.15E+00
V27	8.74E+00	4.46E+00	1.30E+00	7.36E+00
V28	3.42E-01	1.57E+00	3.78E+00	3.28E+00
V29	3.57E+01	2.25E+01	0.00E+00	3.51E+01
V30	4.37E+01	3.27E+01	2.15E+00	3.53E+01
V31	1.06E+01	7.79E+00	1.51E+00	8.99E+00
V32	7.56E+00	6.11E+00	1.39E+00	6.18E+00
V33	2.45E+01	2.40E+01	0.00E+00	2.26E+01
V34	1.78E+01	1.61E+01	3.20E+00	1.48E+01
V35	1.08E+01	1.13E+01	6.00E-01	7.78E+00
V36	8.37E+00	8.67E+00	3.57E+00	7.99E+00
V37	4.82E+00	5.53E+00	3.89E+00	3.28E+00
V38	2.85E+00	3.95E+00	0.00E+00	3.79E+00
V39	5.56E+00	5.73E+00	7.27E-01	5.72E+00
V40	9.98E+00	7.54E+00	8.59E-01	7.63E+00
V41	1.25E+00	3.60E+00	7.37E-01	3.71E+00
V42	1.18E+01	1.01E+01	2.37E+00	6.22E+00
V43	2.00E+00	1.99E+00	1.78E+00	1.49E+00
V44	7.03E+00	4.73E+00	1.04E+00	6.11E+00
V45	3.41E+01	2.70E+01	0.00E+00	2.59E+01
V46	2.88E+01	2.51E+01	8.41E-01	2.99E+01
V47	2.69E+00	1.95E+00	1.16E+00	3.18E+00
V48	9.28E+00	5.41E+00	2.70E+00	9.00E+00
V49	1.10E+01	8.36E+00	8.98E-01	9.94E+00
V50	4.05E+01	2.55E+01	1.35E+00	3.92E+01
V51	2.97E+00	3.77E+00	1.53E+00	1.85E+00
V52	9.05E+00	6.07E+00	3.54E+00	6.01E+00
V53	1.40E+01	1.14E+01	2.68E+00	8.29E+00
V54	9.68E+00	1.13E+01	4.47E+00	1.12E+01
V55	7.86E+00	6.40E+00	2.54E+00	7.42E+00
V56	7.07E+00	3.82E+00	9.89E-01	5.68E+00
V57	7.95E+01	7.23E+01	0.00E+00	3.85E+01
V58	1.21E+01	1.11E+01	2.91E+00	1.29E+01
V59	3.64E+00	2.35E+00	6.67E-01	1.91E+00
V60	2.82E+01	2.55E+01	2.94E+00	1.77E+01
V61	8.27E+00	8.06E+00	2.04E+00	5.17E+00
V62	4.30E+01	3.52E+01	6.70E-01	2.49E+01
V63	9.07E+00	7.14E+00	4.42E+00	7.96E+00
V64	5.84E+00	5.40E+00	9.00E-01	3.48E+00
V65	5.55E+00	5.93E+00	1.58E+00	4.81E+00
V66	1.72E+01	1.53E+01	1.20E+00	8.78E+00
V67	1.21E+01	1.04E+01	1.55E+00	6.28E+00
V68	7.63E-01	5.47E-01	5.13E+00	5.32E+00
V69	6.71E+00	4.18E+00	1.45E+00	6.03E+00
V70	4.82E-01	3.00E-01	1.02E+00	1.24E+00
V71	6.88E+00	6.09E+00	0.00E+00	3.66E+00
V72	1.75E+01	1.29E+01	1.23E+00	1.13E+01
V73	4.68E+01	3.30E+01	7.18E-01	4.58E+01
V74	2.18E+01	1.68E+01	3.41E+00	1.80E+01
V75	9.67E+00	8.54E+00	1.07E+00	6.45E+00
V76	5.54E+00	5.29E+00	1.13E+00	3.43E+00
V77	7.17E+01	7.20E+01	1.38E+00	4.81E+01
V78	1.66E+01	1.56E+01	6.43E+00	1.27E+01
V79	2.64E+00	3.73E+00	2.71E+00	2.67E+00
V80	4.11E+00	3.32E+00	4.99E-01	2.84E+00
V81	3.12E+01	2.71E+01	1.16E+00	2.30E+01
V82	3.22E+00	3.36E+00	1.74E+00	3.51E+00
V83	9.08E+00	7.48E+00	1.69E+00	6.77E+00
V84	1.40E+00	1.34E+00	7.46E-01	8.23E-01
V85	2.43E+00	3.13E+00	2.81E+00	1.58E+00
V86	1.62E+01	1.06E+01	0.00E+00	1.44E+01
V87	1.59E+00	5.56E+00	8.19E+00	7.02E+00
V88	1.96E+01	1.76E+01	1.63E+00	1.14E+01
V89	1.51E+01	1.41E+01	0.00E+00	1.02E+01
V90	8.04E+00	9.49E+00	2.36E+00	8.50E+00
V91	3.78E+01	3.70E+01	2.08E+00	2.52E+01
V92	1.27E+01	9.17E+00	3.51E+00	1.01E+01
V93	1.37E+01	1.40E+01	2.75E+00	8.74E+00
V94	9.67E+00	1.01E+01	5.12E+00	7.49E+00
V95	5.66E+00	6.55E+00	6.27E+00	8.88E+00
V96	9.09E+00	7.35E+00	2.71E+00	9.58E+00
V97	3.77E+00	8.24E+00	0.00E+00	9.08E+00
V98	9.38E+00	5.60E+00	2.06E+00	7.02E+00
V99	1.33E+01	8.11E+00	0.00E+00	1.12E+01
V100	4.06E+01	3.71E+01	1.00E-01	3.00E+01
