NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.858	21.814	11.475	13.927	0.132	0.984	40000.0
2	50.156	21.098	11.482	13.358	0.127	0.986	50000.0
3	51.875	21.517	12.283	13.847	0.119	0.986	40000.0
4	46.491	19.372	10.353	11.66	0.116	0.991	40000.0
5	49.575	20.44	10.984	12.328	0.118	0.99	50000.0
6	50.136	20.338	11.469	12.874	0.117	0.988	80000.0
7	47.454	19.571	11.027	12.364	0.112	0.989	30000.0
8	50.798	21.383	11.925	13.65	0.128	0.986	70000.0
9	48.824	20.402	10.998	12.571	0.12	0.989	30000.0
10	48.289	20.595	11.046	13.019	0.124	0.985	50000.0
