MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.58E-02	4.20E-04	1.83E-03	2.37E-03
1:Del:C:1	4.15E-03	7.44E-04	2.64E-03	7.62E-04
1:Del:C:2	3.84E-04	2.92E-04	6.20E-04	9.18E-06
1:Del:C:3	5.37E-04	3.09E-04	8.34E-04	3.16E-05
1:Del:C:4	4.86E-04	4.41E-04	7.26E-04	2.77E-04
1:Del:C:5	1.21E-04	6.12E-04	2.48E-03	1.26E-03
1:Del:T:0	2.85E-03	1.27E-03	3.09E-03	7.70E-04
1:Del:T:1	2.71E-03	5.94E-04	4.74E-04	4.63E-04
1:Del:T:2	4.42E-03	4.19E-05	7.64E-04	1.06E-03
1:Del:T:3	5.17E-03	1.32E-03	2.85E-03	1.69E-03
1:Del:T:4	3.81E-03	8.56E-04	6.50E-03	3.13E-03
1:Del:T:5	2.61E-07	3.86E-08	9.93E-02	5.44E-02
1:Ins:C:0	1.94E-04	2.05E-04	1.92E-04	4.73E-09
1:Ins:C:1	3.26E-04	1.63E-04	4.47E-04	5.16E-05
1:Ins:C:2	1.89E-04	6.34E-05	1.31E-04	3.58E-05
1:Ins:C:3	6.23E-09	8.93E-05	4.06E-05	9.82E-05
1:Ins:C:4	1.72E-03	2.18E-03	2.78E-03	2.77E-04
1:Ins:C:5	1.80E-04	9.29E-04	2.62E-03	5.97E-02
1:Ins:T:0	8.09E-04	1.69E-04	3.15E-04	3.06E-04
1:Ins:T:1	4.53E-04	2.79E-05	6.29E-04	1.61E-04
1:Ins:T:2	3.50E-02	5.20E-02	7.00E-02	1.25E-03
1:Ins:T:3	1.89E-04	5.61E-04	2.27E-04	1.62E-04
1:Ins:T:4	8.42E-05	1.08E-03	4.96E-04	3.50E-04
1:Ins:T:5	2.67E-04	4.34E-02	1.16E-02	4.17E-03
2:Del:R:0	6.43E-04	4.67E-04	9.65E-04	2.12E-04
2:Del:R:1	8.17E-04	4.86E-04	7.19E-04	3.83E-04
2:Del:R:2	2.18E-04	1.79E-04	3.93E-04	1.55E-04
2:Del:R:3	2.09E-04	6.00E-05	2.12E-04	9.51E-05
2:Del:R:4	3.71E-05	1.85E-07	1.01E-04	3.80E-05
2:Del:R:5	6.76E-05	1.32E-04	2.15E-04	1.03E-05
3:Del:R:0	7.12E-04	6.09E-04	1.00E-03	9.24E-05
3:Del:R:1	4.06E-04	4.13E-04	6.11E-04	2.55E-04
3:Del:R:2	2.55E-04	6.52E-05	2.89E-04	2.83E-04
3:Del:R:3	6.78E-05	1.05E-04	9.37E-05	5.95E-05
3:Del:R:4	1.17E-08	9.24E-09	6.61E-09	5.92E-09
3:Del:R:5	1.17E-08	9.24E-09	6.61E-09	5.92E-09
4:Del:R:0	3.34E-04	2.69E-04	2.26E-04	1.43E-08
4:Del:R:1	1.02E-02	1.45E-02	1.74E-02	4.44E-04
4:Del:R:2	1.33E-04	4.32E-08	3.17E-05	9.79E-06
4:Del:R:3	1.17E-08	9.24E-09	6.61E-09	5.92E-09
4:Del:R:4	1.17E-08	9.24E-09	6.61E-09	5.92E-09
4:Del:R:5	6.59E-08	5.72E-08	7.03E-05	9.78E-06
5:Del:R:0	1.62E-02	1.33E-02	2.40E-02	6.20E-04
5:Del:R:1	7.70E-05	9.59E-05	2.08E-04	1.79E-04
5:Del:R:2	9.52E-05	3.58E-05	1.60E-04	5.99E-05
5:Del:R:3	1.17E-08	9.24E-09	6.61E-09	5.92E-09
5:Del:R:4	1.17E-08	9.24E-09	6.61E-09	5.92E-09
5:Del:R:5	3.62E-05	4.66E-05	2.70E-05	6.97E-09
2:Ins:R:0	3.27E-04	8.38E-05	2.99E-04	1.19E-04
2:Ins:R:1	1.93E-04	1.60E-05	3.94E-05	1.14E-06
2:Ins:R:2	1.06E-04	6.96E-05	1.57E-04	1.06E-04
2:Ins:R:3	5.78E-05	4.59E-05	1.92E-04	3.75E-05
2:Ins:R:4	8.55E-05	1.36E-04	2.94E-04	1.48E-04
2:Ins:R:5	0.00E+00	1.73E-03	1.91E-03	8.28E-04
3:Ins:R:0	1.48E-04	1.18E-04	2.36E-04	1.69E-05
3:Ins:R:1	1.37E-04	1.35E-04	1.96E-04	1.01E-04
3:Ins:R:2	7.05E-05	1.06E-07	3.23E-05	9.44E-05
3:Ins:R:3	1.17E-08	9.24E-09	6.61E-09	5.92E-09
3:Ins:R:4	1.23E-05	4.23E-05	3.86E-08	5.28E-08
3:Ins:R:5	1.45E-08	1.53E-04	3.67E-04	1.97E-04
4:Ins:R:0	1.23E-05	5.06E-05	6.49E-08	5.22E-08
4:Ins:R:1	1.64E-04	1.37E-04	2.63E-04	1.27E-04
4:Ins:R:2	1.17E-08	9.24E-09	6.61E-09	5.92E-09
4:Ins:R:3	4.77E-08	4.05E-05	3.00E-08	7.42E-05
4:Ins:R:4	4.35E-05	7.19E-05	9.80E-05	8.67E-05
4:Ins:R:5	1.53E-04	1.32E-04	3.49E-04	1.04E-04
5:Ins:R:0	1.18E-04	4.06E-08	5.94E-05	5.83E-05
5:Ins:R:1	1.01E-03	8.47E-04	1.06E-03	2.23E-05
5:Ins:R:2	5.32E-05	9.18E-05	4.66E-05	5.91E-06
5:Ins:R:3	6.95E-08	5.07E-08	4.66E-05	5.53E-08
5:Ins:R:4	9.36E-08	4.44E-05	3.85E-05	5.15E-08
5:Ins:R:5	5.10E-08	5.33E-08	1.18E-04	1.94E-05
2:Del:M:1	4.85E-04	5.76E-04	3.06E-04	2.64E-04
3:Del:M:1	6.63E-04	4.19E-04	1.40E-03	2.71E-04
3:Del:M:2	2.58E-04	3.31E-04	4.19E-04	2.67E-04
4:Del:M:1	5.36E-04	4.72E-04	6.76E-04	1.19E-04
4:Del:M:2	3.09E-04	1.67E-04	1.12E-04	3.93E-05
4:Del:M:3	2.41E-04	3.15E-05	1.81E-04	8.28E-05
5:Del:M:1	1.75E-02	1.42E-02	3.02E-02	9.39E-04
5:Del:M:2	8.44E-03	6.78E-03	1.35E-02	7.73E-04
5:Del:M:3	2.78E-03	2.82E-03	5.20E-03	2.92E-04
5:Del:M:4	9.61E-04	6.49E-04	1.95E-03	1.81E-04
5:Del:M:5	6.26E-04	4.98E-04	5.82E-04	4.45E-05
