Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	298	84	0	35	66	70	89	17	37	0	0	0	10	29	7
V2	0	288	18	5	0	0	13	2	2	0	5	0	0	0	0
V3	79	5	120	80	0	0	0	0	0	87	0	0	20	5	0
V4	3	11	0	0	0	1	0	0	0	0	0	0	0	0	0
V5	198	29	20	23	80	7	87	10	0	21	8	0	6	0	7
V6	18	0	135	19	20	18	8	18	13	0	1	0	3	1	10
V7	160	30	57	6	0	31	0	0	0	14	23	0	4	18	1
V8	29	99	19	39	0	53	0	0	39	34	27	0	28	57	11
V9	6	4	3	18	3	48	5	4	5	0	20	0	14	10	0
V10	36	2	60	37	0	122	0	2	22	0	27	31	35	7	2
V11	22	189	114	179	97	65	77	16	26	0	0	84	9	0	0
V12	1	0	0	2	0	5	0	0	15	0	7	0	6	2	4
V13	9	14	4	0	39	18	43	39	1	0	5	38	0	0	1
V14	122	19	22	7	62	19	40	50	2	0	7	0	0	0	1
V15	132	24	0	34	0	26	0	0	26	11	18	0	19	15	4
V16	42	11	10	2	132	83	164	27	26	0	40	0	0	8	5
V17	44	2	0	1	9	11	22	8	8	0	0	20	5	1	5
V18	5	0	169	0	0	52	0	0	29	0	31	0	0	23	1
V19	15	1	12	7	19	0	3	7	1	29	0	0	11	1	2
V20	5	2	148	0	18	0	179	143	0	5	0	40	1	25	1
V21	32	4	11	3	10	14	7	0	5	0	10	81	0	4	0
V22	31	44	5	0	99	8	35	37	15	0	14	0	0	6	0
V23	6	1	62	0	0	0	0	0	1	0	2	0	0	6	0
V24	166	3	120	0	0	74	0	0	19	2	11	0	0	13	8
V25	16	1	102	4	0	0	2	1	13	7	0	0	5	16	3
V26	270	21	0	0	0	0	1	0	0	0	0	0	0	2	12
V27	1	7	7	8	31	47	33	7	79	0	83	0	1	1	0
V28	50	31	50	23	0	0	2	1	18	65	0	0	18	1	7
V29	2	0	0	21	1	0	1	2	10	0	5	0	6	7	1
V30	173	78	54	56	43	0	6	59	0	8	0	0	22	7	40
V31	0	8	0	1	80	16	82	15	20	0	19	58	0	14	1
V32	38	35	7	8	12	0	12	17	16	62	11	26	10	2	7
V33	0	7	0	12	75	105	112	70	14	0	70	0	2	41	7
V34	35	3	8	41	41	12	53	54	0	9	32	15	2	0	15
V35	25	25	0	6	0	136	0	0	49	89	41	0	12	56	0
V36	24	1	13	37	15	0	13	1	0	15	0	0	18	2	25
V37	0	4	2	1	0	1	0	0	1	4	4	0	3	0	3
V38	0	45	0	22	36	16	5	1	3	23	0	0	14	0	3
V39	34	37	0	2	0	20	0	3	7	0	12	0	1	6	2
V40	2	61	9	5	9	5	3	1	0	20	0	15	22	4	0
V41	4	33	0	32	12	12	4	6	0	9	3	0	16	10	0
V42	38	36	12	25	77	57	33	48	0	28	13	0	6	1	0
V43	2	15	1	0	9	3	17	6	0	3	5	0	2	0	0
V44	25	149	0	5	0	110	0	0	43	0	9	0	4	31	10
V45	2	36	0	43	5	2	10	0	0	23	0	0	25	0	0
V46	0	26	42	5	0	0	0	1	0	8	0	0	3	4	0
V47	0	3	0	39	2	74	0	0	47	0	8	0	6	35	0
V48	9	1	56	64	311	0	103	50	32	102	16	63	15	0	0
V49	60	154	4	0	0	11	1	0	27	0	0	0	0	2	0
V50	0	32	74	101	11	11	25	2	11	0	5	2	70	0	0
V51	0	10	0	116	8	0	52	36	5	86	0	0	9	0	0
V52	2	1	0	21	53	3	5	29	0	8	16	33	1	2	0
V53	43	3	0	0	20	37	2	7	1	1	8	12	3	9	3
V54	11	234	10	129	31	0	70	15	7	69	23	4	7	0	32
V55	47	64	1	4	11	32	0	3	8	3	52	51	8	8	4
V56	39	0	104	59	0	0	2	0	7	0	4	0	7	30	0
V57	106	40	4	10	34	2	96	14	10	0	3	54	3	0	27
V58	329	87	0	30	37	0	34	23	0	21	5	0	17	0	43
V59	0	20	17	3	76	30	38	25	15	0	0	46	1	11	0
V60	8	2	0	0	13	2	12	18	0	0	7	2	0	1	0
V61	0	44	0	65	33	5	7	0	4	46	3	0	18	0	0
V62	0	3	24	8	101	18	103	51	17	23	65	40	12	0	0
V63	1	7	38	20	42	55	123	119	95	59	42	0	17	28	0
V64	29	16	90	26	1	2	5	7	13	0	0	30	3	6	7
V65	0	10	0	1	3	48	3	3	27	0	8	0	0	30	1
V66	127	22	78	3	1	0	0	0	2	0	0	0	2	6	15
V67	18	34	0	0	0	0	0	0	1	0	0	0	0	0	9
V68	45	6	0	306	10	8	28	21	3	0	3	0	88	0	9
V69	40	3	0	58	0	0	1	0	0	9	0	0	12	0	8
V70	22	0	2	3	1	3	1	0	0	25	3	0	2	3	0
V71	4	114	0	4	76	202	52	15	82	14	44	76	12	0	13
V72	19	12	16	57	23	0	14	22	8	35	0	13	22	0	4
V73	2	0	20	48	0	0	14	3	15	40	0	0	3	7	0
V74	13	17	3	6	0	10	0	0	2	7	2	0	3	2	3
V75	13	19	3	39	5	6	18	16	0	15	3	6	18	0	0
V76	6	240	14	4	40	85	60	22	9	12	40	0	0	33	0
V77	2	0	4	1	0	4	0	0	0	0	0	0	1	3	0
V78	0	19	73	3	4	3	2	7	6	54	3	0	12	3	0
V79	104	0	2	25	0	0	5	0	29	27	7	0	25	0	29
V80	0	13	87	0	5	45	22	0	31	0	38	0	0	22	4
V81	104	86	1	0	0	0	0	0	0	0	0	0	0	0	18
V82	57	61	51	92	43	1	11	32	0	0	14	0	25	5	24
V83	20	48	34	30	0	30	0	0	6	4	18	0	7	3	6
V84	13	4	201	32	45	52	26	42	0	2	1	0	2	0	11
V85	41	22	86	18	91	14	0	0	25	16	5	0	7	50	13
V86	0	30	2	9	3	0	2	4	1	8	4	1	5	0	1
V87	97	23	0	11	7	10	18	31	15	10	0	0	10	1	11
V88	89	21	160	111	23	9	5	19	38	0	0	0	24	0	10
V89	59	51	0	81	3	0	5	15	6	24	2	0	25	0	11
