NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	66.62	23.982	15.409	15.242	0.126	0.985	50000.0
2	65.02	24.089	15.031	15.537	0.128	0.982	40000.0
3	67.239	24.127	15.579	15.401	0.126	0.984	50000.0
4	68.53	24.45	16.129	15.785	0.125	0.984	50000.0
5	64.646	23.449	14.537	14.578	0.123	0.985	50000.0
6	68.658	24.879	15.887	15.878	0.13	0.983	80000.0
7	69.602	25.528	16.316	16.418	0.131	0.982	30000.0
8	69.066	25.389	16.173	16.458	0.13	0.981	50000.0
9	66.26	24.013	15.618	15.447	0.121	0.984	30000.0
10	65.858	23.67	14.974	14.766	0.126	0.986	50000.0
