NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	59.656	23.371	13.89	15.939	0.124	0.982	40000.0
2	60.745	23.799	14.127	15.675	0.12	0.984	40000.0
3	60.2	23.814	14.107	16.086	0.129	0.982	70000.0
4	59.216	23.22	13.736	15.679	0.121	0.982	60000.0
5	61.791	24.114	14.361	16.256	0.125	0.982	50000.0
6	59.434	22.69	13.725	14.897	0.119	0.986	40000.0
7	60.85	23.647	14.191	15.755	0.122	0.983	40000.0
8	61.606	23.999	14.732	16.25	0.119	0.982	70000.0
9	61.495	24.213	14.516	16.516	0.126	0.98	60000.0
10	63.975	24.667	15.46	16.83	0.125	0.981	50000.0
