Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	7.92E-01	8.84E+00	1.98E+00	9.30E+00	2.55E+00	1.46E+00	2.64E+00	7.57E+00	8.34E+00
V2	1.11E+00	6.87E-01	7.03E-01	0.00E+00	2.31E+00	1.36E+00	1.53E+01	1.46E+01	1.76E+00
V3	2.05E+00	2.20E+00	6.67E-01	9.63E+00	5.96E-01	5.26E-01	5.09E+00	5.03E+00	9.09E+00
V4	1.12E+00	5.22E-01	8.45E+00	2.05E+00	9.88E+00	1.16E+01	4.79E+00	6.46E+00	8.58E+00
V5	0.00E+00	3.53E+00	1.92E+00	9.71E+00	2.95E+00	4.30E+00	1.53E-01	3.81E+00	8.25E+00
V6	9.10E-01	1.53E-01	0.00E+00	2.43E+00	0.00E+00	0.00E+00	4.73E-01	5.26E-01	2.27E+00
V7	2.60E+00	2.29E+00	1.16E+01	4.00E-01	3.32E+00	2.92E+00	2.26E+00	1.22E+01	8.87E+00
V8	2.39E+00	4.06E+00	1.63E+00	8.14E-01	6.32E-01	7.22E-01	4.23E-01	3.59E+00	1.82E+00
V9	2.38E+00	2.42E+00	1.04E+00	6.91E+00	3.00E-01	8.49E-01	4.01E-01	2.80E+00	6.30E+00
V10	2.49E-01	1.68E+00	1.00E+00	6.20E+00	6.53E-01	2.60E-01	2.11E+00	2.80E+00	6.78E+00
V11	6.33E-01	1.48E+00	9.99E+00	5.56E+00	6.40E+00	6.11E+00	5.21E+00	9.67E+00	6.01E+00
V12	4.04E+00	7.60E-01	8.83E+00	4.91E+00	8.97E+00	6.92E+00	4.59E+00	8.57E+00	1.01E+01
V13	1.93E+00	7.10E+00	2.34E+00	6.11E-01	4.62E+00	4.02E+00	2.73E+00	8.45E+00	5.06E+00
V14	6.84E-01	1.13E+01	1.04E+00	4.52E+00	3.36E+01	3.39E+01	1.00E-01	9.44E+00	7.02E+00
V15	3.18E+00	2.56E+00	6.36E+00	5.22E-01	4.23E-01	4.33E-01	2.76E+00	4.06E+00	1.67E+00
V16	2.46E+00	1.73E+01	6.46E+00	1.75E+00	6.24E+00	6.48E+00	2.82E+00	1.32E+01	6.52E+00
V17	7.57E-01	2.17E+00	0.00E+00	5.49E+00	3.71E+00	7.24E+00	2.59E+01	2.42E+01	9.08E+00
V18	2.07E+00	1.61E+00	0.00E+00	1.08E+00	1.14E+01	8.59E+00	4.07E-01	1.75E+00	6.71E+00
V19	1.43E+00	3.26E+00	3.77E+00	1.81E+00	1.01E+01	1.02E+01	3.83E+00	4.47E+00	8.21E+00
V20	4.68E+00	2.09E+00	7.67E+00	0.00E+00	2.08E+00	1.21E+00	0.00E+00	7.01E+00	1.02E+01
V21	0.00E+00	6.40E-01	2.02E+00	6.32E+00	5.16E+00	6.15E+00	1.57E+01	1.44E+01	4.53E+00
V22	9.24E-01	4.73E+00	3.69E+00	5.46E+00	1.45E+00	1.49E+00	7.64E-01	3.24E+00	3.79E+00
V23	6.50E-01	8.47E-01	1.90E+00	1.55E+00	1.28E+01	1.25E+01	1.27E+00	1.48E+00	1.95E+00
V24	7.30E-01	2.64E+00	0.00E+00	8.54E-01	6.51E-01	0.00E+00	3.70E+00	3.77E+00	8.14E-01
V25	2.85E+00	2.62E+00	2.25E+00	9.33E-01	1.13E+00	1.87E+00	2.33E+00	3.91E+00	2.13E+00
V26	0.00E+00	1.03E+01	0.00E+00	6.96E+00	1.45E+00	1.34E+00	1.44E+00	4.21E+00	1.02E+01
V27	1.34E+00	2.21E-01	8.05E+00	7.31E-01	8.27E-01	1.00E+00	3.05E+00	4.84E+00	7.44E+00
V28	4.90E-01	1.32E+00	7.05E+00	1.13E+01	1.33E+01	1.44E+01	2.06E+00	7.18E+00	8.77E+00
V29	2.77E-01	1.59E+00	2.25E+00	0.00E+00	1.20E+01	1.17E+01	1.17E+01	1.16E+01	9.37E+00
V30	1.25E+00	6.05E-01	2.60E-01	0.00E+00	7.46E-01	6.11E-01	2.03E+00	1.36E+00	2.21E-01
V31	5.35E+00	2.69E+00	2.74E+01	2.29E+00	2.26E+00	1.91E+00	1.92E+00	2.08E+01	2.09E+01
V32	9.69E-01	9.71E-01	2.58E+00	6.67E-01	2.03E+01	2.09E+01	3.20E+00	2.11E+00	3.36E+00
V33	6.53E-01	2.48E+00	8.57E-01	2.97E+00	1.96E+00	3.06E-01	8.79E+00	9.79E+00	2.27E+00
V34	7.81E-01	7.49E+00	9.09E-01	3.93E+00	1.24E+00	1.16E+00	0.00E+00	2.96E+00	4.49E+00
V35	3.71E+00	5.28E+00	1.15E+00	1.13E+00	6.12E+00	4.11E+00	4.95E+00	6.26E+00	1.33E+00
V36	2.32E+00	1.31E+00	8.66E+00	6.74E-01	9.17E-01	1.21E+00	1.16E+00	2.99E+00	9.10E+00
V37	1.90E+00	6.18E-01	1.55E+01	6.32E-01	5.00E-01	0.00E+00	5.13E+00	1.39E+01	1.50E+01
V38	2.61E+00	3.79E+00	1.26E+00	1.37E+00	5.91E+00	5.87E+00	2.61E+00	5.08E+00	2.08E+00
V39	2.28E+00	4.66E+00	3.27E-01	1.32E+00	5.83E+00	6.21E+00	1.96E+01	1.90E+01	6.46E+00
V40	2.10E+00	1.48E+00	8.84E-01	5.21E-01	3.72E+00	3.54E+00	2.68E+00	3.52E+00	4.00E-01
V41	2.31E+00	4.33E+00	1.06E+00	1.00E-01	3.09E+00	1.96E+00	1.12E+01	1.02E+01	4.30E+00
V42	1.60E+00	7.28E+00	2.02E+01	4.51E+00	1.43E+00	1.93E+00	4.85E+00	1.26E+01	1.79E+01
