NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.619	26.211	14.649	16.617	0.164	0.98	40000.0
2	61.426	24.852	13.837	15.443	0.157	0.982	30000.0
3	61.659	24.65	14.491	15.797	0.145	0.982	50000.0
4	62.904	24.996	15.079	16.083	0.148	0.983	30000.0
5	63.125	25.294	14.891	16.266	0.15	0.981	70000.0
6	63.535	25.375	15.343	16.759	0.15	0.978	40000.0
7	63.161	24.976	14.952	16.059	0.151	0.982	90000.0
8	62.333	26.206	14.755	16.933	0.161	0.979	50000.0
9	63.417	25.756	15.272	17.091	0.155	0.98	40000.0
10	60.203	24.803	13.615	15.436	0.156	0.981	40000.0
