MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	6.08E-04	0.00E+00	4.57E-09	1.69E-06	1.74E-06	5.50E-02	1.09E-02	2.99E-46	5.32E-03	3.73E-03	1.18E-02	3.62E-02	2.19E-02	5.22E-02	4.54E-02	4.82E-02	1.29E-06	6.94E-03	1.37E-06
1:Del:C:1	4.97E-08	3.41E-04	0.00E+00	3.31E-07	1.40E-46	1.36E-02	1.15E-02	4.38E-08	1.99E-03	6.88E-03	3.25E-02	8.10E-02	2.61E-02	2.58E-02	1.90E-02	8.75E-03	8.04E-03	2.22E-03	7.94E-03
1:Del:C:2	5.10E-08	4.53E-08	1.97E-08	1.67E-08	6.02E-05	1.27E-03	8.94E-04	7.59E-08	8.49E-05	5.10E-06	1.85E-03	4.96E-03	1.44E-07	1.33E-03	1.77E-03	1.42E-07	2.42E-03	9.63E-04	5.54E-04
1:Del:C:3	4.73E-08	1.33E-08	5.90E-08	1.06E-04	6.84E-04	1.38E-03	3.01E-03	1.26E-04	1.86E-03	7.92E-03	3.07E-03	1.14E-02	4.10E-02	3.27E-03	9.55E-03	6.94E-04	3.74E-03	3.50E-03	3.35E-03
1:Del:C:4	6.63E-09	1.47E-08	1.82E-04	0.00E+00	0.00E+00	3.72E-03	1.77E-03	1.40E-03	0.00E+00	1.71E-03	4.11E-03	8.59E-03	0.00E+00	4.03E-03	4.20E-46	2.94E-03	0.00E+00	1.78E-03	4.95E-03
1:Del:C:5	9.32E-05	2.86E-05	1.82E-03	1.89E-04	2.53E-04	6.95E-07	0.00E+00	2.48E-08	0.00E+00	1.29E-07	1.80E-07	3.86E-03	4.39E-04	2.54E-02	3.00E-03	2.30E-02	6.71E-05	1.62E-02	8.45E-03
1:Del:T:0	1.93E-04	1.38E-04	7.50E-04	1.22E-03	2.99E-46	2.42E-02	8.20E-03	1.04E-03	3.53E-03	1.11E-02	2.95E-02	8.40E-02	5.00E-03	2.46E-02	1.57E-02	1.02E-02	2.56E-02	2.79E-03	2.98E-03
1:Del:T:1	7.47E-08	2.00E-07	5.40E-07	5.58E-08	1.68E-08	4.49E-03	9.91E-04	1.70E-07	4.46E-03	3.53E-03	2.00E-02	2.83E-07	5.35E-03	2.84E-02	7.65E-02	1.46E-03	1.40E-04	5.79E-07	1.40E-46
1:Del:T:2	1.71E-03	3.90E-08	8.48E-04	1.94E-03	0.00E+00	1.27E-02	1.09E-02	2.57E-04	4.20E-46	7.46E-04	3.23E-02	2.68E-03	2.42E-03	1.59E-02	3.18E-02	7.79E-03	1.09E-02	9.62E-04	8.97E-04
1:Del:T:3	2.32E-08	3.49E-07	2.11E-03	0.00E+00	1.04E-06	1.20E-02	1.52E-03	1.09E-02	1.34E-15	0.00E+00	5.89E-02	8.28E-07	6.76E-08	3.27E-02	1.99E-02	4.50E-02	1.43E-08	9.17E-03	1.02E-02
1:Del:T:4	4.38E-03	3.72E-04	6.65E-03	1.76E-03	9.90E-08	1.62E-02	1.64E-03	1.40E-46	1.40E-46	2.86E-06	2.02E-02	3.87E-02	7.32E-03	1.08E-01	1.89E-02	5.28E-03	5.62E-08	7.75E-03	7.15E-03
1:Del:T:5	5.55E-03	5.68E-08	7.52E-03	4.20E-03	3.77E-07	2.21E-07	1.91E-03	1.48E-02	8.01E-06	6.98E-06	9.05E-03	2.73E-02	1.26E-02	3.19E-07	3.20E-02	8.03E-02	3.93E-02	7.46E-02	1.13E-06
1:Ins:C:0	0.00E+00	3.56E-08	0.00E+00	2.80E-07	1.09E-07	5.11E-08	7.14E-04	1.14E-06	5.90E-04	7.27E-04	9.97E-08	2.17E-03	2.89E-05	3.87E-06	8.72E-04	2.14E-07	1.01E-03	3.48E-04	1.00E-06
1:Ins:C:1	8.89E-09	1.63E-08	1.34E-04	7.28E-09	1.13E-07	3.26E-07	1.04E-03	3.38E-08	3.73E-04	9.22E-04	5.40E-07	7.31E-08	1.75E-06	8.58E-04	1.27E-03	1.71E-03	1.29E-03	2.08E-04	3.48E-07
1:Ins:C:2	3.38E-08	4.15E-08	8.84E-09	3.38E-08	1.16E-07	1.53E-07	3.12E-04	1.18E-07	5.79E-08	3.48E-04	1.99E-04	5.65E-07	5.37E-07	2.95E-04	1.10E-04	8.26E-04	6.53E-08	4.72E-04	2.08E-07
1:Ins:C:3	1.14E-07	8.28E-08	4.46E-07	0.00E+00	3.69E-05	5.53E-08	5.04E-04	2.05E-06	1.72E-04	1.70E-04	1.95E-04	1.09E-07	3.94E-07	1.20E-03	5.47E-04	2.22E-03	4.50E-04	1.74E-03	1.48E-03
1:Ins:C:4	8.64E-05	2.91E-04	3.91E-04	8.01E-04	1.30E-03	0.00E+00	4.22E-03	2.83E-04	0.00E+00	2.99E-04	4.28E-04	1.87E-04	5.72E-03	1.05E-02	1.47E-03	1.67E-03	8.90E-04	3.20E-03	4.23E-03
1:Ins:C:5	2.06E-07	1.21E-03	4.78E-04	1.08E-07	5.27E-08	4.08E-07	0.00E+00	3.55E-03	0.00E+00	0.00E+00	3.71E-03	7.24E-07	7.00E-03	1.51E-02	1.69E-03	2.45E-03	2.35E-02	2.15E-02	6.02E-02
1:Ins:T:0	0.00E+00	4.93E-04	2.07E-04	3.90E-04	1.75E-04	3.52E-03	2.45E-03	9.39E-04	5.27E-04	2.88E-03	4.39E-03	5.39E-03	5.34E-03	2.93E-03	1.22E-02	1.26E-03	5.21E-04	7.80E-03	8.63E-03
1:Ins:T:1	8.38E-04	8.48E-05	2.11E-04	1.46E-04	1.55E-04	3.15E-03	1.28E-03	1.40E-46	9.35E-04	1.83E-03	4.09E-03	6.95E-04	4.29E-03	3.95E-03	7.28E-04	3.49E-03	1.34E-04	0.00E+00	3.97E-03
1:Ins:T:2	3.37E-08	4.32E-08	4.41E-08	0.00E+00	1.19E-04	1.40E-03	2.79E-04	1.03E-07	0.00E+00	2.10E-04	1.99E-03	1.19E-07	6.25E-07	1.78E-03	1.67E-03	3.42E-04	9.06E-08	1.01E-03	4.56E-08
1:Ins:T:3	7.59E-05	6.13E-04	1.43E-04	5.83E-07	0.00E+00	3.90E-04	5.00E-03	3.17E-04	0.00E+00	0.00E+00	1.32E-03	1.32E-03	3.65E-03	3.04E-04	2.42E-03	2.80E-03	2.77E-04	1.83E-03	6.74E-03
1:Ins:T:4	6.11E-04	2.94E-03	2.08E-04	5.08E-08	6.89E-08	3.36E-07	1.31E-06	5.77E-08	8.25E-05	2.17E-07	1.41E-03	0.00E+00	0.00E+00	1.74E-02	6.18E-07	1.84E-02	4.38E-03	3.99E-03	4.50E-02
1:Ins:T:5	5.69E-08	4.33E-03	5.81E-08	4.74E-08	4.85E-08	1.08E-06	5.96E-03	5.50E-07	9.15E-07	1.31E-33	1.14E-06	7.60E-03	2.05E-06	1.53E-02	3.82E-02	6.30E-04	3.64E-03	1.20E-01	3.59E-02
2:Del:R:0	9.71E-09	1.67E-04	0.00E+00	5.67E-05	3.14E-08	7.46E-04	3.85E-03	7.39E-03	6.29E-04	3.85E-03	4.57E-03	6.80E-03	3.02E-03	2.18E-03	9.89E-03	3.52E-03	2.09E-02	9.59E-04	1.71E-03
2:Del:R:1	0.00E+00	1.99E-04	6.56E-04	6.25E-05	4.81E-04	0.00E+00	3.92E-03	1.35E-02	2.27E-03	2.62E-03	2.94E-03	7.36E-03	1.02E-03	1.18E-02	1.86E-02	3.55E-03	2.14E-03	3.00E-03	5.73E-03
2:Del:R:2	5.25E-04	9.73E-08	3.75E-04	6.52E-05	1.90E-04	1.02E-03	9.62E-08	6.15E-08	1.89E-04	0.00E+00	4.22E-03	1.60E-03	4.42E-07	3.38E-08	8.51E-04	3.20E-03	5.55E-08	1.00E-03	1.68E-03
2:Del:R:3	3.65E-08	1.40E-04	8.04E-05	9.57E-05	4.76E-08	1.03E-07	2.15E-04	4.42E-04	1.59E-07	1.60E-07	4.67E-08	3.09E-04	2.60E-04	1.65E-04	0.00E+00	4.11E-04	3.49E-05	4.65E-04	3.37E-07
