Samples	ID83A	ID83B
V1	1.18E+01	1.18E+01
V2	1.33E+01	1.33E+01
V3	1.39E+01	1.39E+01
V4	3.91E+00	3.91E+00
V5	1.27E+01	1.27E+01
V6	7.55E+00	7.55E+00
V7	1.21E+01	1.21E+01
V8	1.94E+01	1.94E+01
V9	3.33E+01	3.33E+01
V10	7.75E+00	7.75E+00
V11	7.42E+00	7.42E+00
V12	1.49E+00	1.49E+00
V13	1.44E+01	1.44E+01
V14	2.86E+01	2.86E+01
V15	2.86E+01	2.86E+01
V16	1.33E+01	1.33E+01
V17	2.02E+01	2.02E+01
V18	1.11E+01	1.11E+01
V19	5.76E+00	5.76E+00
V20	1.49E+01	1.49E+01
V21	2.59E+01	2.59E+01
V22	1.36E+01	1.36E+01
V23	1.73E+01	1.73E+01
V24	1.85E+01	1.85E+01
V25	6.68E+00	6.68E+00
V26	9.70E+00	9.70E+00
V27	5.07E+01	5.07E+01
V28	9.64E+00	9.64E+00
V29	3.22E+01	3.22E+01
V30	2.26E+01	2.26E+01
V31	7.95E+00	7.95E+00
V32	9.12E+00	9.12E+00
V33	7.63E+00	7.63E+00
V34	4.26E+00	4.26E+00
V35	2.85E+01	2.85E+01
V36	5.99E+00	5.99E+00
V37	9.17E+00	9.17E+00
V38	1.23E+01	1.23E+01
V39	1.27E+01	1.27E+01
V40	5.90E+01	5.90E+01
V41	3.05E+01	3.05E+01
V42	3.58E+01	3.58E+01
V43	2.32E+01	2.32E+01
V44	2.21E+01	2.21E+01
V45	4.50E+01	4.50E+01
V46	3.07E+01	3.07E+01
V47	7.55E+00	7.55E+00
V48	2.03E+01	2.03E+01
V49	8.78E+00	8.78E+00
V50	1.77E+01	1.77E+01
V51	1.93E+01	1.93E+01
V52	3.09E+01	3.09E+01
V53	2.05E+01	2.05E+01
V54	1.24E+01	1.24E+01
V55	2.70E+00	2.70E+00
V56	1.95E+01	1.95E+01
V57	4.09E+00	4.09E+00
V58	3.64E+01	3.64E+01
V59	4.27E+00	4.27E+00
V60	1.87E+01	1.87E+01
V61	5.46E+00	5.46E+00
V62	9.72E+00	9.72E+00
V63	6.39E+00	6.39E+00
V64	1.22E+01	1.22E+01
V65	2.41E+00	2.41E+00
V66	1.03E+01	1.03E+01
V67	4.53E+00	4.53E+00
V68	4.39E+01	4.39E+01
V69	6.44E+01	6.45E+01
V70	2.65E+01	2.65E+01
V71	3.93E+01	3.93E+01
V72	1.54E+01	1.54E+01
V73	1.65E+01	1.65E+01
V74	2.99E+01	2.99E+01
V75	1.59E+00	1.59E+00
V76	1.28E+01	1.28E+01
V77	4.33E+01	4.33E+01
V78	1.46E+01	1.46E+01
V79	8.33E+00	8.33E+00
V80	2.85E+01	2.85E+01
V81	3.44E+01	3.44E+01
V82	1.05E+00	1.05E+00
V83	1.21E+01	1.21E+01
V84	1.22E+01	1.22E+01
V85	3.35E+01	3.35E+01
V86	2.54E+01	2.54E+01
V87	1.80E+00	1.80E+00
V88	6.44E+00	6.44E+00
V89	3.43E+01	3.43E+01
V90	2.99E+01	2.99E+01
V91	8.82E+00	8.82E+00
V92	5.49E+00	5.49E+00
V93	1.54E+01	1.54E+01
V94	2.09E+01	2.09E+01
V95	2.06E+01	2.06E+01
V96	1.03E+01	1.03E+01
V97	1.62E+01	1.62E+01
V98	2.17E+01	2.17E+01
V99	1.21E+01	1.21E+01
V100	1.52E+00	1.52E+00
