Samples	ID83A	ID83B
V1	35	207
V2	142	58
V3	131	69
V4	85	70
V5	72	133
V6	20	120
V7	158	182
V8	111	72
V9	185	319
V10	18	55
V11	19	70
V12	111	0
V13	107	289
V14	240	165
V15	193	238
V16	16	123
V17	0	383
V18	44	153
V19	127	91
V20	35	199
V21	0	363
V22	0	177
V23	492	8
V24	89	102
V25	434	52
V26	43	252
V27	65	520
V28	90	82
V29	54	343
V30	336	0
V31	26	195
V32	305	40
V33	181	173
V34	153	0
V35	202	175
V36	29	61
V37	62	48
V38	272	95
V39	235	56
V40	427	54
V41	5	423
V42	0	362
V43	128	319
V44	389	26
V45	551	90
V46	143	299
V47	47	117
V48	310	198
V49	11	104
V50	206	48
V51	335	43
V52	18	524
V53	88	624
V54	9	156
V55	99	0
V56	41	294
V57	55	68
V58	700	176
V59	72	31
V60	147	136
V61	115	19
V62	195	78
V63	34	93
V64	425	0
V65	1	29
V66	102	57
V67	32	34
V68	875	0
V69	69	399
V70	364	116
V71	266	216
V72	232	92
V73	0	166
V74	75	261
V75	36	42
V76	35	199
V77	144	518
V78	11	214
V79	3	99
V80	124	204
V81	166	166
V82	203	0
V83	134	137
V84	119	115
V85	646	70
V86	137	257
V87	54	27
V88	84	43
V89	410	24
V90	317	205
V91	97	111
V92	252	0
V93	161	64
V94	399	143
V95	267	275
V96	19	200
V97	180	109
V98	595	0
V99	64	113
V100	69	0
