MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.00E+00	5.07E-04	1.34E-04	0.00E+00	1.71E-02	5.76E-03	4.27E-02	2.57E-02	9.60E-03
1:Del:C:1	6.01E-04	2.99E-05	1.16E-03	5.25E-04	1.40E-02	2.35E-03	1.92E-02	1.41E-02	5.60E-03
1:Del:C:2	5.20E-09	7.97E-09	1.54E-04	8.56E-05	5.63E-04	4.61E-04	2.04E-03	4.15E-03	1.50E-03
1:Del:C:3	4.44E-05	3.14E-04	1.56E-04	4.17E-04	1.77E-03	7.83E-04	3.59E-03	1.82E-03	2.46E-03
1:Del:C:4	0.00E+00	8.84E-04	4.19E-04	5.04E-04	3.58E-03	0.00E+00	7.74E-03	1.16E-03	2.42E-03
1:Del:C:5	0.00E+00	1.69E-03	0.00E+00	5.19E-04	0.00E+00	4.94E-08	1.13E-02	7.46E-04	4.09E-03
1:Del:T:0	4.31E-04	1.13E-03	1.11E-03	8.48E-04	1.24E-02	4.12E-03	1.26E-02	3.83E-02	3.57E-03
1:Del:T:1	0.00E+00	2.29E-04	2.12E-04	4.58E-04	5.83E-03	1.41E-03	1.45E-02	1.39E-02	5.04E-03
1:Del:T:2	9.81E-04	7.85E-04	5.34E-04	0.00E+00	2.12E-02	2.22E-04	9.63E-03	1.14E-02	3.63E-03
1:Del:T:3	2.25E-04	3.70E-03	2.82E-04	1.26E-03	1.21E-02	8.93E-04	3.11E-02	5.31E-03	5.48E-03
1:Del:T:4	4.14E-04	5.49E-03	3.90E-04	4.57E-04	1.29E-02	1.40E-46	3.51E-02	1.35E-02	9.98E-03
1:Del:T:5	1.14E-07	1.04E-02	1.31E-07	3.00E-08	1.78E-02	1.85E-07	9.64E-03	6.47E-03	1.20E-01
1:Ins:C:0	1.68E-08	1.45E-06	1.21E-04	1.54E-08	2.21E-08	3.98E-04	2.20E-07	1.49E-03	2.71E-03
1:Ins:C:1	3.98E-08	2.72E-08	8.96E-09	1.78E-08	3.15E-05	5.82E-04	4.55E-05	1.13E-03	4.18E-04
1:Ins:C:2	1.20E-07	5.33E-05	3.37E-07	1.14E-04	1.98E-04	3.85E-04	7.53E-04	5.89E-04	4.27E-04
1:Ins:C:3	1.34E-04	5.39E-07	2.53E-05	1.32E-04	1.09E-08	8.59E-09	2.72E-04	4.12E-04	1.08E-04
1:Ins:C:4	4.77E-04	2.46E-04	1.36E-03	4.09E-04	7.06E-05	0.00E+00	3.35E-03	5.59E-03	1.54E-03
1:Ins:C:5	2.36E-03	1.08E-06	2.23E-07	2.81E-07	5.11E-03	8.50E-08	8.14E-02	2.52E-03	3.62E-02
1:Ins:T:0	6.17E-05	1.14E-04	1.51E-04	2.96E-04	4.96E-03	2.36E-04	3.48E-03	6.47E-03	8.09E-03
