MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.0	0.000507894152224253	0.00013409402954493997	0.0	0.40367782711982725	0.020644987991590823	0.13657100033015013	0.046411011103191416	0.009604345457148611
1:Del:C:1	0.0009055568487383425	2.9877651832066478e-05	0.0021751766858187694	0.0014817061681242194	0.06741027813404799	0.022291694208979605	0.07004003468900918	0.0474962305277586	0.0061653255950659515
1:Del:C:2	5.199235530994883e-09	7.968404958091924e-09	0.00029536511674663755	0.0001064265845300838	0.0009636304073978863	0.003080824307517105	0.003719869007568377	0.011315262271091342	0.0015043369817902886
1:Del:C:3	4.443824291229248e-05	0.001003547890286427	0.00015588664682582022	0.002400743166799657	0.009483016654849052	0.006729162659030408	0.008612449653446675	0.00348767623945605	0.0036886925576254726
1:Del:C:4	0.0	0.0034318440506467597	0.0012451629911083729	0.0015059316821862013	0.009431560104712845	0.0	0.02592733586207032	0.0011627906933426857	0.00384578627999872
1:Del:C:5	0.0	0.02073160596191883	0.0	0.003700042492710054	0.0	4.9409885605200544e-08	0.015827413648366928	0.0012706251394888567	0.00832448408473283
1:Del:T:0	0.001101697946432978	0.0033710908668581397	0.0032679688651114703	0.0021945272921584545	0.08353263489989331	0.03208380369469523	0.05710460115224123	0.09613629989326	0.007863267557695508
1:Del:T:1	0.0	0.0003742195680388249	0.0002833450734470944	0.001208763105523758	0.04479605071246624	0.002903701651601409	0.041793862963095306	0.02596806377405301	0.007080364413559437
1:Del:T:2	0.002788960093141668	0.0043428982608020306	0.0009747315135655299	0.0	0.12331716194748879	0.00022151968441903592	0.020421954244375227	0.025608642399311064	0.007897574594244361
1:Del:T:3	0.00022568845997739118	0.024213254824280737	0.000581541919382289	0.0019661135070577983	0.09174361675977707	0.001912902661402427	0.14095446532592176	0.005431613886304855	0.007150865963194519
1:Del:T:4	0.0004135844297707081	0.048999525140970945	0.0008020230277907103	0.0011939580208263577	0.06232240311801433	1.4012984643248171e-46	0.15230938270688058	0.020830462500452996	0.025497330725193022
1:Del:T:5	2.7230298353941863e-07	0.8484569787979126	4.368766323573428e-07	8.236273316697406e-08	0.01783410676267465	4.91140399105916e-07	0.009644333402565052	0.007325203859741692	0.4331162680797661
1:Ins:C:0	1.89321266219622e-08	1.5250258962318242e-06	0.00030013781986610867	2.304592072732703e-08	4.125014623213019e-08	0.0019119645113278238	3.2065359896193967e-07	0.0015144269266556877	0.002716409455133828
1:Ins:C:1	1.718984719900618e-07	5.505817437523319e-08	1.3131109577457779e-08	5.238095752702066e-08	3.2722861644174375e-05	0.003805565950460732	4.668746312574967e-05	0.0030626078014336145	0.00041878560493628924
1:Ins:C:2	1.203006263494899e-07	0.00010316365674043482	3.9752267539938656e-07	0.00011437358402304199	0.00036628348075851136	0.0015331927686133896	0.001118289740006162	0.000883594760671258	0.0010308333323337138
1:Ins:C:3	0.0002606151417733571	5.963411614295922e-07	2.536594701183503e-05	0.0004382419958488981	1.5647079365521676e-08	1.662453712469869e-08	0.00027194583411045415	0.00041164602868946074	0.00010764241451397539
1:Ins:C:4	0.0009432268732098237	0.0008720514313608873	0.029803083464503288	0.00040948149315909175	7.063421071507037e-05	0.0	0.00497308298945427	0.009329906571656466	0.0034973934665345043
1:Ins:C:5	0.9853269934654236	1.9238157904055695e-06	3.8809093325653523e-07	5.966736040363685e-07	0.005107269456556196	1.6569302943025833e-07	0.0814308420087414	0.0025246708500390016	0.08851860761642456
1:Ins:T:0	6.18742437666242e-05	0.0001711416651239972	0.00034987386258080735	0.0003704614817877427	0.02021907242015004	0.0003344616428876179	0.009696521796286106	0.010806580749340355	0.012437765593568883
1:Ins:T:1	0.0002972479832408226	0.00013430391263682395	8.31448353039832e-05	0.0	0.004893564665690064	0.0023453360771782173	0.007038535457104445	0.02127723107114434	0.003082231292501092
1:Ins:T:2	2.415993503035452e-08	7.063937932372255e-08	0.7490645289421082	0.0021326985557891475	5.248137256330665e-07	0.0018545353632759998	0.023397100505451362	0.01183636225759983	0.01004236019590934
1:Ins:T:3	8.609031210653484e-05	0.00046987096698103414	0.000403762306086719	0.005049539380706847	0.0016619401110801845	0.0004854981030803174	0.0010200103046372534	0.005030252353753895	0.005667574459221214
1:Ins:T:4	0.00043401373423179734	0.0019015404919628053	0.0	0.020114448200911284	0.00038093791442008753	1.2687002026723349e-08	0.0028217203478561716	0.005775249376893043	0.01245672907680273
1:Ins:T:5	0.000245128170058706	1.595767116668867e-07	8.408341614164576e-08	0.9198870956897736	0.0011215863597442421	0.0017843317238714462	0.06475478363488492	0.09412005883641542	0.07761691918085489
2:Del:R:0	0.0002674350987945218	8.657837469172592e-09	0.00023014597099972888	0.00040648016990019187	0.014166170079261065	0.0108769784681499	0.0029128773137927057	0.005393623374402523	2.847675059456378e-05
2:Del:R:1	0.0009655202185967938	0.0023411356844007967	0.0002144247067917604	0.0	0.001765559648629278	0.007698246429208666	0.00827761753462255	0.021011049745447964	0.010723595134450647
2:Del:R:2	1.6218442647186747e-05	0.0017956227797156997	0.0	0.00038210046745206226	0.00099189306386549	0.00042213752017232763	0.0038824220071546735	0.0	0.0026752934092655776
2:Del:R:3	0.00016962590470939176	0.0010992265277309343	0.0	1.8738221534420064e-07	0.0014407406619284303	0.0	9.906957598673216e-05	0.002511356560404465	0.0012209476383155504
2:Del:R:4	9.309682402758312e-08	0.0002102548887613409	1.583727236464938e-07	1.7162732142139702e-07	1.4237773200420633e-07	6.664981827597671e-05	5.737730039356848e-06	0.00032991519366731836	0.0016193005853381236
2:Del:R:5	8.923330829802012e-09	4.821378463759629e-05	0.0014396160608157516	2.0798267996724462e-08	3.010169820072406e-08	0.00033175488323937684	9.014866975576297e-06	3.417206926314975e-08	0.0008702714429795755
3:Del:R:0	8.652691078339103e-05	0.0	0.0005886490144916933	7.15654493887996e-08	0.0024703999186527882	0.003982251177978924	4.897471171716461e-07	0.03928175438195467	0.011291791681668429
3:Del:R:1	0.0003913900989573449	0.0030504027527058497	2.542216748224746e-08	0.0015194510355286185	0.0018826345331035554	0.0002830935118254274	0.011776249064132572	0.012045126967132091	0.009310430195182563
3:Del:R:2	2.1313849484450032e-06	0.001679314929060638	0.0	0.0002534311730414629	0.0013168415636755526	0.00021474956572546943	0.0026680626928282437	0.004252469469793141	0.0046970667986897755
