MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	1.00E-06	0.00E+00	4.77E-41	1.28E-03	5.90E-02	5.52E-02	4.77E-02	1.76E-06	1.34E-02	1.56E-02	1.90E-03	3.37E-04	2.91E-02	2.03E-02	2.78E-02	2.34E-46
1:Del:C:1	4.26E-08	1.87E-46	1.34E-07	0.00E+00	4.21E-02	3.57E-03	4.35E-03	1.25E-03	0.00E+00	3.88E-02	8.75E-07	4.67E-03	5.24E-03	1.95E-02	2.83E-02	0.00E+00
1:Del:C:2	1.28E-04	1.28E-04	0.00E+00	3.28E-05	8.57E-04	1.54E-04	1.52E-03	5.00E-04	1.34E-03	1.82E-04	2.07E-04	1.96E-03	1.09E-03	2.72E-03	4.86E-04	5.30E-04
1:Del:C:3	3.10E-04	4.06E-04	5.22E-04	0.00E+00	5.58E-03	1.70E-03	5.34E-03	0.00E+00	2.57E-03	1.14E-02	3.40E-03	2.19E-04	1.07E-02	5.70E-03	1.41E-04	3.80E-03
1:Del:C:4	1.29E-05	2.59E-03	1.46E-03	0.00E+00	2.36E-04	1.26E-02	7.27E-03	1.56E-08	2.53E-03	7.52E-03	5.35E-03	2.45E-02	2.16E-03	6.40E-03	4.23E-03	1.93E-02
1:Del:C:5	6.76E-04	6.72E-06	6.20E-04	4.84E-05	2.89E-04	6.00E-04	1.12E-04	0.00E+00	9.87E-04	1.15E-03	4.05E-03	6.25E-04	7.33E-04	1.63E-03	2.93E-03	4.38E-03
1:Del:T:0	7.69E-04	0.00E+00	8.80E-04	9.11E-05	1.48E-02	3.17E-02	1.78E-02	1.09E-03	0.00E+00	1.48E-02	2.44E-03	1.21E-02	3.00E-02	3.61E-02	1.83E-03	7.07E-03
1:Del:T:1	4.59E-04	3.40E-04	0.00E+00	1.44E-04	1.88E-02	1.08E-02	7.32E-03	0.00E+00	0.00E+00	3.42E-02	2.46E-04	1.93E-03	9.39E-03	2.20E-02	6.84E-04	3.24E-04
1:Del:T:2	1.00E-03	7.61E-04	3.35E-03	8.10E-03	2.39E-02	1.47E-02	1.12E-02	1.21E-02	2.31E-02	6.54E-02	2.11E-02	3.28E-03	2.16E-02	3.14E-02	1.10E-02	1.93E-03
1:Del:T:3	1.22E-03	6.86E-04	6.20E-04	6.64E-04	2.07E-02	2.23E-02	3.73E-02	6.70E-08	1.08E-02	1.73E-02	1.87E-46	3.89E-03	7.84E-03	5.18E-02	4.29E-03	9.99E-07
1:Del:T:4	0.00E+00	1.21E-07	2.92E-03	2.02E-04	1.86E-02	2.84E-02	1.40E-02	9.28E-04	1.34E-03	4.38E-02	4.27E-03	1.55E-02	1.57E-02	2.12E-02	2.30E-03	6.69E-03
1:Del:T:5	1.60E-08	3.63E-04	5.30E-03	0.00E+00	5.64E-07	8.85E-03	5.51E-03	3.60E-03	6.30E-07	6.35E-02	3.52E-02	4.68E-06	1.49E-03	3.67E-07	2.58E-07	2.25E-07
1:Ins:C:0	2.71E-05	9.04E-09	1.97E-05	1.48E-08	5.33E-05	3.63E-04	1.63E-04	4.46E-08	4.88E-08	1.66E-07	1.14E-04	7.98E-04	9.50E-04	1.23E-07	5.35E-04	0.00E+00
1:Ins:C:1	7.86E-05	7.90E-05	4.59E-08	0.00E+00	1.01E-09	1.30E-07	1.12E-04	4.16E-04	4.87E-05	5.87E-07	1.15E-03	8.75E-04	1.23E-03	7.30E-08	1.97E-04	1.49E-03
1:Ins:C:2	1.42E-08	1.23E-08	1.08E-04	9.85E-09	5.73E-04	2.90E-04	3.43E-04	4.33E-08	1.78E-07	4.88E-07	6.15E-04	9.71E-04	8.39E-04	5.03E-04	4.76E-04	0.00E+00
1:Ins:C:3	3.23E-07	2.14E-46	1.78E-07	2.58E-02	1.48E-06	5.70E-03	3.00E-06	3.84E-02	1.23E-02	6.92E-03	1.15E-06	2.43E-07	3.89E-02	2.53E-07	8.46E-07	2.38E-07
1:Ins:C:4	2.34E-04	2.66E-08	4.00E-04	1.18E-04	0.00E+00	4.37E-08	1.12E-03	0.00E+00	1.55E-03	7.27E-04	2.20E-07	3.94E-08	4.73E-04	2.12E-07	1.81E-03	9.38E-04
1:Ins:C:5	4.05E-03	2.08E-04	4.20E-04	0.00E+00	1.37E-04	1.77E-03	1.42E-03	3.46E-08	1.13E-03	5.71E-03	3.13E-03	3.17E-03	2.81E-03	2.20E-03	1.40E-02	4.80E-03
1:Ins:T:0	1.78E-04	0.00E+00	2.26E-04	1.79E-04	2.54E-03	3.06E-03	4.20E-03	3.79E-04	9.39E-03	1.67E-02	2.68E-03	1.01E-03	1.77E-03	9.87E-03	8.57E-03	0.00E+00
1:Ins:T:1	0.00E+00	4.62E-03	2.11E-05	0.00E+00	1.58E-03	3.49E-02	4.39E-03	6.19E-07	0.00E+00	5.32E-03	6.51E-03	1.46E-02	9.00E-03	5.81E-03	3.64E-02	1.26E-02
1:Ins:T:2	3.72E-04	1.40E-46	0.00E+00	7.90E-04	1.39E-03	6.24E-04	1.20E-03	1.21E-03	2.86E-03	1.38E-03	2.02E-04	0.00E+00	9.05E-04	8.99E-04	5.47E-05	1.10E-06
1:Ins:T:3	1.22E-03	1.15E-03	7.57E-04	4.42E-04	5.46E-04	0.00E+00	7.54E-03	5.37E-04	3.53E-03	8.73E-04	4.90E-03	5.44E-03	4.25E-03	0.00E+00	2.91E-03	2.09E-02
1:Ins:T:4	2.80E-03	0.00E+00	1.05E-03	0.00E+00	0.00E+00	1.47E-03	2.67E-03	1.54E-04	6.51E-03	1.13E-03	8.18E-03	9.03E-04	1.55E-03	1.61E-03	4.70E-03	3.68E-04
1:Ins:T:5	6.69E-03	5.65E-07	1.87E-46	1.05E-03	6.42E-46	1.88E-07	3.68E-03	1.17E-07	5.70E-07	2.71E-06	1.01E-06	9.48E-03	7.16E-02	2.30E-04	9.82E-02	2.63E-03
2:Del:R:0	0.00E+00	1.40E-46	0.00E+00	4.30E-07	2.45E-03	6.57E-03	4.14E-03	1.20E-03	1.54E-03	3.50E-03	1.06E-03	2.54E-03	9.67E-03	6.39E-03	1.23E-03	3.93E-04
2:Del:R:1	1.96E-04	8.98E-04	4.63E-04	9.89E-04	0.00E+00	1.74E-03	2.74E-03	2.26E-03	5.81E-03	4.22E-03	4.04E-03	3.24E-03	7.44E-03	1.77E-03	1.96E-03	9.35E-04
2:Del:R:2	1.15E-04	0.00E+00	5.41E-04	1.56E-08	5.02E-04	2.31E-04	2.42E-03	2.58E-04	3.67E-03	9.30E-05	3.03E-03	5.50E-04	1.20E-03	1.53E-04	5.29E-04	4.17E-04
2:Del:R:3	1.46E-05	5.58E-08	4.14E-04	9.51E-09	2.38E-05	1.11E-08	4.07E-05	1.24E-07	1.36E-03	1.35E-03	1.40E-03	1.34E-06	3.82E-05	1.45E-04	7.73E-04	6.74E-08
