Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	170	38	10	16	152
V2	238	14	74	6	1
V3	0	29	10	140	1
V4	9	12	0	10	1
V5	261	0	1	60	18
V6	242	46	84	214	76
V7	17	108	0	87	63
V8	13	25	501	66	1
V9	117	5	14	126	13
V10	15	71	52	22	47
V11	0	0	1	18	19
V12	131	18	20	13	2
V13	0	0	5	114	50
V14	472	1	7	121	254
V15	45	112	81	10	21
V16	6	34	2	9	11
V17	132	9	20	167	1
V18	57	0	6	117	35
V19	33	103	61	4	7
V20	341	0	30	155	2
V21	191	0	39	3	12
V22	2	48	0	109	0
V23	22	74	73	10	1
V24	12	12	18	90	0
V25	492	16	1	28	5
V26	5	388	60	90	166
V27	119	57	9	38	5
V28	24	168	84	45	11
V29	135	0	43	28	35
V30	337	0	0	1	0
V31	0	50	95	16	126
V32	111	195	5	7	19
V33	73	35	35	0	22
V34	139	20	11	76	4
V35	159	41	53	173	55
V36	62	0	0	22	3
V37	22	55	1	6	30
V38	17	58	28	3	142
V39	161	61	31	78	0
V40	128	16	4	0	48
V41	45	510	52	106	0
V42	46	48	113	57	99
V43	5	0	99	39	11
V44	4	40	1	1	91
V45	46	66	51	284	149
V46	35	134	286	16	0
V47	22	24	5	87	51
V48	19	67	75	85	24
V49	3	28	28	186	0
V50	131	51	239	19	241
V51	23	38	86	6	2
V52	18	206	24	19	30
V53	39	393	0	35	1
V54	4	9	7	0	0
V55	25	30	19	29	4
V56	5	38	0	13	36
V57	56	114	2	15	298
V58	167	63	30	4	44
V59	4	58	91	137	9
V60	72	67	50	75	17
V61	38	11	0	51	0
V62	147	160	246	25	0
V63	85	97	36	1	74
V64	10	14	61	44	46
V65	21	22	44	1	12
V66	3	233	7	187	32
V67	25	53	31	7	1
V68	74	194	75	69	3
V69	215	109	53	72	129
V70	3	26	19	3	0
V71	14	8	1	62	3
V72	5	9	34	2	5
V73	22	74	17	9	105
V74	57	17	1	219	95
V75	29	536	1	0	76
V76	30	140	103	4	2
V77	11	2	486	10	8
V78	6	20	261	0	0
V79	14	2	274	253	10
V80	14	116	101	117	65
V81	0	7	20	6	0
V82	0	17	48	1	3
V83	7	0	76	30	103
V84	1	43	0	20	2
V85	54	10	109	18	34
V86	10	44	32	66	4
V87	83	0	38	1	39
V88	33	38	6	0	51
V89	160	0	0	6	181
V90	44	19	12	8	1
V91	60	121	0	23	112
V92	1	70	11	43	303
V93	31	31	9	1	7
V94	36	239	30	42	22
V95	24	81	4	18	13
V96	15	8	3	87	90
V97	103	180	9	0	431
V98	13	55	263	3	94
V99	18	0	92	48	41
V100	4	27	58	347	54
