NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	194.228	73.263	68.187	58.306	0.475	0.797	40000.0
2	179.868	69.287	62.166	54.236	0.472	0.806	40000.0
3	176.919	68.376	62.12	53.838	0.444	0.82	20000.0
4	178.449	68.886	62.767	54.489	0.473	0.802	20000.0
5	178.729	69.114	62.794	55.178	0.471	0.801	20000.0
6	194.681	73.398	68.968	58.638	0.478	0.792	30000.0
7	183.653	69.245	67.198	55.224	0.442	0.806	30000.0
8	178.038	68.311	61.657	53.839	0.471	0.809	20000.0
9	183.296	69.64	65.677	54.684	0.454	0.807	30000.0
10	176.521	68.283	63.555	54.112	0.445	0.82	20000.0
