MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	3.41E-03	6.61E-03	8.83E-03	0.00E+00	1.95E-03	2.32E-02	2.39E-02	4.92E-03	7.24E-03	4.48E-03	4.46E-02	4.70E-02	9.54E-03	9.34E-03	9.04E-03
1:Del:C:1	5.74E-04	1.81E-04	0.00E+00	0.00E+00	1.49E-03	1.56E-02	2.42E-03	3.92E-03	2.36E-02	7.25E-04	2.47E-02	2.49E-02	1.64E-02	1.91E-02	3.59E-03
1:Del:C:2	8.23E-04	1.22E-05	3.60E-03	8.72E-04	3.18E-04	7.49E-04	1.65E-02	3.95E-03	2.24E-03	5.84E-04	2.20E-03	3.67E-03	4.39E-02	3.33E-05	9.00E-04
1:Del:C:3	1.49E-03	5.43E-04	1.28E-02	6.90E-04	8.58E-04	3.96E-03	2.33E-02	1.94E-03	1.89E-03	5.25E-04	6.29E-03	8.61E-03	1.11E-02	5.84E-03	2.76E-03
1:Del:C:4	7.23E-03	4.94E-08	2.80E-04	6.85E-04	1.06E-04	3.65E-03	7.20E-04	0.00E+00	3.90E-03	6.00E-03	2.25E-03	5.71E-03	1.13E-02	1.71E-03	7.71E-03
1:Del:C:5	8.75E-04	7.63E-04	8.87E-06	2.12E-03	1.31E-04	0.00E+00	3.82E-03	3.71E-04	2.00E-03	4.70E-03	6.84E-03	3.42E-03	1.33E-03	6.20E-03	2.37E-03
1:Del:T:0	1.37E-03	2.50E-03	1.00E-02	7.47E-04	3.11E-04	1.39E-02	5.08E-04	7.62E-03	1.35E-02	1.82E-03	2.49E-02	2.20E-02	2.85E-02	1.00E-02	5.58E-03
1:Del:T:1	2.86E-05	4.76E-04	0.00E+00	4.39E-08	3.51E-04	1.76E-02	1.48E-03	7.36E-04	3.35E-03	4.79E-03	7.06E-03	3.65E-03	1.31E-02	1.18E-02	7.33E-03
1:Del:T:2	3.33E-04	2.44E-04	6.64E-04	1.16E-03	1.57E-02	1.86E-02	1.48E-02	1.98E-03	5.83E-03	6.70E-03	1.85E-02	2.00E-02	1.16E-02	1.03E-02	6.84E-03
1:Del:T:3	1.26E-03	3.55E-03	1.09E-03	1.16E-03	8.41E-04	1.85E-02	2.01E-02	1.01E-03	8.83E-03	7.21E-04	3.99E-02	4.48E-03	7.27E-03	1.88E-02	6.36E-03
1:Del:T:4	4.55E-03	2.09E-03	4.71E-03	7.28E-03	1.16E-04	1.49E-02	2.15E-03	0.00E+00	9.95E-04	1.64E-02	4.37E-02	2.75E-02	2.07E-03	1.45E-02	4.64E-03
1:Del:T:5	4.59E-08	3.05E-07	8.08E-07	2.10E-02	2.08E-07	2.62E-08	2.25E-06	1.45E-07	3.95E-03	6.11E-07	9.07E-07	1.02E-02	3.06E-02	9.88E-02	3.01E-07
1:Ins:C:0	4.02E-04	6.23E-08	8.80E-08	2.24E-07	1.41E-05	2.00E-07	1.16E-04	2.08E-03	8.09E-04	7.07E-04	2.31E-07	7.93E-04	1.04E-03	7.07E-04	3.21E-04
1:Ins:C:1	7.91E-04	1.14E-07	8.45E-05	2.87E-04	4.61E-04	1.87E-04	3.93E-03	4.11E-04	2.63E-04	4.18E-04	1.21E-04	2.10E-03	2.35E-03	1.57E-06	9.69E-04
1:Ins:C:2	2.32E-05	3.93E-05	1.13E-07	1.56E-07	2.46E-04	1.32E-06	7.30E-08	2.47E-04	2.10E-03	1.02E-07	4.25E-08	1.88E-03	6.66E-04	5.53E-04	5.72E-04
1:Ins:C:3	2.32E-04	4.99E-08	4.00E-06	1.68E-07	1.87E-07	5.36E-08	7.77E-08	2.04E-05	1.36E-04	2.66E-03	3.87E-08	4.33E-04	1.72E-03	5.43E-04	1.97E-03
1:Ins:C:4	5.43E-03	5.72E-07	0.00E+00	9.93E-04	4.97E-05	1.15E-04	0.00E+00	7.16E-04	1.22E-04	3.52E-03	1.71E-03	9.46E-04	6.20E-03	1.08E-03	2.15E-03
1:Ins:C:5	3.03E-03	0.00E+00	2.61E-02	1.03E-03	5.65E-05	0.00E+00	4.74E-07	1.95E-07	5.77E-07	1.20E-02	6.00E-02	5.44E-03	1.30E-02	1.24E-02	2.89E-02
1:Ins:T:0	1.66E-03	1.08E-04	1.69E-03	1.65E-08	5.08E-04	9.86E-04	1.96E-04	6.69E-04	2.45E-03	6.97E-03	2.82E-03	4.91E-03	5.23E-03	1.13E-03	4.43E-04
1:Ins:T:1	3.99E-03	0.00E+00	8.21E-03	2.85E-04	2.65E-03	4.75E-03	2.96E-02	4.07E-04	1.22E-03	1.40E-46	2.21E-03	6.43E-04	2.22E-07	9.18E-03	5.45E-03
1:Ins:T:2	9.61E-04	1.46E-05	5.40E-04	1.48E-07	6.39E-09	6.67E-04	2.70E-04	1.22E-03	3.07E-03	1.07E-08	7.69E-04	4.70E-04	8.66E-03	1.06E-03	4.93E-03
1:Ins:T:3	7.37E-04	1.11E-04	1.34E-03	8.20E-05	1.91E-07	2.66E-04	2.66E-05	3.17E-04	5.60E-07	1.37E-03	1.47E-04	4.68E-03	2.69E-03	3.50E-04	7.41E-03
1:Ins:T:4	5.46E-03	1.21E-03	0.00E+00	2.80E-04	5.39E-05	8.10E-04	4.00E-03	6.09E-04	0.00E+00	2.64E-02	3.60E-03	2.87E-03	3.10E-03	7.69E-04	5.84E-03
1:Ins:T:5	3.76E-02	3.25E-03	2.75E-07	1.18E-02	1.54E-04	5.94E-06	4.19E-08	4.68E-03	1.01E-02	7.59E-02	2.55E-03	3.07E-02	3.02E-02	5.10E-04	1.16E-01
2:Del:R:0	3.01E-04	7.96E-05	1.68E-05	3.50E-04	0.00E+00	3.05E-03	2.07E-02	2.41E-03	7.46E-03	2.81E-03	5.07E-03	9.36E-09	2.45E-02	8.14E-03	1.16E-02
2:Del:R:1	2.86E-03	0.00E+00	2.06E-04	2.14E-07	3.63E-08	6.39E-04	1.09E-03	3.51E-03	2.06E-03	1.98E-03	1.48E-02	7.07E-03	7.02E-03	3.26E-03	8.61E-03
2:Del:R:2	3.63E-04	2.33E-08	1.45E-03	4.08E-04	0.00E+00	2.10E-04	1.12E-06	0.00E+00	2.50E-04	2.28E-03	3.35E-03	9.74E-04	8.23E-08	1.76E-03	5.29E-03
2:Del:R:3	9.00E-05	1.20E-04	7.22E-09	1.54E-07	1.77E-07	1.80E-04	1.32E-07	1.02E-04	4.41E-04	2.60E-03	3.69E-04	8.29E-04	1.90E-03	7.12E-04	1.99E-03
2:Del:R:4	2.34E-07	3.50E-08	8.56E-08	1.01E-04	1.05E-07	4.46E-04	5.49E-05	1.96E-08	9.28E-08	1.77E-04	3.01E-04	2.73E-07	1.75E-07	1.83E-04	1.92E-07
2:Del:R:5	3.14E-07	8.63E-06	1.92E-03	0.00E+00	7.79E-04	1.38E-04	3.66E-03	4.16E-04	4.75E-07	1.60E-04	0.00E+00	1.55E-03	3.08E-03	1.96E-07	1.85E-02
