MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	1.06E-07	1.17E-03	0.00E+00	1.90E-03	2.70E-02	3.49E-02	3.53E-03	7.46E-03	6.29E-03	8.91E-03	9.91E-03	3.61E-02	3.69E-02	3.68E-02	4.82E-02	1.40E-03	8.10E-03
1:Del:C:1	1.23E-03	4.54E-05	1.22E-03	1.59E-03	1.84E-02	1.97E-02	3.15E-03	2.01E-03	4.47E-03	1.98E-03	2.81E-03	8.36E-03	1.59E-02	2.78E-02	2.00E-02	1.03E-02	6.48E-04
1:Del:C:2	1.85E-04	3.23E-08	4.75E-08	1.02E-07	3.00E-03	4.70E-04	9.05E-04	3.87E-03	2.89E-03	5.32E-04	1.21E-03	2.62E-06	2.75E-03	1.28E-03	7.61E-08	3.42E-04	1.19E-02
1:Del:C:3	8.79E-04	0.00E+00	6.40E-04	0.00E+00	5.61E-03	4.28E-03	8.05E-04	4.19E-03	2.26E-03	4.85E-03	9.08E-03	5.09E-03	4.00E-03	1.03E-02	7.55E-03	1.40E-03	2.53E-03
1:Del:C:4	1.34E-07	1.92E-08	0.00E+00	6.39E-08	4.92E-03	1.25E-02	3.06E-04	6.93E-08	3.78E-07	3.70E-04	9.49E-05	6.89E-03	1.46E-02	7.94E-03	1.21E-03	1.35E-06	5.91E-03
1:Del:C:5	2.17E-03	5.03E-04	6.65E-04	9.55E-09	6.16E-04	0.00E+00	0.00E+00	2.91E-02	7.00E-04	2.11E-02	1.09E-02	1.37E-02	2.08E-04	1.14E-02	0.00E+00	2.71E-03	0.00E+00
1:Del:T:0	4.76E-03	0.00E+00	8.57E-04	2.63E-05	1.44E-02	2.18E-02	6.30E-03	1.49E-02	1.26E-02	7.40E-03	4.36E-03	1.55E-02	1.64E-02	1.66E-02	2.46E-02	4.72E-03	1.22E-02
1:Del:T:1	0.00E+00	5.18E-08	8.79E-04	1.18E-04	7.87E-03	3.32E-02	8.63E-06	9.72E-04	1.55E-03	4.10E-03	5.34E-04	7.04E-03	1.11E-02	1.77E-02	1.96E-02	5.74E-03	4.27E-03
1:Del:T:2	2.66E-07	1.23E-06	6.90E-04	1.39E-03	2.05E-02	1.37E-02	5.48E-04	6.38E-03	0.00E+00	1.08E-02	1.92E-03	1.34E-02	2.13E-02	6.57E-02	2.28E-02	5.89E-03	2.25E-03
1:Del:T:3	6.76E-03	0.00E+00	1.26E-45	1.12E-03	1.58E-02	1.02E-02	2.30E-03	1.07E-02	7.13E-04	6.35E-03	2.10E-02	1.90E-02	1.33E-02	3.44E-02	4.76E-02	1.24E-02	2.67E-03
1:Del:T:4	7.06E-03	0.00E+00	1.79E-03	0.00E+00	2.17E-02	2.17E-02	8.86E-07	2.68E-02	1.40E-46	8.47E-03	8.10E-03	4.84E-02	2.70E-02	3.00E-02	2.43E-02	1.24E-02	8.16E-03
1:Del:T:5	1.36E-02	3.92E-08	5.55E-08	2.48E-07	1.06E-02	1.52E-07	1.19E-02	9.87E-02	5.26E-07	6.00E-07	4.36E-02	1.32E-02	3.53E-03	2.12E-06	1.40E-05	1.70E-07	5.81E-02
1:Ins:C:0	1.16E-07	2.86E-08	1.30E-05	2.81E-06	6.41E-08	8.83E-08	1.11E-03	7.28E-04	7.29E-04	5.81E-04	1.34E-03	5.96E-07	3.06E-04	4.02E-07	4.21E-04	3.51E-07	3.05E-03
1:Ins:C:1	2.19E-04	7.74E-08	4.47E-08	3.36E-08	2.23E-04	1.05E-07	2.97E-04	3.13E-03	2.41E-03	9.32E-04	1.61E-03	9.52E-04	3.25E-04	1.08E-03	3.06E-04	1.50E-03	2.01E-04
1:Ins:C:2	1.08E-04	3.59E-08	6.38E-08	1.26E-07	4.24E-05	5.50E-04	1.83E-04	1.73E-03	6.92E-04	7.17E-04	1.68E-04	1.04E-03	8.65E-04	7.56E-07	3.54E-06	4.08E-04	2.24E-03
1:Ins:C:3	1.25E-08	8.93E-07	2.51E-04	2.55E-07	2.00E-04	1.96E-08	1.97E-07	6.24E-08	4.16E-04	3.22E-04	2.70E-08	2.03E-07	1.45E-07	1.51E-07	1.39E-03	3.95E-04	7.31E-05
1:Ins:C:4	6.67E-04	5.04E-04	3.30E-04	1.07E-04	5.15E-04	2.35E-04	0.00E+00	7.22E-03	1.44E-03	6.70E-03	1.15E-03	1.58E-03	7.59E-04	0.00E+00	1.70E-08	1.62E-03	0.00E+00
1:Ins:C:5	2.46E-03	1.59E-02	2.22E-03	5.17E-03	2.42E-04	1.40E-46	7.85E-04	1.71E-02	2.30E-02	2.83E-02	1.00E-02	9.37E-02	1.98E-03	3.33E-02	3.77E-46	3.15E-02	6.32E-03
1:Ins:T:0	1.07E-03	0.00E+00	2.71E-07	3.74E-07	5.66E-03	1.82E-03	6.06E-08	1.18E-03	2.17E-03	1.32E-03	3.20E-03	1.18E-02	7.79E-03	4.03E-03	5.05E-02	3.26E-08	2.27E-04
1:Ins:T:1	0.00E+00	1.31E-03	1.10E-04	3.80E-04	4.47E-03	3.53E-03	1.94E-03	0.00E+00	1.36E-03	7.10E-03	5.05E-03	8.73E-03	5.35E-03	9.24E-03	1.99E-03	1.69E-02	1.94E-04
