NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	77.696	29.243	19.631	18.364	0.168	0.978	60000.0
2	78.991	30.287	19.911	19.251	0.182	0.974	30000.0
3	81.372	31.093	20.898	19.955	0.185	0.973	20000.0
4	80.377	30.003	20.944	19.332	0.171	0.975	30000.0
5	78.266	29.96	19.501	18.557	0.18	0.976	50000.0
6	75.744	28.837	18.822	17.907	0.173	0.977	30000.0
7	78.334	29.708	19.881	18.663	0.178	0.977	30000.0
8	77.657	28.84	20.2	18.389	0.166	0.978	20000.0
9	80.126	30.341	20.044	18.92	0.181	0.975	30000.0
10	78.648	29.372	19.907	18.565	0.175	0.976	40000.0
