NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	74.023	26.936	18.482	17.714	0.16	0.977	60000.0
2	77.043	27.743	20.533	18.964	0.157	0.972	20000.0
3	82.917	30.337	22.512	20.893	0.166	0.97	50000.0
4	84.925	29.805	24.054	20.362	0.158	0.972	40000.0
5	72.738	26.639	18.144	17.244	0.159	0.977	70000.0
6	85.526	30.957	24.195	21.648	0.167	0.969	30000.0
7	80.98	29.552	22.4	20.166	0.16	0.971	20000.0
8	87.967	31.309	25.722	22.386	0.163	0.966	30000.0
9	73.438	27.244	18.454	17.966	0.158	0.976	20000.0
10	87.776	31.064	25.569	22.062	0.167	0.966	50000.0
