NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	45.909	18.878	11.093	12.013	0.091	0.989	80000.0
2	42.973	17.409	10.529	10.867	0.084	0.992	50000.0
3	44.862	18.463	10.721	11.516	0.09	0.991	60000.0
4	40.647	16.579	9.929	10.804	0.087	0.991	30000.0
5	42.244	17.38	10.418	11.375	0.086	0.991	70000.0
6	48.228	19.565	11.732	12.361	0.092	0.989	50000.0
7	42.794	17.472	10.412	11.318	0.089	0.99	40000.0
8	45.019	18.31	11.011	11.676	0.09	0.99	40000.0
9	40.137	16.582	9.29	10.365	0.087	0.991	70000.0
10	43.227	17.693	10.462	11.206	0.089	0.991	60000.0
