NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	124.838	42.861	42.886	33.495	0.237	0.92	30000.0
2	126.331	43.118	42.961	33.485	0.238	0.921	40000.0
3	127.65	43.278	44.142	34.357	0.241	0.915	30000.0
4	127.494	43.669	43.73	34.48	0.243	0.915	20000.0
5	125.293	43.031	43.344	34.153	0.235	0.918	20000.0
6	125.199	43.039	42.867	33.418	0.242	0.92	20000.0
7	126.397	43.393	43.763	33.846	0.239	0.92	30000.0
8	126.556	44.363	43.72	34.539	0.25	0.914	20000.0
9	126.98	43.407	43.161	33.558	0.246	0.922	20000.0
10	126.344	43.447	43.935	34.571	0.241	0.914	40000.0
