NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	70.906	28.072	17.696	18.681	0.152	0.976	60000.0
2	70.349	27.043	17.157	17.208	0.149	0.981	60000.0
3	69.074	26.47	17.204	17.215	0.144	0.981	40000.0
4	69.808	26.905	17.578	17.658	0.146	0.98	30000.0
5	71.062	27.416	17.85	18.297	0.15	0.977	40000.0
6	70.993	27.04	17.706	17.897	0.148	0.977	30000.0
7	70.913	27.62	17.75	18.215	0.15	0.977	30000.0
8	71.514	27.869	17.86	18.433	0.153	0.976	40000.0
9	69.986	26.586	17.173	17.075	0.146	0.981	40000.0
10	69.155	27.201	16.859	17.84	0.155	0.978	50000.0
