NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	66.434	24.63	16.447	16.255	0.144	0.979	50000.0
2	65.118	24.495	16.208	16.241	0.142	0.979	40000.0
3	65.149	24.28	16.265	16.335	0.145	0.978	30000.0
4	61.271	22.605	14.742	14.089	0.135	0.984	40000.0
5	62.48	23.083	15.357	14.789	0.139	0.983	60000.0
6	62.061	23.082	15.123	14.968	0.136	0.982	60000.0
7	58.688	22.066	13.657	13.644	0.135	0.983	40000.0
8	61.489	22.931	14.674	14.679	0.133	0.983	40000.0
9	62.616	23.538	15.262	15.198	0.136	0.981	40000.0
10	62.504	23.262	15.125	14.948	0.14	0.982	40000.0
