Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	129	9	133	10	35	0	0	0	0	3	29	0	38
V2	208	59	0	0	17	0	7	28	0	0	4	10	0
V3	0	6	1	86	24	0	0	9	25	3	26	0	0
V4	4	0	0	8	0	6	8	0	0	0	0	6	0
V5	212	1	17	51	0	0	7	0	0	0	0	52	0
V6	189	62	70	127	23	0	4	36	65	28	26	32	0
V7	16	0	55	68	12	17	78	0	0	24	5	0	0
V8	19	426	0	37	0	0	16	108	0	0	0	0	0
V9	97	11	7	106	0	15	5	5	0	3	0	0	26
V10	0	44	35	13	41	0	0	0	0	29	21	0	24
V11	0	1	20	15	0	0	1	0	1	0	0	0	0
V12	96	16	2	9	21	1	0	6	0	7	0	26	0
V13	0	3	51	89	1	3	4	6	9	1	0	2	0
V14	374	7	241	97	45	0	0	0	0	0	0	57	34
V15	39	75	17	6	10	47	46	10	0	0	16	3	0
V16	5	0	11	4	32	2	0	5	3	0	0	0	0
V17	121	17	0	134	0	0	31	6	0	17	0	3	0
V18	47	4	32	92	1	1	3	5	0	0	22	3	5
V19	27	61	6	4	23	68	10	0	0	0	0	9	0
V20	260	29	0	110	0	0	0	0	31	4	18	63	13
V21	148	37	2	2	6	0	0	0	0	0	1	5	44
V22	0	0	0	53	25	5	0	1	55	8	12	0	0
V23	16	56	0	0	25	0	0	12	5	45	21	0	0
V24	9	13	0	64	5	0	0	9	4	4	24	0	0
V25	388	1	0	22	30	9	0	0	0	1	7	57	27
V26	9	59	167	81	23	259	97	0	0	14	0	0	0
V27	102	5	4	31	4	43	15	9	0	0	0	15	0
V28	22	70	6	21	0	65	53	13	24	37	21	0	0
V29	95	40	29	17	1	0	0	0	12	0	0	21	26
V30	254	0	0	1	9	0	0	0	0	4	0	70	0
V31	0	90	127	13	4	41	0	9	0	0	0	3	0
V32	90	1	14	3	65	88	0	8	0	47	0	6	15
V33	69	34	21	0	20	10	11	0	0	0	0	0	0
V34	107	10	3	60	6	12	13	0	0	0	10	29	0
V35	122	46	50	126	59	1	0	12	18	0	9	20	18
V36	32	0	0	16	5	0	1	0	0	0	0	19	14
V37	22	1	31	6	11	37	5	1	0	0	0	0	0
V38	0	20	116	0	0	0	7	7	0	55	15	2	26
V39	129	27	0	35	10	9	42	3	51	4	0	21	0
V40	109	3	47	0	19	5	0	0	0	0	0	13	0
V41	40	44	0	20	68	251	99	9	130	0	52	0	0
V42	44	93	95	41	10	12	32	36	0	0	0	0	0
V43	0	87	11	29	0	0	0	19	0	0	0	8	0
V44	2	1	87	0	45	0	0	0	0	0	0	2	0
V45	29	46	140	176	23	10	11	0	94	29	20	18	0
V46	39	267	0	9	0	103	15	38	0	0	0	0	0
V47	12	2	46	52	19	0	0	7	25	0	18	8	0
V48	16	67	23	62	67	0	1	5	0	0	29	0	0
V49	2	20	0	103	12	1	1	13	76	8	9	0	0
V50	116	203	233	7	33	17	1	62	0	0	0	9	0
V51	16	77	0	2	43	0	0	7	0	0	0	0	10
V52	18	20	27	0	4	127	48	6	34	0	13	0	0
V53	28	0	0	17	232	47	34	5	0	63	42	0	0
V54	3	5	0	0	8	0	0	4	0	0	0	0	0
V55	12	11	0	17	4	10	10	14	5	0	6	6	12
V56	1	0	34	11	0	27	9	0	0	0	0	0	10
V57	49	0	274	1	32	8	38	3	15	46	19	0	0
V58	134	20	36	0	28	0	0	17	0	34	32	0	7
V59	3	78	7	95	6	24	23	21	23	0	16	0	3
V60	36	47	4	59	41	30	0	0	0	0	0	0	64
V61	31	0	0	41	6	0	3	0	0	15	0	4	0
V62	120	194	0	0	115	0	0	55	11	34	48	1	0
V63	73	28	73	0	4	70	8	18	0	8	0	11	0
V64	8	55	44	34	0	9	10	12	0	0	0	3	0
V65	14	35	10	0	8	0	16	10	0	0	0	7	0
V66	0	4	24	131	139	5	0	5	0	125	29	0	0
V67	21	29	0	0	2	14	36	0	12	0	0	3	0
V68	56	62	0	0	161	4	2	13	93	0	14	0	10
V69	176	43	120	50	120	0	0	18	0	13	19	9	10
V70	0	17	0	0	2	16	0	2	4	1	4	5	0
V71	10	1	2	51	1	0	7	0	0	10	2	4	0
V72	3	25	3	0	5	0	0	15	0	2	0	0	2
