Kest,Sensitivity,Precision,rmse_novel_Sig,rmse_cosmic_Sig,rmse_Signatures,rmse_novel_Theta,rmse_cosmic_Theta,rmse_Weights,mean_cos_sim,rmse_Lambda,rmse_Counts,kl_counts,overd,J,case
10,1,1,0.0036045961308388335,0.008287384764204094,0.005945990447521464,5.569164843192917,36.51357846680008,21.041371654996496,0.9808442796167839,1.8028717604877087,2.6934533504451226,2183.408614614319,0.15,50,compressive
10,1,1,0.0032836177020984657,0.005752065028905447,0.004517841365501957,3.828006662531258,36.26992889590187,20.048967779216564,0.9863299661242382,1.823431899094008,2.8193390791662263,2151.6962320289153,0.15,50,compressive
10,1,1,0.002664296634289881,0.008332403410877473,0.005498350022583677,5.240171194686509,35.45611112770192,20.348141161194214,0.9891495399506616,2.038628098736179,3.0315645399025586,2193.8025885593274,0.15,50,compressive
10,0.9,0.9,0.0025518360408332223,0.0070777679984998345,0.004814802019666529,4.5574205829425605,29.980254547710807,17.268837565326685,0.9848079868823696,1.72442804067919,2.8374099402293775,2182.2144477320417,0.15,50,compressive
10,0.9,0.9,0.0032268660020986603,0.00827971053260175,0.005753288267350205,5.736565073022366,39.09790672864296,22.417235900832665,0.979566712870323,2.0018574232989175,2.858178498543689,2175.1147539014296,0.15,50,compressive
10,0.9,0.9,0.003883553373301615,0.00720938826559374,0.005546470819447678,10.260279999203323,36.734051896482654,23.497165947842987,0.9791579125318861,1.8627711856735059,2.615646968678266,2154.1577171995073,0.15,50,compressive
10,1,1,0.003555240913752595,0.006856996732582448,0.005206118823167521,5.103006522491888,42.407534554925284,23.755270538708587,0.9840067569251504,1.8777441909157015,2.831375468277718,2088.32162076596,0.15,50,compressive
10,1,1,0.003232750010590352,0.0080757683024564,0.005654259156523376,3.298001824768553,39.24363617749257,21.270819001130562,0.9834761825615024,1.6877328481167926,2.6055720123322956,2076.0077589581106,0.15,50,compressive
9,0.9,1,0.003716357273444997,0.0102500015116908,0.006983179392567899,9.06917363318365,53.162417697609804,31.11579566539673,NA,1.9567650949520208,2.816070522438655,2400.059949254233,0.15,50,compressive
10,1,1,0.0032397409061179203,0.006085588683131073,0.004662664794624497,5.135921718948258,36.50058083102658,20.81825127498742,0.9881093576000397,1.9462373133793334,2.8688752015192014,2146.589690032116,0.15,50,compressive
10,1,1,0.0030692378793708923,0.0059232916247959596,0.004496264752083426,4.807017119340553,32.153225034166084,18.480121076753317,0.9900369439774822,1.9125149453447645,2.859732200375779,2175.4620703980277,0.15,50,compressive
10,0.9,0.9,0.0028573892535880573,0.007033753419707863,0.0049455713366479605,2.645899208953056,35.66970389622595,19.1578015525895,0.9825523287475951,1.734316414299464,2.678563471201924,2063.942809356598,0.15,50,compressive
10,1,1,0.0036074929736551846,0.006593073145551108,0.005100283059603146,3.6617737531173815,39.12077845484389,21.391276103980633,0.9857110423865066,2.0845361185459437,2.9194445357681578,2101.923640742387,0.15,50,compressive
10,1,1,0.0032589602707804523,0.006195083081053311,0.004727021675916882,4.088395993410802,39.4499637785642,21.769179885987498,0.9849474223802224,1.875095799436357,2.790743528852316,2072.0067386252413,0.15,50,compressive
10,1,1,0.0029921306631924952,0.006727112886179436,0.004859621774685965,4.046458627398054,37.6666126172353,20.856535622316677,0.9865673130669308,1.7803680751322872,2.8677732036566557,2124.4265431554313,0.15,50,compressive
10,1,1,0.0029959456002839942,0.006948205944930407,0.004972075772607201,3.8981322315787277,37.94522088516028,20.921676558369505,0.9847528560781232,2.0422011967229117,3.1156094330208264,2169.873366900065,0.15,50,compressive
10,1,1,0.003367890352459658,0.00677699893432929,0.005072444643394474,8.0143936380665,30.416678635564192,19.215536136815345,0.9836283924979339,1.736432428933772,2.866091009824882,2205.1522608332352,0.15,50,compressive
10,0.9,0.9,0.002653358491336946,0.006656113600923363,0.004654736046130155,5.693270094943615,38.068630677133015,21.880950386038315,0.9833915555303864,2.024244094121025,2.893562713186719,2177.3047339339682,0.15,50,compressive
10,0.9,0.9,0.0032440287044552306,0.007085532350690014,0.005164780527572622,5.089883808516577,33.90327422837581,19.49657901844619,0.9838485395597295,2.045132871337185,2.914300297097334,2208.156278824003,0.15,50,compressive
10,0.9,0.9,0.0029882659667543254,0.0060436527886055195,0.004515959377679922,2.7900714399048843,31.555054070700606,17.172562755302746,0.9831526089386451,1.7354613771044756,2.8868555465628445,2179.3010298477643,0.15,50,compressive
