MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	9.17E-08	2.98E-04	3.38E-07	8.10E-03	2.62E-02	5.69E-07	1.90E-06	8.00E-03	1.40E-46	5.73E-03	3.65E-02	4.93E-02	5.92E-03	3.90E-02	8.90E-03	8.56E-07	1.24E-02	2.34E-03
1:Del:C:1	1.63E-07	4.71E-07	2.43E-03	7.23E-04	2.16E-02	6.41E-08	1.40E-46	0.00E+00	3.21E-07	5.34E-02	2.04E-02	3.38E-03	1.35E-02	4.50E-02	8.14E-02	6.30E-02	1.18E-02	1.39E-02
1:Del:C:2	2.83E-08	0.00E+00	1.27E-04	1.96E-03	5.41E-04	1.02E-07	0.00E+00	1.72E-03	2.64E-04	2.01E-03	2.59E-03	1.80E-03	2.83E-03	2.04E-03	1.16E-03	1.03E-03	2.01E-03	1.27E-03
1:Del:C:3	2.35E-04	2.67E-04	3.32E-04	1.34E-03	4.27E-04	1.31E-03	1.40E-46	1.97E-03	1.90E-03	6.07E-03	2.72E-03	4.21E-03	1.40E-46	7.66E-03	4.81E-03	5.46E-03	1.39E-03	1.73E-03
1:Del:C:4	0.00E+00	2.28E-04	9.66E-05	3.09E-04	3.61E-03	0.00E+00	0.00E+00	1.40E-46	2.14E-03	7.52E-03	3.23E-03	4.38E-03	0.00E+00	0.00E+00	4.63E-03	8.68E-03	4.62E-03	0.00E+00
1:Del:C:5	3.91E-08	7.72E-04	1.52E-03	0.00E+00	0.00E+00	9.77E-04	6.96E-04	0.00E+00	2.98E-04	6.07E-08	7.93E-09	0.00E+00	7.62E-04	4.68E-03	2.42E-03	4.59E-02	1.60E-02	2.30E-02
1:Del:T:0	1.07E-03	4.73E-04	1.53E-07	2.03E-03	4.65E-03	9.72E-03	1.24E-02	3.23E-03	0.00E+00	3.24E-02	3.13E-02	5.22E-02	2.94E-03	2.18E-02	1.79E-02	6.82E-06	2.32E-02	3.22E-02
1:Del:T:1	1.19E-08	9.06E-05	7.58E-04	1.40E-03	5.51E-03	1.06E-02	1.98E-03	5.05E-03	3.43E-04	2.17E-02	1.00E-02	2.75E-02	1.02E-03	9.44E-03	2.18E-02	2.22E-04	7.04E-03	1.01E-02
1:Del:T:2	2.16E-04	3.35E-05	8.64E-04	1.60E-03	9.03E-03	2.03E-04	8.05E-05	0.00E+00	1.53E-03	5.05E-03	3.85E-02	2.31E-02	6.80E-04	1.51E-02	1.30E-02	1.69E-02	1.06E-02	5.99E-03
1:Del:T:3	0.00E+00	5.79E-04	2.22E-03	0.00E+00	1.20E-02	6.82E-04	2.06E-03	6.25E-04	1.40E-46	5.33E-02	1.81E-02	2.76E-02	1.02E-27	1.87E-02	3.64E-03	3.62E-02	1.57E-02	1.11E-02
