NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	47.806	15.315	11.546	9.604	0.091	0.993	30000.0
2	46.205	14.668	10.808	8.864	0.088	0.995	40000.0
3	48.589	15.527	12.343	10.069	0.089	0.993	90000.0
4	46.088	14.609	10.66	8.844	0.088	0.994	40000.0
5	47.221	15.179	11.257	9.24	0.091	0.994	50000.0
6	44.774	14.384	10.665	8.849	0.091	0.994	40000.0
7	49.579	15.689	11.813	9.747	0.09	0.993	30000.0
8	47.699	15.168	11.383	9.321	0.09	0.994	40000.0
9	50.2	15.843	12.23	9.959	0.092	0.993	60000.0
10	49.463	15.648	12.108	9.748	0.091	0.993	30000.0
