Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V37	10	1	1	30	23	16	5	30	21	12	0	0	0	2	10	2	0	0	0	0
V38	0	25	15	0	0	0	21	0	3	4	0	4	2	1	5	0	0	5	0	8
V39	6	2	11	9	0	4	1	5	0	0	1	0	0	2	1	0	0	0	8	0
V40	12	14	30	41	3	24	0	5	2	0	1	2	0	4	2	3	4	0	14	0
V41	81	13	133	30	12	22	7	15	40	14	0	1	14	1	9	0	0	0	15	21
V42	514	0	4	34	1	16	0	12	14	1	2	40	0	79	8	1	23	2	0	0
V43	5	113	0	128	40	58	0	43	0	12	20	13	10	3	10	9	0	1	0	1
V44	94	128	2	22	51	31	6	9	35	1	0	0	6	0	38	46	13	12	0	0
V45	0	42	17	16	0	11	29	2	0	0	8	6	19	6	6	0	0	0	35	0
V46	14	3	2	207	2	71	0	192	21	7	7	55	6	62	0	0	0	0	0	0
V47	19	6	31	27	1	13	0	10	0	0	0	0	0	0	3	0	0	1	0	11
V48	0	5	0	0	11	0	6	0	10	4	1	0	19	1	9	3	0	0	0	2
V49	2	3	0	11	51	2	0	4	9	13	4	11	24	17	13	0	0	1	0	0
V50	0	33	0	6	3	21	22	20	0	3	0	0	0	22	11	24	0	4	0	6
V51	66	11	5	46	64	17	11	15	7	74	2	3	24	6	17	1	5	1	0	0
V52	50	0	12	0	0	0	0	0	0	0	9	0	0	0	0	2	7	1	9	7
V53	1	4	11	32	4	29	0	30	0	1	3	32	0	15	3	0	4	0	0	0
V54	6	8	40	54	2	12	0	44	25	1	0	0	0	0	2	0	0	4	0	0
V55	120	0	6	0	43	0	0	1	7	40	7	0	39	5	21	1	7	0	0	0
V56	0	2	1	32	11	27	0	17	18	2	0	0	5	7	1	7	0	1	0	3
V57	35	30	13	18	25	9	7	20	18	4	18	25	0	19	7	19	0	0	0	8
V58	13	65	3	4	16	2	0	8	14	2	1	0	19	1	9	8	0	0	0	1
V59	401	102	0	14	4	12	0	8	0	0	16	7	11	0	1	19	0	12	0	26
V60	55	27	0	0	0	0	0	0	0	0	0	1	0	0	0	9	3	10	1	11
V61	1	23	127	5	46	0	28	2	5	15	0	4	0	12	3	21	6	0	10	0
V62	149	42	96	185	3	169	2	140	19	2	0	3	0	0	2	0	69	0	0	0
V63	69	0	166	10	97	1	137	3	13	35	51	0	54	0	11	0	0	1	0	0
V64	54	2	9	3	5	3	0	1	0	0	0	3	0	0	2	2	1	0	0	0
V65	28	7	8	3	103	2	32	2	12	41	0	13	91	0	60	0	0	3	0	1
V66	22	5	0	258	5	88	0	35	24	0	0	9	0	25	1	0	7	0	0	0
V67	0	17	6	10	59	2	222	0	13	42	11	0	15	0	20	24	0	2	0	0
V68	65	27	0	10	35	7	39	9	9	8	0	2	0	3	8	10	5	0	0	0
V69	9	17	77	298	57	113	115	81	34	24	39	16	4	0	27	2	0	5	0	0
V70	0	33	6	0	7	3	2	0	3	0	1	11	0	12	0	0	0	15	0	0
V71	42	0	6	69	50	74	66	36	27	19	0	1	24	1	0	2	19	0	0	0
V72	160	3	1	3	27	1	0	1	12	25	8	3	26	1	3	4	0	4	0	12
V73	25	157	18	0	0	1	16	1	0	0	0	1	0	5	8	0	8	0	1	1
V74	131	57	0	0	19	0	22	0	0	3	0	14	3	19	0	16	4	48	3	16
V75	20	0	70	32	43	3	15	4	18	8	6	0	50	3	20	9	21	0	21	0
V76	77	10	79	4	5	1	19	1	0	14	26	20	0	27	1	0	3	1	25	0
V77	16	9	148	72	29	41	17	31	10	20	16	7	11	12	1	0	2	0	23	0
V78	23	3	0	1	0	0	0	0	0	0	21	12	2	9	0	0	0	0	0	0
V79	154	62	1	6	22	8	0	9	0	5	9	23	12	21	6	20	0	15	0	12
V80	89	107	14	21	30	8	0	9	1	10	14	52	9	55	0	7	18	8	0	0
V81	18	11	6	0	10	0	21	2	4	10	0	9	0	35	5	12	0	0	0	29
V82	203	169	7	2	91	0	44	3	0	12	100	35	37	33	33	13	13	62	0	0
V83	2	71	25	0	0	2	0	0	0	3	44	23	6	54	0	4	0	1	0	0
V84	306	0	3	0	8	2	2	3	0	2	0	1	0	3	8	0	65	0	0	24
V85	6	0	5	15	7	1	2	7	0	4	7	12	7	9	6	0	0	1	0	0
V86	0	142	1	1	0	2	0	3	0	6	17	21	0	21	0	27	0	7	0	3
V87	69	25	0	11	18	4	21	11	28	0	0	0	12	0	15	0	11	1	0	0
V88	0	146	1	10	17	2	25	0	8	4	0	9	10	0	5	1	0	18	0	11
V89	53	79	53	6	0	17	0	9	0	0	9	8	0	0	0	14	5	13	56	8
V90	2	5	9	52	93	16	46	21	79	66	0	5	81	4	40	0	0	0	0	17
V91	36	61	49	8	1	4	3	1	11	0	13	14	0	0	0	8	0	1	0	7
V92	34	116	126	36	10	13	0	3	2	3	0	13	10	0	3	22	0	21	0	0
V93	14	0	21	25	0	38	0	16	7	0	0	11	0	8	1	0	1	0	0	2
V94	2	43	1	19	4	9	0	12	17	20	71	39	35	56	2	0	0	18	0	0
V95	15	35	9	48	4	20	0	34	9	3	0	2	0	0	2	0	1	11	0	0
V96	16	98	0	35	1	21	0	24	6	3	0	2	0	4	1	3	0	7	0	6
V97	4	0	5	0	7	0	0	0	3	5	60	12	0	0	0	0	0	0	0	0
V98	48	9	82	15	18	3	3	4	15	16	44	15	10	21	0	0	0	2	0	0
V99	23	12	5	10	3	1	0	0	11	7	18	22	5	5	2	12	6	0	0	0
V100	7	23	39	1	45	1	8	0	45	9	15	16	19	1	18	9	0	12	11	0
