Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	126	10	19	8	135	47	0	4	0	0	0
V2	0	15	82	14	61	51	12	11	8	1	0
V3	160	29	48	20	11	0	9	5	19	0	0
V4	17	45	120	0	48	140	6	0	5	5	0
V5	3	78	52	13	23	0	3	10	0	0	13
V6	2	3	250	82	29	0	4	57	2	12	14
V7	104	0	599	115	26	0	17	79	0	122	7
V8	1	57	40	32	2	118	2	0	16	5	0
V9	0	45	0	53	132	8	2	46	0	0	0
V10	45	226	9	4	19	0	5	0	0	27	0
V11	90	21	99	13	21	0	0	18	0	0	0
V12	262	24	5	7	0	27	14	5	0	0	0
V13	18	154	0	24	57	13	2	0	8	12	0
V14	14	118	40	57	9	2	1	0	2	0	44
V15	60	28	15	39	1	60	43	5	4	7	19
V16	63	15	0	45	37	164	0	20	0	0	20
V17	0	55	1	35	5	0	28	0	0	0	10
V18	26	0	0	45	20	6	0	20	2	0	32
V19	10	0	126	11	55	1	10	31	1	0	11
V20	43	7	11	33	49	44	35	0	34	0	0
V21	19	27	135	6	112	67	30	9	27	0	0
V22	37	82	92	64	28	5	5	31	0	0	2
V23	16	0	10	235	15	0	15	0	39	0	2
V24	39	43	0	16	0	11	0	22	4	0	6
V25	41	157	105	103	0	0	14	50	0	14	0
V26	23	281	9	9	0	0	13	0	0	11	0
V27	43	190	44	8	0	6	22	1	0	0	8
V28	18	301	0	38	28	19	40	30	9	27	8
V29	218	4	103	0	5	0	3	0	1	2	0
V30	177	0	0	4	129	41	0	70	9	0	19
V31	44	60	3	17	0	0	0	21	21	0	8
V32	15	19	57	0	27	23	41	0	12	24	0
V33	0	3	35	43	112	58	131	0	121	0	0
V34	14	2	13	10	21	21	13	0	16	0	3
V35	28	76	0	15	0	0	1	6	2	0	2
V36	0	2	1	33	24	29	5	0	4	0	10
V37	0	50	55	21	21	4	65	2	14	64	0
V38	252	80	75	22	0	9	10	12	0	0	0
V39	358	0	0	17	5	86	17	22	0	0	0
V40	1	4	0	118	116	74	0	15	41	23	0
V41	10	17	25	0	0	22	0	16	0	0	0
V42	37	22	169	19	57	61	0	0	1	68	0
V43	1	0	0	52	44	4	20	5	11	0	0
V44	120	161	46	4	3	47	0	0	0	5	20
V45	18	282	0	0	21	13	14	7	12	0	7
V46	25	21	84	7	0	0	0	0	22	0	7
V47	9	9	0	34	61	37	43	0	77	0	0
V48	0	7	0	11	27	7	4	0	14	16	4
V49	0	54	71	20	21	44	4	0	11	0	0
V50	22	5	131	0	3	0	0	17	13	0	8
V51	64	0	131	44	32	14	118	0	93	19	0
V52	16	28	226	52	0	1	29	0	14	6	10
V53	2	85	89	100	52	0	32	9	0	0	4
V54	0	4	60	107	0	0	0	17	17	0	11
V55	26	0	4	51	44	46	85	0	3	0	0
V56	37	41	7	0	0	15	0	4	1	0	0
V57	0	45	87	2	73	118	0	0	0	4	0
V58	21	6	14	0	1	0	1	4	14	0	1
V59	2	41	3	18	11	0	0	5	12	7	0
V60	91	4	11	13	0	0	18	34	18	0	0
V61	59	74	0	0	1	15	5	44	0	0	0
V62	10	0	84	84	125	17	11	27	19	0	19
V63	365	0	3	2	40	0	42	133	41	0	0
V64	0	14	18	83	103	0	20	0	0	19	5
V65	0	1	15	1	0	1	8	3	2	0	0
V66	207	1	17	2	25	0	23	0	93	0	15
V67	32	3	16	60	0	0	0	4	11	0	0
V68	14	41	10	0	63	11	0	28	3	0	4
V69	182	121	0	23	0	0	6	24	0	0	0
V70	51	26	171	137	0	0	0	42	0	0	6
V71	0	244	3	293	82	0	7	0	13	53	45
V72	12	152	0	227	0	0	1	7	0	0	13
V73	24	10	71	7	154	72	2	59	12	0	0
V74	61	0	204	54	19	0	14	30	48	14	9
V75	260	58	0	25	28	0	9	25	3	0	0
V76	19	169	10	44	20	43	19	0	0	58	0
V77	84	0	60	56	12	0	38	0	68	0	0
V78	54	1	0	41	16	3	16	0	16	38	3
V79	20	170	26	1	7	0	0	0	18	28	0
V80	492	0	92	37	0	0	0	93	0	0	3
V81	32	13	93	252	0	0	0	0	8	29	17
V82	29	4	10	125	4	34	32	9	40	0	0
V83	46	3	0	56	73	124	0	7	0	0	13
V84	0	41	8	109	49	35	0	0	0	3	31
V85	3	53	7	35	50	36	2	0	4	0	0
V86	2	181	18	0	9	21	3	0	2	4	0
V87	2	93	22	107	9	42	183	12	18	0	0
V88	15	113	9	33	13	0	0	2	4	0	3
V89	6	39	4	1	13	0	86	0	0	21	0
V90	200	11	243	19	0	0	34	81	0	0	18
V91	153	0	101	52	23	0	18	46	7	12	0
V92	206	170	161	185	14	0	0	22	0	0	64
V93	2	4	92	9	0	0	3	10	0	0	7
V94	23	1	99	73	27	0	0	24	0	9	0
V95	69	52	36	0	3	0	3	6	1	0	1
V96	107	0	0	33	25	25	20	2	0	0	3
V97	42	26	0	6	130	0	48	19	36	0	0
V98	26	153	0	104	35	47	0	3	0	11	0
V99	0	95	3	57	11	0	0	0	0	0	19
V100	53	7	14	34	80	18	29	0	34	0	0
