Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83B	ID83F
V1	1:Del:C:0	0.024332336134301323	0.0	0.0	0.0	0.15500490923306245	0.8206627546326363
V1	1:Del:C:1	0.19472489902081846	0.0	0.0	0.0	0.5456328441172045	0.259642256861977
V1	1:Del:C:2	7.986670556729792e-18	0.0	0.0	0.0	0.9963304493584102	0.0036695506415897385
V1	1:Del:C:3	0.49468339223994773	0.0	0.0	0.0	0.5053166077600522	0.0
V1	1:Del:C:4	0.32702749929031943	0.0	0.0	0.0	0.08737221796827505	0.5856002827414055
V1	1:Del:C:5	0.9475365167957175	0.0	0.0	0.0	0.05246348320428248	0.0
V1	1:Del:T:0	0.3610882446649092	0.0	0.0	0.0	0.023790567311371413	0.6151211880237193
V1	1:Del:T:1	2.8343296573391645e-14	0.0	0.0	0.0	0.4857113513895867	0.514288648610385
V1	1:Del:T:2	0.31609354599470585	0.0	0.0	0.0	0.14841695016720782	0.5354895038380862
V1	1:Del:T:3	0.5836108917334359	0.0	0.0	0.0	0.0994912142646751	0.31689789400188884
V1	1:Del:T:4	0.4417980581563103	0.0	0.0	0.0	0.4189509625532283	0.1392509792904614
V1	1:Del:T:5	2.4309821854276737e-12	0.0	0.0	0.0	0.8237191128513013	0.1762808871462677
V1	1:Ins:C:0	3.6871103848527184e-14	0.0	0.0	0.0	0.9980470401010472	0.001952959898915983
V1	1:Ins:C:1	9.296533848821536e-15	0.0	0.0	0.0	7.004926976371886e-05	0.999929950730227
V1	1:Ins:C:2	2.063619448313352e-14	0.0	0.0	0.0	0.00033154601654413363	0.9996684539834353
V1	1:Ins:C:3	0.6354683503471454	0.0	0.0	0.0	0.3642677003401898	0.00026394931266466936
V1	1:Ins:C:4	0.002467027236696947	0.0	0.0	0.0	0.9975325885781827	3.8418512038304527e-07
V1	1:Ins:C:5	0.9603605533698967	0.0	0.0	0.0	0.012038544314246263	0.027600902315857125
V1	1:Ins:T:0	0.5477155828026287	0.0	0.0	0.0	0.1416368145775351	0.3106476026198362
V1	1:Ins:T:1	0.9901979796412244	0.0	0.0	0.0	0.009802020358775636	2.0458905756895806e-42
V1	1:Ins:T:2	0.15630542047361615	0.0	0.0	0.0	0.0	0.8436945795263838
V1	1:Ins:T:3	0.9294092544593333	0.0	0.0	0.0	0.029003632786883175	0.04158711275378347
V1	1:Ins:T:4	0.6098361024227295	0.0	0.0	0.0	0.3703976901868531	0.019766207390417512
V1	1:Ins:T:5	0.9993624250211389	0.0	0.0	0.0	9.43495867924053e-07	0.0006366314829931318
V1	2:Del:R:0	0.9994942951915101	0.0	0.0	0.0	0.0004604148967792042	4.528991171071544e-05
V1	2:Del:R:1	0.3422195298372284	0.0	0.0	0.0	0.6577804701627716	2.335723375833657e-44
V1	2:Del:R:2	0.999896853246742	0.0	0.0	0.0	0.00010314675325793699	0.0
V1	2:Del:R:3	0.9999001832849076	0.0	0.0	0.0	2.1403679260894434e-05	7.841303583153585e-05
V1	2:Del:R:4	0.14247815808260506	0.0	0.0	0.0	0.00010907207685309508	0.8574127698405418
V1	2:Del:R:5	5.980961390919628e-15	0.0	0.0	0.0	0.2736844543695829	0.7263155456304112
V1	3:Del:R:0	0.2507009488507011	0.0	0.0	0.0	0.15728028626697746	0.5920187648823214
V1	3:Del:R:1	0.9730934385351406	0.0	0.0	0.0	1.1801674772764798e-06	0.026905381297382052
V1	3:Del:R:2	0.32427500669690534	0.0	0.0	0.0	0.34293780523316164	0.33278718806993307
V1	3:Del:R:3	0.9998785114359194	0.0	0.0	0.0	9.983873520347221e-05	2.164982887709728e-05
V1	3:Del:R:4	4.870002746350022e-12	0.0	0.0	0.0	0.18085578785124243	0.8191442121438874
V1	3:Del:R:5	4.593957634270603e-12	0.0	0.0	0.0	0.5078028528483147	0.49219714714709145
V1	4:Del:R:0	0.08033314545966665	0.0	0.0	0.0	0.7781561402487892	0.14151071429154408
V1	4:Del:R:1	0.41580972007284944	0.0	0.0	0.0	0.3203097265959685	0.26388055333118204
V1	4:Del:R:2	0.009803780226937894	0.0	0.0	0.0	0.9901198156472402	7.640412582191865e-05
V1	4:Del:R:3	7.23204240130168e-12	0.0	0.0	0.0	0.3239094682594153	0.6760905317333528
