De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID9 (100.00%), 6.75,  3.77, 0.036, 1.00, 1.00
Signature 83-B, Signature ID2 (100.00%), 6.19,  1.21, 0.064, 1.00, 1.00
Signature 83-C, Signature 83-C, 0, 0, 0, 1, 1
Signature 83-D, Signature ID1 (100.00%), 7.56,  1.88, 0.236, 1.00, 1.00
Signature 83-E, Signature ID8 (100.00%), 25.48,  10.62, 0.091, 0.99, 0.99
Signature 83-F, Signature 83-F, 0, 0, 0, 1, 1
