Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V85	324	28	48	56	27	17	1	8	12	24	19	22	9
V86	64	0	35	39	20	18	0	44	18	0	54	6	0
V87	186	70	56	62	9	5	4	0	24	9	10	0	38
V88	70	0	1	13	8	20	0	0	2	0	9	0	0
V89	34	84	17	2	0	8	0	6	2	0	17	22	0
V90	189	1	19	0	35	0	0	3	3	0	0	0	0
V91	14	110	111	17	6	0	39	1	0	23	10	0	20
V92	138	16	9	23	0	7	125	51	7	23	13	0	5
V93	19	26	61	33	1	25	0	0	25	0	6	0	0
V94	18	17	2	8	0	0	1	0	16	3	5	0	8
V95	0	145	0	51	0	1	2	6	59	0	43	0	13
V96	10	3	109	41	36	25	4	0	49	26	8	0	0
V97	8	13	3	15	2	1	8	25	0	17	8	0	0
V98	178	25	53	1	0	0	2	25	0	12	7	55	0
V99	29	4	25	47	27	21	0	3	7	0	0	0	0
V100	256	4	1	9	16	20	28	163	0	0	8	0	0
