Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	71	4	15	12	72	59	26	0	0	57	8	0	0
V2	54	7	45	111	22	49	0	0	32	3	63	0	0
V3	78	89	73	11	23	42	93	15	0	47	0	0	0
V4	16	20	40	8	28	39	13	12	12	17	13	0	21
V5	51	118	6	0	9	3	9	9	5	0	14	0	4
V6	40	0	97	1	29	1	5	16	3	0	4	0	0
V7	23	7	33	12	0	2	56	0	0	81	0	0	0
V8	61	1	15	0	23	73	15	0	0	8	0	0	0
V9	194	33	4	12	77	21	0	0	0	0	3	24	0
V10	40	38	69	9	126	0	15	40	0	17	0	0	6
V11	3	49	0	0	35	19	1	0	0	2	0	0	0
V12	34	53	4	6	22	7	23	26	0	24	11	0	0
V13	0	40	30	0	2	0	0	0	11	5	1	13	13
V14	22	8	109	13	13	4	15	0	11	0	0	3	5
V15	72	29	0	31	27	33	5	6	52	0	32	0	5
V16	9	15	2	36	32	27	40	16	36	6	11	0	0
V17	16	18	28	0	3	23	4	0	0	27	1	11	0
V18	134	78	18	23	4	2	9	111	31	0	11	0	23
V19	104	14	3	4	2	0	56	31	0	12	13	0	0
V20	9	3	30	0	99	75	2	0	0	0	0	0	0
V21	240	13	20	11	29	66	0	26	3	0	5	0	0
V22	63	134	39	65	50	77	76	22	0	33	0	127	42
V23	23	61	44	0	51	30	0	0	7	12	6	62	0
V24	184	18	2	36	30	52	6	5	43	17	19	0	0
V25	0	23	25	0	66	46	35	26	0	54	1	0	49
V26	5	61	3	0	35	26	7	14	0	2	2	0	0
V27	15	15	2	3	112	61	2	0	0	19	3	0	0
V28	211	1	133	1	0	0	2	0	0	36	0	0	1
V29	17	27	127	26	14	53	11	0	131	37	31	0	12
V30	44	8	9	16	36	61	103	0	0	45	25	0	0
V31	2	49	8	0	11	22	0	0	0	0	3	0	0
V32	4	42	31	0	40	15	0	0	3	7	1	5	0
V33	68	58	3	3	14	12	14	31	22	0	0	10	0
V34	10	34	35	1	0	5	2	1	10	4	5	0	34
V35	38	22	0	0	47	66	26	0	0	0	1	0	0
V36	74	8	43	15	2	5	0	6	44	0	8	0	13
V37	147	504	5	0	3	0	8	43	4	19	8	97	0
V38	129	16	0	13	1	0	7	13	0	0	12	0	4
V39	7	0	0	36	7	29	2	30	31	0	14	0	31
V40	9	6	20	27	197	0	14	0	8	7	2	0	0
V41	49	0	117	133	5	5	9	11	30	0	24	0	132
V42	0	18	153	3	5	28	4	0	1	1	9	7	2
V43	55	40	32	47	7	15	28	31	0	7	114	0	0
V44	97	27	0	6	0	0	32	68	0	0	3	0	0
V45	0	21	205	0	57	13	0	0	3	0	3	21	0
V46	8	208	38	0	17	65	10	0	3	11	1	30	0
V47	23	109	74	23	26	0	19	0	53	60	6	0	3
V48	0	33	108	63	11	15	0	10	31	6	11	15	0
V49	20	168	44	7	18	1	32	0	13	4	14	26	1
V50	12	12	14	0	8	0	5	10	2	1	2	0	11
V51	132	226	15	18	4	0	66	101	45	55	0	212	0
V52	180	0	138	16	4	8	12	13	20	37	5	0	27
V53	257	6	0	3	55	15	64	11	9	0	0	2	7
V54	125	0	32	43	3	1	44	66	9	3	33	4	0
V55	99	5	47	26	4	0	12	4	24	0	13	0	0
V56	3	59	6	0	12	22	4	0	10	3	0	7	0
V57	115	196	125	21	3	5	18	121	0	0	3	0	2
V58	295	0	64	7	1	10	48	0	0	0	7	0	25
V59	15	9	84	51	39	19	17	0	0	3	35	0	9
V60	44	55	105	1	0	1	0	0	0	6	0	0	29
V61	228	86	0	196	7	27	4	66	61	0	16	0	63
V62	0	0	41	4	3	0	3	5	2	0	8	0	37
V63	12	44	19	20	69	40	110	0	4	20	30	0	0
V64	9	1	4	0	14	6	25	0	0	27	0	0	0
V65	32	30	73	21	3	14	11	9	2	18	17	0	0
V66	67	4	0	13	24	7	47	34	0	160	16	0	0
V67	8	33	102	27	3	14	21	5	42	0	33	0	62
V68	0	2	2	0	39	96	0	0	0	0	0	0	0
V69	5	8	13	0	4	3	12	0	0	0	6	0	0
V70	435	42	44	0	20	116	0	0	0	0	0	0	0
V71	46	49	0	9	48	12	10	29	0	0	8	0	0
V72	11	268	150	0	0	0	0	0	30	0	1	9	0
V73	25	96	5	63	22	94	0	0	39	0	57	0	0
V74	4	6	65	0	21	42	1	0	0	0	0	0	0
V75	6	0	87	94	0	0	0	51	78	0	37	0	56
V76	100	0	32	101	21	12	4	0	5	6	0	28	0
V77	17	27	2	27	26	2	15	0	7	0	1	34	0
V78	66	61	17	3	31	2	3	6	0	0	0	0	0
V79	58	61	23	12	30	53	43	14	14	41	17	0	0
V80	81	9	109	19	0	3	0	0	0	0	0	38	46
V81	28	1	31	165	18	9	49	42	48	10	17	0	0
V82	94	68	4	26	6	13	19	59	11	17	3	0	8
V83	24	0	4	0	6	0	6	0	0	15	7	0	0
V84	16	195	0	57	0	5	46	5	14	25	21	0	10
