Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	48	145	0	88	0	0	124	2	25	3	0	30	0
V2	69	94	199	3	31	0	0	184	0	0	0	0	7
V3	517	113	0	69	0	34	31	0	0	0	77	0	0
V4	3	0	82	5	0	8	13	70	16	0	0	0	13
V5	77	5	6	0	11	0	0	18	9	0	0	31	34
V6	64	8	0	246	208	2	0	22	82	0	32	0	14
V7	0	0	37	36	19	0	0	0	25	0	0	3	0
V8	235	0	28	0	35	0	0	5	8	0	96	53	1
V9	27	48	0	57	4	3	5	0	53	0	0	0	0
V10	0	8	85	0	0	15	0	66	0	17	0	10	0
V11	53	14	64	29	0	0	0	0	40	0	0	23	0
V12	0	221	10	0	3	0	204	0	0	0	0	0	0
V13	320	72	5	0	0	113	57	0	4	45	27	30	0
V14	179	49	0	20	4	0	46	0	32	0	0	0	0
V15	20	10	84	0	110	6	0	30	0	3	0	107	0
V16	124	40	1	0	3	46	0	0	1	0	36	4	5
V17	6	2	8	21	48	167	0	7	0	0	0	0	26
V18	0	0	21	17	36	15	0	26	0	0	0	22	0
V19	4	0	55	4	119	182	8	0	15	125	0	0	0
V20	14	53	0	25	17	9	0	0	26	0	0	0	2
V21	0	579	83	92	21	19	87	3	42	98	0	0	0
V22	17	70	6	10	11	0	71	10	11	31	0	15	0
V23	2	1	0	18	0	4	0	0	0	0	2	7	0
V24	19	0	0	19	127	54	0	0	0	18	0	55	0
V25	60	266	32	21	0	0	386	25	0	12	0	0	0
V26	39	0	40	66	40	16	52	14	0	0	8	32	0
V27	0	332	18	0	0	0	34	0	0	40	0	0	0
V28	0	11	89	153	36	217	0	0	83	0	0	25	54
V29	20	4	0	79	2	0	0	0	25	2	23	0	0
V30	0	110	9	82	0	3	30	37	0	0	0	0	46
V31	119	0	60	17	10	69	0	38	20	58	0	0	0
V32	0	69	5	0	14	8	0	0	0	0	0	4	1
V33	4	7	2	0	1	94	0	0	0	23	0	17	0
V34	87	1	0	51	12	0	0	3	100	0	0	0	0
V35	276	0	23	65	9	7	5	0	52	11	0	4	0
V36	147	73	0	50	35	0	0	6	24	0	33	0	13
V37	70	0	0	342	84	31	10	0	186	0	30	0	0
V38	291	27	0	185	121	55	103	0	145	0	10	0	0
V39	181	250	0	4	36	0	0	0	0	0	130	0	16
V40	0	54	106	14	30	0	31	126	61	0	0	0	0
V41	200	3	168	1	81	0	0	111	6	0	69	0	31
V42	12	2	97	0	1	80	4	30	0	58	1	0	0
V43	15	41	62	5	0	157	0	0	20	0	0	0	58
V44	26	108	95	2	3	87	0	52	3	64	0	15	0
