MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	3.88E-03	1.19E-04	3.59E-02	3.56E-02
1:Del:C:1	1.62E-03	8.75E-09	7.60E-03	8.03E-03
1:Del:C:2	2.13E-03	1.13E-03	4.80E-03	4.17E-04
1:Del:C:3	3.23E-02	1.58E-02	7.17E-02	3.04E-04
1:Del:C:4	2.89E-04	4.55E-04	1.07E-03	1.15E-03
1:Del:C:5	9.99E-05	7.36E-04	3.57E-04	4.01E-04
1:Del:T:0	1.19E-03	9.52E-04	8.42E-03	9.21E-03
1:Del:T:1	6.30E-04	2.19E-04	4.38E-03	4.15E-03
1:Del:T:2	1.02E-03	1.14E-03	5.85E-03	6.99E-03
1:Del:T:3	1.62E-03	1.11E-03	1.20E-02	1.16E-02
1:Del:T:4	1.77E-03	2.42E-03	9.58E-03	1.13E-02
1:Del:T:5	9.81E-08	4.01E-02	1.23E-03	2.81E-03
1:Ins:C:0	1.34E-04	6.72E-05	2.61E-04	2.05E-04
1:Ins:C:1	1.00E-04	9.11E-05	3.82E-04	2.66E-04
1:Ins:C:2	9.70E-05	4.55E-09	2.65E-04	1.69E-04
1:Ins:C:3	5.39E-06	2.82E-05	7.52E-05	8.09E-05
1:Ins:C:4	8.84E-05	1.89E-04	0.00E+00	1.93E-04
1:Ins:C:5	8.63E-05	5.34E-04	3.02E-04	1.95E-03
1:Ins:T:0	2.47E-04	1.80E-04	1.45E-03	1.29E-03
1:Ins:T:1	2.89E-04	1.35E-04	8.77E-04	1.16E-03
1:Ins:T:2	1.26E-04	1.73E-04	3.50E-04	3.17E-04
1:Ins:T:3	9.69E-05	1.43E-04	2.41E-04	2.73E-04
1:Ins:T:4	3.43E-04	4.74E-04	4.14E-04	1.94E-03
1:Ins:T:5	4.74E-03	3.12E-02	1.50E-03	9.39E-02
2:Del:R:0	2.58E-04	1.59E-04	9.28E-04	1.50E-03
2:Del:R:1	6.16E-04	3.72E-04	1.23E-03	6.84E-04
2:Del:R:2	8.52E-05	2.04E-04	2.91E-04	1.94E-04
2:Del:R:3	4.61E-05	9.39E-05	2.02E-09	7.78E-09
2:Del:R:4	6.25E-09	2.18E-04	9.23E-05	1.10E-04
2:Del:R:5	7.91E-05	3.12E-07	1.29E-04	7.50E-05
3:Del:R:0	1.82E-02	9.00E-03	4.16E-02	1.51E-03
3:Del:R:1	7.20E-05	2.59E-04	8.78E-04	8.36E-04
3:Del:R:2	1.38E-04	1.14E-04	3.18E-04	3.31E-04
3:Del:R:3	2.95E-05	1.24E-04	1.66E-04	8.89E-05
3:Del:R:4	1.00E-08	1.02E-08	2.73E-08	2.41E-08
3:Del:R:5	1.00E-08	1.02E-08	2.73E-08	2.41E-08
4:Del:R:0	3.91E-04	1.82E-08	6.75E-04	6.48E-04
4:Del:R:1	2.30E-04	2.03E-04	4.31E-04	3.36E-04
4:Del:R:2	5.24E-05	1.53E-04	2.66E-04	1.75E-04
4:Del:R:3	3.70E-08	3.45E-08	2.64E-05	5.51E-05
4:Del:R:4	1.00E-08	1.02E-08	2.73E-08	2.41E-08
4:Del:R:5	5.61E-05	4.30E-05	9.52E-06	5.60E-05
5:Del:R:0	1.58E-02	3.65E-04	3.76E-02	2.81E-02
5:Del:R:1	3.49E-05	2.68E-04	1.99E-04	1.10E-04
5:Del:R:2	1.18E-04	6.29E-05	3.61E-04	1.93E-04
