MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	8.16E-04	1.72E-03	7.74E-19	4.69E-02	3.88E-02	2.89E-02	0.00E+00	9.17E-05	3.01E-02	4.05E-02	2.27E-02	8.76E-02	5.74E-02	3.57E-02	2.47E-02	5.01E-02	1.89E-02	2.87E-02	5.30E-03	8.59E-03
1:Del:C:1	1.81E-03	7.99E-08	1.43E-07	2.40E-07	0.00E+00	5.30E-08	4.36E-03	1.71E-06	8.53E-03	4.59E-02	1.35E-02	8.24E-07	3.92E-02	7.93E-07	1.56E-07	3.29E-02	1.10E-02	1.21E-02	2.74E-02	6.41E-03
1:Del:C:2	5.22E-04	8.60E-04	0.00E+00	1.19E-03	8.49E-05	0.00E+00	9.83E-04	0.00E+00	1.31E-03	2.17E-03	0.00E+00	3.32E-04	2.42E-03	0.00E+00	6.79E-08	4.44E-04	6.24E-04	2.68E-03	1.81E-03	8.25E-05
1:Del:C:3	9.21E-03	1.36E-04	3.56E-04	2.83E-03	3.84E-05	4.84E-04	7.24E-04	4.31E-04	6.49E-03	4.16E-03	6.60E-03	2.93E-03	5.56E-03	2.11E-04	5.57E-03	6.76E-04	8.93E-03	5.12E-03	9.91E-03	2.89E-03
1:Del:C:4	2.47E-08	2.54E-08	2.55E-07	7.51E-03	3.89E-02	1.18E-02	7.16E-03	1.46E-37	3.97E-03	4.34E-07	3.05E-07	5.42E-07	2.14E-02	9.44E-06	3.99E-07	7.38E-02	2.44E-07	4.52E-02	1.86E-06	4.77E-02
1:Del:C:5	4.28E-04	7.38E-04	1.71E-03	0.00E+00	0.00E+00	5.38E-04	5.16E-04	4.49E-07	1.47E-03	0.00E+00	0.00E+00	0.00E+00	3.42E-03	2.00E-02	1.85E-03	5.08E-03	1.39E-02	1.36E-02	1.08E-02	9.30E-03
1:Del:T:0	1.06E-03	1.63E-07	1.50E-03	1.73E-07	9.02E-07	2.80E-46	2.17E-06	7.18E-06	5.04E-03	3.94E-02	6.89E-02	1.14E-03	3.00E-02	4.27E-03	3.74E-46	3.75E-02	1.26E-06	2.16E-06	2.03E-02	8.49E-07
1:Del:T:1	2.37E-03	0.00E+00	0.00E+00	1.16E-03	6.92E-03	1.35E-04	4.39E-03	1.25E-02	1.40E-46	4.38E-02	1.53E-02	1.37E-02	1.42E-02	1.48E-02	1.15E-02	4.08E-03	5.24E-03	2.28E-03	9.55E-02	4.61E-03
1:Del:T:2	1.07E-04	1.86E-07	2.80E-46	2.11E-02	4.34E-03	2.78E-06	5.45E-08	2.34E-06	6.94E-46	3.57E-02	2.00E-02	8.71E-03	8.43E-02	2.74E-02	1.56E-03	6.99E-46	2.94E-03	6.15E-03	3.62E-02	2.82E-06
1:Del:T:3	2.08E-08	2.63E-07	3.95E-07	4.01E-08	3.03E-07	1.00E-07	0.00E+00	7.05E-08	1.40E-46	1.60E-02	1.80E-02	9.15E-02	9.10E-03	3.18E-02	4.46E-07	1.93E-02	2.15E-07	1.66E-02	4.48E-07	4.64E-03
