Kest,mean,lowCI.5.,highCI.95.,Sensitivity,Precision,rmse_novel_Sig,rmse_cosmic_Sig,rmse_Signatures,rmse_novel_Theta,rmse_cosmic_Theta,rmse_Weights,mean_cos_sim,rmse_Lambda,rmse_Counts,epsilon,Kused,overdispersion
5,NA,NA,NA,0.8333333333333334,1,0.005472605065024966,0.007486922049627511,0.0064797635573262385,27.683623881715096,42.24809419994637,34.965859040830736,NA,1.7358259759250305,2.4030305605818874,0.001,5,0
5,NA,NA,NA,0.6666666666666666,0.8,0.010941689120752753,0.01332095798033073,0.01213132355054174,54.42169940756512,60.68433498407717,57.55301719582114,NA,3.7054083630713324,3.933443692455325,0.001,5,0
5,NA,NA,NA,0.8333333333333334,1,0.0026833863282658393,0.023805913975864283,0.013244650152065062,7.005820388203428,75.02153821741618,41.013679302809805,NA,4.324251135072082,4.872552936407406,0.001,5,0
5,NA,NA,NA,0.6666666666666666,0.8,0.007098925334993974,0.027415030164700323,0.01725697774984715,14.88549562838638,132.2773205273685,73.58140807787743,NA,5.404626379334393,5.470506199598117,0.001,5,0
5,NA,NA,NA,0.8333333333333334,1,0.0018865848207534695,0.010656758476981687,0.006271671648867578,1.7639832600374254,63.030379146667,32.39718120335221,NA,2.635584080064496,3.1182685533220407,0.001,5,0
5,NA,NA,NA,0.8333333333333334,1,0.003235404691551111,0.009205504945104588,0.006220454818327849,9.96943812745791,58.503215810719944,34.23632696908893,NA,2.3215047260573103,2.8700143086304735,0.001,5,0
5,NA,NA,NA,0.8333333333333334,1,0.006408115396753884,0.007773677785445136,0.00709089659109951,33.71200822060841,50.189924276064204,41.95096624833631,NA,2.351193742970814,2.9382166899734385,0.001,5,0
5,NA,NA,NA,0.6666666666666666,0.8,0.01833624984531149,0.005531151882072139,0.011933700863691814,110.61155832158462,32.56321399863234,71.58738616010848,NA,3.10067910080402,3.3880590631894356,0.001,5,0
5,NA,NA,NA,0.8333333333333334,1,0.002430771412494489,0.009141257713584178,0.005786014563039333,3.3527764909008786,55.254014621278415,29.303395556089647,NA,2.3910860590996057,3.0811605405591536,0.001,5,0
5,NA,NA,NA,0.6666666666666666,0.8,0.007338060020818466,0.009237929422499297,0.008287994721658882,37.939427369984486,71.17567805062208,54.557552710303284,NA,2.2361216096469225,2.7707331775974504,0.001,5,0
6,9.977547835057841e-4,9.82409967924244e-4,0.0010087564348471943,1,1,0.0027019044280498653,0.00398093451238779,0.003341419470218828,6.132892602236719,25.038145854102464,15.585519228169591,0.9899885809901413,1.5604444901550587,2.1453447797074383,0.001,10,0
6,9.939275874866309e-4,9.875312780838403e-4,9.99940123700222e-4,1,1,0.0034571779617261485,0.004684023847972024,0.004070600904849086,5.5901729243203775,21.12810262636468,13.359137775342528,0.9846367279940713,1.346438233517258,1.9914184252820928,0.001,10,0
