Kest,mean,lowCI.5.,highCI.95.,Sensitivity,Precision,rmse_novel_Sig,rmse_cosmic_Sig,rmse_Signatures,rmse_novel_Theta,rmse_cosmic_Theta,rmse_Weights,mean_cos_sim,rmse_Lambda,rmse_Counts,rmse_Lambda_filter,rmse_Counts_filter,epsilon,Kused,overdispersion
6,9.975793608497712e-4,9.943528083236662e-4,0.001002209054745672,1,1,0.0032829049356523977,0.0045363821615746645,0.003909643548613531,1.9284402645627703,44.6502295614593,23.289334913011036,0.9872096183147949,4.8493219288812774,5.576742700070638,4.850019569097358,5.577822969930196,0.001,10,0.15
9,0.0010023562176112119,0.0010023562176112119,0.0010023562176112119,1,0.6666666666666666,0.043569169039403166,0.014655973950341837,0.0291125714948725,28.30384415243811,74.02549715782271,51.16467065513041,NA,8.336010321037113,4.019875933698719,8.331445458016956,4.025387922609768,0.001,10,0.15
6,9.983024755024813e-4,9.959829309748763e-4,0.0010010849998721568,1,1,0.002598571917232369,0.004041096477875582,0.0033198341975539756,4.294202873528997,40.42209194431106,22.35814740892003,0.9884975664085888,3.6621083631067193,5.953505784279104,3.6623265242200005,5.954094082392876,0.001,10,0.15
7,9.905543319738363e-4,9.823919760245253e-4,9.95839289357251e-4,1,0.8571428571428571,0.02585421193662577,0.005570084832705795,0.01571214838466578,9.900781176884413,44.382174675214,27.14147792604921,NA,4.834623455771087,4.525885865506797,4.836009572065789,4.5276314709053285,0.001,10,0.15
7,9.993534289209375e-4,9.88949686150772e-4,0.0010123831165408641,1,0.8571428571428571,0.02785413085468528,0.007071632452742475,0.017462881653713878,9.14594900688861,42.126577905002996,25.6362634559458,NA,4.47051435727823,5.448226894602403,4.471120825017732,5.449559023917176,0.001,10,0.15
6,9.986699846207972e-4,9.915106038499567e-4,0.001010428552689616,1,1,0.002511601625904754,0.004849513063478273,0.0036805573446915133,6.422233500160517,39.455569574115025,22.93890153713777,0.9859679840924671,3.752632380930635,4.877383192664388,3.7525892004421277,4.87842685160979,0.001,10,0.15
7,0.0010068980342247628,0.001004836065196876,0.0010082955146252684,1,0.8571428571428571,0.023852007009531256,0.007629623757857186,0.01574081538369422,13.942266914270352,52.613899642505864,33.27808327838811,NA,5.33031504321245,5.074337335535947,5.330883257518755,5.076140347634386,0.001,10,0.15
6,9.967497884785508e-4,9.83699377761431e-4,0.0010070116721476359,1,1,0.0024720711195563095,0.004388067191098181,0.0034300691553272454,1.4653313972644435,37.73898702185465,19.602159209559545,0.9867933493409929,3.7071144520162997,4.794995976310775,3.7075151184176316,4.795635624656215,0.001,10,0.15
6,9.99233412728397e-4,9.945081146107509e-4,0.0010047789890284267,1,1,0.0023517119071904758,0.00484688572735196,0.003599298817271218,4.728806358445672,43.35122331581582,24.040014837130748,0.9870528623402459,3.8587626925543383,5.079294591794964,3.8590204745377092,5.079842775583958,0.001,10,0.15
6,0.0010033897862538027,9.882732376161056e-4,0.001013323474227507,1,1,0.003907856939366511,0.0040322989830435295,0.003970077961205021,1.6433411123135673,46.41552524692623,24.029433179619897,0.988235933915875,4.657729951186338,5.5506765071041055,4.6584713536592135,5.551504815973919,0.001,10,0.15
6,0.0010011094466743761,9.90990022852752e-4,0.0010074223339057587,1,1,0.004261669446087487,0.0035175040030556966,0.003889586724571592,2.378461856154746,36.23039501655189,19.304428436353316,0.9870456050942816,3.6004922762637723,5.142447790630921,3.60074909887894,5.143196046387445,0.001,10,0.15
7,0.0010026635810266849,9.997630428124928e-4,0.0010075606303841444,1,0.8571428571428571,0.021856408337781706,0.009590855861519485,0.015723632099650595,25.81394421937963,68.06876253337025,46.941353376374934,NA,6.708683559209565,5.2970027499275645,6.7076218738702105,5.300509604757032,0.001,10,0.15
6,0.0010006334398832105,9.895907235234179e-4,0.0010118431463612978,1,1,0.0028794567143102107,0.004805141084211029,0.00384229889926062,2.634211723204057,45.37086156088179,24.002536642042926,0.9887262710987392,4.361332994576652,5.997848212620586,4.361381569885565,5.998880772201008,0.001,10,0.15
6,0.0010001543888487681,9.863329451081267e-4,0.0010085587304086616,1,1,0.00253973213701754,0.0041090404139152515,0.0033243862754663957,4.093719907757012,35.81077253511774,19.952246221437377,0.9900436980169631,3.4726391805813224,5.345149286901292,3.47259963089689,5.345813346030644,0.001,10,0.15
7,0.0010021517306457966,9.96205073172988e-4,0.0010075520691477952,1,0.8571428571428571,0.029365998947180175,0.006378343476194551,0.01787217121168736,12.92629268386057,52.88300667144623,32.9046496776534,NA,7.128934050145873,5.96980546554234,7.131747757760319,5.970297073065916,0.001,10,0.15
7,0.0010036016206422431,9.995851252288523e-4,0.0010078891681621171,1,0.8571428571428571,0.02507925865074883,0.00523232359110231,0.01515579112092557,4.665026227993275,42.103085362262156,23.384055795127715,NA,4.124188371738067,4.182451611494732,4.124065729552091,4.18397492483353,0.001,10,0.15
7,0.0010031711885235101,0.00099340369363950555,0.0010136775744654125,1,0.8571428571428571,0.026712578184038924,0.0062361632154014635,0.016474370699720194,10.538541161862678,51.50773181209076,31.023136486976718,NA,5.4198709222954236,5.941845436492685,5.422531657041711,5.942682786326075,0.001,10,0.15
6,0.0010046491913406046,9.980343889805592e-4,0.0010097692446017843,1,1,0.0025501581705329734,0.004543809522685972,0.0035469838466094727,5.451745646305474,39.5815341662103,22.516639906257886,0.9839954688599856,3.221186837763743,5.211983647091206,3.221607004088881,5.212750465365824,0.001,10,0.15
7,9.957507295563115e-4,9.903222318089575e-4,9.991228295822131e-4,1,0.8571428571428571,0.020322936732517508,0.007538936781430874,0.013930936756974191,15.235469259885368,56.02219468466126,35.62883197227331,NA,4.521643852913756,5.104385050663021,4.522066003094031,5.107697012192654,0.001,10,0.15
6,9.9926535659364e-4,9.923679702731213e-4,0.0010061842759544353,1,1,0.0024876191562629747,0.004178326690924603,0.0033329729235937887,3.301900673191337,42.26066697220027,22.781283822695805,0.9859490973181512,4.291763604982172,5.739124669732153,4.291820007382201,5.739824598435578,0.001,10,0.15
7,0.001002847447209842,9.973807765930385e-4,0.0010113601717492667,1,0.8571428571428571,0.029759309297435022,0.0054781158094832985,0.017618712553459162,14.368190217722546,40.647290592005504,27.507740404864023,NA,5.187264169055635,4.689175721160048,5.188211885715227,4.690279292373019,0.001,10,0.15
6,0.0010019099761438871,9.933450322378895e-4,0.00101063028723261,1,1,0.0026875023380121092,0.003451372011763207,0.003069437174887658,2.276261875316707,31.846743685217852,17.06150278026728,0.9910026263994975,3.775047883569434,5.5889840303292555,3.7752670031876776,5.589562930443559,0.001,10,0.15
6,9.974746324165201e-4,9.874991786917627e-4,0.0010035402169338223,1,1,0.003546653654970958,0.003091885188720239,0.0033192694218455985,4.170183472647825,36.17743212004179,20.17380779634481,0.9894931565636901,3.5159912233302077,5.516504945518905,3.5158993920155037,5.517177229476608,0.001,10,0.15
6,0.0010032535169523567,0.0010008173562674086,0.0010052479096310455,1,1,0.002759566399489268,0.00341615484276768,0.0030878606211284737,3.1902474948470974,34.70962825636015,18.949937875603624,0.989899504418793,3.6757951639013493,5.000844389859779,3.676368752831056,5.001185946944176,0.001,10,0.15
6,0.001005399398204977,9.99681434775347e-4,0.0010106531889328132,1,1,0.002550005169431284,0.004591980328179851,0.0035709927488055673,1.6109221261267082,37.94924851428011,19.78008532020341,0.9886269341758968,3.5972785994441976,4.821202951960725,3.5977414538945145,4.821793474029569,0.001,10,0.15
6,9.986994034539857e-4,9.810120181289505e-4,0.0010114850254244994,1,1,0.0029197815836950513,0.003981406732716381,0.0034505941582057163,4.165241094839526,41.57352589348744,22.869383494163486,0.9895388739269418,4.185053162131083,5.831700273422773,4.1852453957321,5.832409190924181,0.001,10,0.15
8,0.0010059000589066579,0.0010050275270204246,0.0010067725907928911,0.8333333333333334,0.625,0.03365449702769802,0.011623935977176257,0.02263921650243714,12.863016505492277,50.97733996810515,31.920178236798712,NA,5.083858255364566,4.108253628973683,5.085012537222416,4.107890278473609,0.001,10,0.15
7,9.958108029530105e-4,9.872293845353385e-4,0.0010028199693572497,1,0.8571428571428571,0.024732566800418812,0.009562978910511215,0.017147772855465013,9.152785068181663,54.20160523915031,31.677195153665988,NA,7.649821569215645,4.643684380314418,7.653025214244372,4.644108426943484,0.001,10,0.15
6,0.0010089222173884508,9.971596729277264e-4,0.0010168099148330878,1,1,0.002749638049533338,0.002923428418950764,0.0028365332342420507,3.9003181959532727,36.22368320609249,20.062000701022882,0.9922620491641826,3.486467569082146,5.451635309267024,3.486428946834045,5.4519536063591305,0.001,10,0.15
7,9.912461439982318e-4,9.890002959186302e-4,9.94392447428669e-4,1,0.8571428571428571,0.024988523228380487,0.006412552462103791,0.01570053784524214,10.842051711836774,53.109912280498236,31.975981996167505,NA,4.633283491202269,4.83736354642286,4.633092373271074,4.838726867546527,0.001,10,0.15
6,9.98413450160226e-4,9.931295692371432e-4,0.001004851990876821,1,1,0.001992317016716818,0.004060774228084462,0.00302654562240064,1.9464783825476801,39.88761646680926,20.917047424678472,0.9877056266454864,3.91960668259862,5.881327694035657,3.9196759446374716,5.8821554658048285,0.001,10,0.15
7,9.983466007523146e-4,9.944838339022448e-4,0.0010044593617633646,1,0.8571428571428571,0.025536100767742077,0.008677217076807148,0.017106658922274615,6.710165933660126,47.96250260353043,27.33633426859528,NA,4.903547922762885,5.095365137773972,4.9041729275910075,5.096578965159005,0.001,10,0.15
6,9.97216658684352e-4,9.92999186833542e-4,0.0010030658642971705,1,1,0.004149838759353057,0.0038960803128274277,0.004022959536090243,2.2806963735063928,33.83134378130296,18.05602007740468,0.990564821930094,3.4487264643999276,4.925239600478939,3.448483703765305,4.925661625633008,0.001,10,0.15
6,9.980440385634476e-4,9.928248213737694e-4,0.0010028247613468571,1,1,0.003324483887718682,0.004575088165000585,0.0039497860263596335,2.1374212272388653,36.37239978163567,19.25491050443727,0.98957720711011,3.5590840210816848,4.680415348661363,3.5590535950873097,4.681209758501051,0.001,10,0.15
6,9.998689864058488e-4,9.917552653592745e-4,0.0010091360628542937,1,1,0.0029152930171490246,0.005038943594572338,0.003977118305860681,2.44270971613852,39.84843710812438,21.145573412131448,0.9836676909599715,3.6255255571828484,4.985680654346139,3.625839602116745,4.986613411017214,0.001,10,0.15
7,9.992415006454794e-4,9.98039561734726e-4,0.001000811387913752,1,0.8571428571428571,0.022266933712024237,0.006043470257825238,0.014155201984924738,9.011581205584852,49.95690621347096,29.484243709527906,NA,4.760379465078856,5.02326571852012,4.760687406390198,5.025046726567469,0.001,10,0.15
6,0.001007427308865663,0.0010006539745771952,0.0010148269968051776,1,1,0.0027533144287697087,0.005325858259250896,0.004039586344010302,2.4477768641549984,40.06527270291735,21.25652478353617,0.9896968621235206,4.066633549081483,5.306479975016436,4.066473882532545,5.307393094073547,0.001,10,0.15
6,0.0010022091382741183,9.898284558024213e-4,0.001016405965201385,1,1,0.003905622289009406,0.0038171979429255567,0.0038614101159674813,3.3657744306212405,29.909622831087972,16.637698630854608,0.9885921421074968,3.2411213594074124,4.633510553463573,3.241108089213039,4.6340283016158565,0.001,20,0.15
7,9.97471693456855e-4,9.93497003821789e-4,0.001005517749709002,1,0.8571428571428571,0.01983661167954515,0.006612830401706148,0.013224721040625649,11.66724296247403,44.64213582115984,28.154689391816934,NA,4.5965092520896285,5.0444028202067095,4.596937617663054,5.046311504843874,0.001,20,0.15
6,0.0010024184246115399,9.87748207554333e-4,0.0010127031348853054,1,1,0.002420521179420865,0.0038907164809795776,0.0031556188302002213,3.5541752461303044,56.62291696117705,30.088546103653677,0.9848892105590787,6.896944904588914,5.779185378586437,6.898775931485829,5.779421623554833,0.001,20,0.15
6,9.992952984187484e-4,9.876816798018674e-4,0.001010032676493047,1,1,0.0031060332733712816,0.0046298430240448475,0.0038679381487080645,2.825064852196067,44.81655560315029,23.820810227673178,0.9871694494559077,4.859718964243392,5.579053751143995,4.859814767560456,5.579954309203617,0.001,20,0.15
8,0.0010013751255951346,9.873516064236234e-4,0.0010139784062041487,1,0.75,0.031903190057207945,0.013033711206854141,0.022468450632031043,23.572807098034218,78.3205660507637,50.94668657439896,NA,7.730704665681139,4.746162362080153,7.7367734102435755,4.749063192858931,0.001,20,0.15
7,9.9877759400604e-4,9.831567931882373e-4,0.0010100330577993875,1,0.8571428571428571,0.028321489240206405,0.005914187905817179,0.01711783857301179,8.889906079294917,39.18126085293879,24.035583466116854,NA,4.313528805479863,5.243932394766126,4.315141219061237,5.245518210357944,0.001,20,0.15
7,9.978310824049997e-4,9.818497021515317e-4,0.0010073681011337622,1,0.8571428571428571,0.0254188711762547,0.00572776131185889,0.015573316244056796,9.777901970139007,44.982665277340374,27.38028362373969,NA,4.85805191263671,4.52091312220076,4.859409697087696,4.522701754644347,0.001,20,0.15
8,0.0010006684749856382,9.883522043509809e-4,0.0010126840210797888,0.8333333333333334,0.625,0.0374136422651214,0.01389771348899039,0.025655677877055895,22.89446265987602,52.8891122758,37.891787467838014,NA,5.296533289006863,4.601490140375982,5.298656681206426,4.605057091083083,0.001,20,0.15
6,9.986344166142108e-4,9.89407393000556e-4,0.0010087405729020413,1,1,0.0025237695139171887,0.005094723118578732,0.00380924631624796,6.052714845402001,39.79975944681663,22.926237146109315,0.9852218468086187,3.757792585896379,4.87622646244168,3.7577876149308245,4.877253093342648,0.001,20,0.15
7,9.994441788192393e-4,9.86112231139951e-4,0.001012576145311181,1,0.8571428571428571,0.024570389495356032,0.006017424191313143,0.015293906843334587,11.14874639951704,48.22569618036232,29.68722128993968,NA,5.457127620578675,4.913208701751711,5.457347828023433,4.915152306412099,0.001,20,0.15
6,0.001003226646085525,9.93908735269787e-4,0.0010133856392617242,1,1,0.0024680110953395956,0.004444713069843441,0.0034563620825915184,1.7887638417811198,37.52596936278242,19.65736660228177,0.9873983444610941,3.7150483741742235,4.79017578066209,3.7152994904689627,4.790713255072618,0.001,20,0.15
6,9.990435610316428e-4,9.901845282288945e-4,0.0010084532816505279,1,1,0.0023454512019993982,0.004869252456629392,0.0036073518293143953,4.984452677520586,43.808919571661406,24.396686124590996,0.9866025713437556,3.863175010732656,5.073043819993783,3.863629670334013,5.073502484728492,0.001,20,0.15
6,9.972975464716467e-4,9.878313783539664e-4,0.0010046205803031834,1,1,0.003947031542901828,0.0039074836193362635,0.003927257581119045,1.8069883142298613,46.183717896979005,23.995353105604433,0.9884364172702869,4.645611438166031,5.551146455428061,4.6465885416116635,5.551866669911687,0.001,20,0.15
6,0.0010015622696448278,9.9172827292824e-4,0.0010112548311924838,1,1,0.00430385064401201,0.003430180427267345,0.0038670155356396773,1.3805238828799593,36.01926733274584,18.6998956078129,0.987726477985104,3.610181007723592,5.131399651841442,3.6101894367137835,5.13238609424147,0.001,20,0.15
7,0.0010014523068141558,9.829335989235926e-4,0.001014939125960397,1,0.8571428571428571,0.024870780744304977,0.008330066211675022,0.016600423477989998,15.564164612717722,59.83251932157313,37.698341967145424,NA,6.580374532044129,5.336866747024427,6.580585695668129,5.3384925098865175,0.001,20,0.15
6,0.001001022777374593,9.86647844293336e-4,0.0010149691148513443,1,1,0.0029573315902068397,0.004667199930370578,0.0038122657602887087,3.6348318802960904,45.04192047964324,24.338376179969664,0.9882752013006981,4.355288480251665,5.995854778881786,4.35521832887097,5.996744845189843,0.001,20,0.15
6,9.992251998775935e-4,9.848780586605022e-4,0.0010096948958430731,1,1,0.002500037845272992,0.0042699723790394556,0.0033850051121562235,4.328036796911508,36.60120301288019,20.464619904895848,0.9888785336929877,3.4799186036201624,5.3428743423691305,3.480106576756971,5.343564118959616,0.001,20,0.15
6,9.977366267090407e-4,9.867371745646396e-4,0.0010108292133312567,1,1,0.0035400659054422093,0.004695155395860464,0.0041176106506513365,3.224038828604498,54.729239314406684,28.97663907150559,0.9864270584467545,6.178908590491944,7.286603655410357,6.1794096609557,7.2870428616283816,0.001,20,0.15
7,0.0010017127971882205,9.920715106659516e-4,0.001015570266693894,1,0.8571428571428571,0.024964105033744955,0.0052171403513431355,0.015090622692544044,5.184519928619888,42.26069475587727,23.72260734224858,NA,4.145452418439971,4.165973696477196,4.146346166140397,4.1669125523957256,0.001,20,0.15
7,0.0010014049530000714,9.93215914528493e-4,0.001010086977518576,1,0.8571428571428571,0.026197830118141526,0.006493370205862864,0.016345600162002195,11.142429101037095,52.53132445670673,31.83687677887191,NA,5.453787997383965,5.940879629623199,5.455622555975679,5.942037304123414,0.001,20,0.15
7,0.0010008677239047828,9.911740775047392e-4,0.0010098809741470116,1,0.8571428571428571,0.028264567126989944,0.00529162829568061,0.016778097711335278,8.047060063936383,41.34339971936286,24.69522989164962,NA,3.5241939558252726,4.810576279603414,3.5246789673082506,4.811340661241816,0.001,20,0.15
