Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	96	19	46	40	0	44	0	0	0	10	0
V2	15	0	44	1	24	52	0	0	11	8	0
V3	10	0	54	21	31	14	4	39	18	11	0
V4	1	10	0	0	20	0	0	0	13	4	0
V5	130	54	24	1	57	0	0	43	13	0	2
V6	17	0	107	48	12	151	25	13	3	0	0
V7	97	0	26	0	0	42	0	69	0	0	0
V8	21	73	3	6	0	6	7	1	5	0	0
V9	0	3	44	12	7	0	3	13	7	5	0
V10	28	0	41	105	0	5	17	0	0	0	0
V11	42	0	13	28	105	16	0	0	25	0	0
V12	1	35	45	22	0	6	8	0	0	0	0
V13	1	102	9	8	0	0	3	0	16	0	0
V14	126	87	3	4	12	0	1	2	0	0	0
V15	46	20	8	15	0	15	11	25	0	0	3
V16	75	51	8	5	34	0	0	0	1	25	0
V17	26	1	5	27	14	7	5	0	0	0	0
V18	6	32	36	1	21	9	10	0	0	0	0
V19	132	98	52	0	0	0	0	0	0	2	0
V20	24	38	114	1	0	3	0	21	0	0	20
V21	22	6	16	1	22	0	0	0	38	38	0
V22	27	0	9	60	73	0	46	0	0	41	0
V23	3	157	49	127	66	77	59	48	0	0	4
V24	21	125	3	2	6	10	5	0	0	0	8
V25	13	50	16	22	53	0	0	39	32	0	0
V26	7	417	113	4	0	0	0	0	0	9	35
V27	6	13	0	2	223	5	0	2	53	0	1
V28	174	0	320	123	17	49	3	14	27	0	0
V29	69	55	63	0	0	0	1	19	0	37	0
V30	74	93	27	5	25	0	0	0	5	43	0
V31	53	0	79	15	2	62	12	59	0	0	0
V32	28	7	4	0	7	44	6	5	17	0	0
V33	88	92	8	18	0	0	5	0	0	9	0
V34	0	8	0	0	102	30	0	14	51	17	19
V35	1	6	0	4	6	146	0	0	0	0	0
V36	101	330	17	0	0	0	0	33	11	14	0
V37	92	167	0	124	0	1	52	0	0	0	0
V38	56	0	31	11	0	6	0	3	0	1	0
V39	15	14	0	1	24	107	0	71	21	0	0
V40	54	260	0	19	39	10	50	0	20	0	0
V41	8	1	0	68	32	1	18	0	0	0	0
V42	0	0	103	41	0	39	10	19	0	0	14
V43	5	152	55	102	0	0	20	0	0	0	21
V44	126	0	0	4	14	12	7	12	17	2	0
V45	1	0	0	208	0	112	90	0	0	0	0
V46	2	16	28	73	7	11	0	0	0	0	35
V47	141	0	5	25	0	13	6	0	0	0	1
V48	39	51	0	32	103	4	13	4	0	0	0
V49	78	22	0	20	1	3	0	0	9	7	0
V50	5	0	36	28	34	0	1	0	0	15	1
V51	80	29	9	0	14	4	0	0	9	0	16
V52	3	0	0	47	0	83	30	24	0	0	0
V53	189	1	0	12	57	160	0	98	0	0	0
V54	25	10	0	13	15	54	0	0	0	10	0
V55	0	0	57	2	104	155	0	31	46	0	0
V56	83	184	43	3	49	60	0	39	54	16	0
V57	23	32	20	38	0	0	3	5	16	20	0
V58	44	103	94	75	0	2	78	0	0	0	0
V59	9	8	0	3	122	0	3	44	39	0	0
V60	130	22	6	6	17	18	0	0	10	0	0
V61	20	0	22	7	64	18	9	20	20	0	0
V62	287	0	0	19	11	40	12	52	7	0	0
V63	210	176	0	2	7	4	4	13	2	20	7
V64	49	16	110	57	3	56	19	0	0	0	0
V65	14	0	12	17	19	6	21	0	5	0	3
V66	32	11	0	10	3	0	0	0	10	9	0
V67	269	87	16	6	77	0	0	6	8	17	0
V68	8	0	47	10	72	82	15	6	27	0	0
V69	2	56	49	0	36	4	0	50	48	3	29
V70	261	16	62	0	0	12	1	0	0	0	0
V71	0	22	16	33	30	0	38	0	0	13	0
V72	41	79	16	19	24	4	24	11	0	0	0
V73	44	88	0	50	25	20	24	45	5	0	0
V74	0	8	14	35	7	0	0	0	20	0	0
V75	60	25	3	35	4	0	4	15	0	0	0
V76	40	0	219	35	0	4	0	0	0	0	16
V77	35	27	47	8	51	0	18	20	25	0	0
V78	10	1	0	76	58	13	0	15	29	0	0
V79	1	67	3	0	67	0	0	7	0	1	0
V80	3	15	55	1	0	10	0	0	2	0	0
V81	1	1	11	6	0	0	3	0	0	0	0
V82	0	32	106	84	118	17	30	9	10	52	11
V83	4	2	33	77	23	7	17	23	6	0	0
V84	139	30	11	6	108	0	0	0	38	1	0
V85	27	61	39	231	16	47	98	0	0	0	0
V86	22	1	0	180	106	0	71	0	8	0	0
V87	167	0	43	6	126	0	14	0	0	43	0
V88	0	144	21	16	19	18	4	12	2	6	0
V89	1	0	177	16	5	1	0	0	5	0	0
V90	137	1	1	72	10	0	43	0	3	0	0
V91	62	71	0	62	40	140	28	9	26	17	16
V92	7	65	36	119	0	126	42	46	22	0	15
V93	9	6	53	18	17	1	8	0	0	0	0
V94	1	0	70	9	18	8	9	9	10	0	0
V95	57	51	35	114	8	9	0	0	0	0	0
V96	47	104	47	4	7	64	2	38	0	0	119
V97	33	10	110	120	60	0	72	0	32	0	0
V98	0	17	15	24	56	139	34	64	28	0	0
V99	18	47	3	42	18	1	20	2	6	0	0
V100	9	56	3	23	24	41	0	0	10	0	0
