Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	0	6	6	66	0	0	2	70	0	12	0	4
V2	38	2	14	15	3	71	2	39	111	0	4	25
V3	0	48	9	84	8	43	5	16	0	15	4	0
V4	78	40	172	4	41	12	5	0	17	0	0	0
V5	210	4	21	0	126	5	69	0	0	11	0	0
V6	0	5	0	110	38	0	2	83	0	17	0	0
V7	6	113	0	0	32	3	19	0	0	11	0	0
V8	7	5	37	22	3	87	0	67	18	13	0	0
V9	56	3	30	62	3	0	26	0	31	4	0	0
V10	21	11	0	48	20	65	7	3	0	3	32	22
V11	12	12	174	0	11	0	43	0	4	19	0	0
V12	3	27	61	23	0	97	11	0	22	6	7	0
V13	67	41	71	0	61	53	114	2	199	39	8	0
V14	0	20	0	26	99	22	0	20	14	2	0	18
V15	3	6	0	0	1	59	1	13	58	0	0	0
V16	5	0	54	9	0	0	0	1	1	18	13	0
V17	1	0	17	7	57	0	0	25	13	0	9	0
V18	0	21	58	77	3	0	12	57	0	16	14	0
V19	7	13	1	0	41	0	0	0	0	3	1	0
V20	50	113	3	0	1	22	41	0	6	0	4	0
V21	28	21	11	0	0	103	24	5	10	4	6	0
V22	504	0	2	0	0	9	140	0	0	0	0	0
V23	171	0	146	8	0	0	92	0	3	0	0	0
V24	6	2	0	3	0	13	28	1	4	0	0	0
V25	0	8	22	62	6	71	0	28	0	0	0	0
V26	369	2	33	0	0	2	59	0	34	0	0	0
V27	0	12	0	8	23	70	0	30	48	0	0	3
V28	67	86	34	1	9	0	49	30	0	0	0	0
V29	55	88	3	7	15	0	57	10	0	0	0	12
V30	15	97	0	39	25	110	0	3	40	0	3	27
V31	1	4	0	0	2	55	0	8	0	0	0	0
V32	0	59	0	120	57	73	4	69	44	0	26	32
V33	32	22	5	0	1	2	27	7	25	0	0	0
V34	0	425	52	24	1	0	3	0	7	0	2	0
V35	31	2	13	5	29	0	0	0	0	19	8	0
V36	28	57	24	41	9	34	15	28	0	14	0	0
V37	17	1	3	0	0	0	0	6	7	12	1	0
V38	12	14	7	0	21	3	18	0	2	7	0	0
V39	41	4	57	0	8	19	0	0	125	0	29	0
V40	12	6	48	0	83	47	7	0	10	0	12	0
V41	2	23	6	0	16	2	0	0	12	0	1	3
V42	4	2	30	8	86	0	5	8	0	9	0	0
V43	73	164	48	8	183	0	80	32	18	23	0	0
V44	49	0	11	276	20	2	28	114	0	54	0	7
V45	8	61	0	0	1	53	3	0	45	0	29	0
V46	11	0	39	0	3	24	0	0	0	1	2	0
V47	0	17	0	36	26	24	0	100	16	19	0	28
V48	0	82	62	0	9	0	0	20	0	65	0	0
V49	154	43	68	37	0	24	65	4	23	0	54	0
V50	42	3	52	0	5	0	18	0	0	1	0	0
V51	0	33	18	221	8	90	0	130	33	7	25	0
V52	43	10	0	242	32	35	0	138	0	2	0	8
V53	94	52	93	177	6	5	16	102	20	6	54	0
V54	27	0	27	10	113	35	0	0	24	17	0	8
V55	15	30	235	172	29	0	0	38	35	88	0	1
V56	0	39	4	14	14	0	3	8	1	0	0	14
V57	23	29	13	0	10	49	56	10	31	0	0	0
V58	63	61	48	10	1	36	32	0	0	11	12	0
V59	86	199	33	14	6	9	80	3	0	24	15	4
V60	0	112	0	2	4	0	0	18	0	0	3	1
V61	0	0	70	19	52	1	9	26	0	0	0	7
V62	81	36	7	1	141	10	101	0	8	0	0	0
V63	0	19	59	0	4	5	0	5	100	0	0	0
V64	0	0	67	8	0	21	0	6	0	0	19	0
V65	31	65	10	0	0	20	15	0	0	0	0	5
V66	58	79	12	0	183	0	39	8	2	0	0	0
V67	22	142	2	16	20	17	10	18	14	0	17	13
V68	1	0	13	1	27	0	0	4	0	0	3	0
V69	12	47	0	4	92	0	10	0	24	0	5	5
V70	3	15	205	54	51	0	11	34	0	41	0	4
V71	95	54	46	67	0	0	57	65	5	42	0	21
V72	191	113	0	3	0	2	51	0	5	0	0	0
V73	20	30	0	92	5	151	12	37	83	0	0	38
V74	1	7	0	18	0	0	1	51	10	0	1	0
V75	4	36	3	2	0	0	10	0	0	0	0	9
V76	1	2	0	75	59	239	0	0	61	0	57	0
V77	98	168	209	9	4	56	45	0	0	0	0	0
V78	223	166	0	39	0	0	143	20	0	0	0	0
V79	109	66	36	15	6	63	31	0	21	0	41	0
V80	232	377	5	0	14	0	39	0	56	0	1	0
V81	38	51	19	51	23	114	0	29	0	10	14	48
V82	152	2	0	9	12	10	73	0	0	0	0	0
V83	52	4	14	0	0	56	43	12	0	0	0	0
V84	0	4	60	19	0	0	0	1	0	76	0	0
V85	31	57	0	148	3	10	23	0	0	6	5	0
V86	109	3	27	36	3	80	69	26	34	0	3	0
V87	387	110	10	6	38	48	132	0	0	0	0	0
V88	50	13	12	10	50	15	20	0	0	0	0	0
V89	0	71	44	0	17	0	1	0	26	43	0	0
V90	163	28	32	0	76	0	78	17	6	4	0	0
V91	28	34	33	6	5	50	14	8	5	13	0	0
V92	49	54	181	31	0	0	41	28	28	46	0	0
V93	0	60	43	0	10	3	0	5	0	0	0	30
V94	0	25	107	49	3	6	0	15	0	24	0	0
V95	1	158	0	134	0	0	18	100	0	3	0	0
V96	125	17	28	21	1	1	10	8	0	6	0	4
V97	4	33	0	12	167	0	7	0	0	12	0	0
V98	24	1	0	21	163	6	7	2	0	5	0	0
V99	97	51	9	23	13	4	38	6	0	0	3	0
V100	116	14	2	26	349	0	67	52	2	0	0	28
