Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V33	2.12E+01	0.00E+00	2.39E+01	1.99E+01	1.67E+01
V34	1.50E+01	3.36E+00	1.79E+01	1.33E+01	1.01E+01
V35	1.04E+01	6.16E-01	7.84E+00	5.09E+00	0.00E+00
V36	7.58E+00	3.50E+00	5.90E+00	9.25E+00	5.68E+00
V37	1.02E+01	3.38E+00	3.25E+00	6.80E+00	6.63E-01
V38	2.64E+00	0.00E+00	2.22E+00	3.45E+00	2.98E+00
V39	7.42E+00	7.16E-01	3.05E+00	8.44E+00	3.45E+00
V40	7.80E+00	7.75E-01	6.18E+00	5.77E+00	5.22E+00
V41	6.68E+00	6.36E-01	1.86E+00	7.24E+00	1.47E+00
V42	6.57E+00	2.06E+00	7.27E+00	3.55E+00	2.35E+00
V43	1.06E+00	1.49E+00	1.18E+00	1.22E+00	1.13E+00
V44	2.12E+00	9.55E-01	2.78E+00	4.51E+00	4.67E+00
V45	2.62E+01	0.00E+00	3.06E+01	3.00E+01	1.80E+01
V46	1.66E+01	7.95E-01	1.83E+00	2.39E+01	1.45E+01
V47	1.83E+00	8.67E-01	2.69E+00	2.00E+00	2.34E+00
V48	8.95E+00	2.65E+00	3.49E+00	9.84E+00	4.59E+00
V49	8.31E+00	8.75E-01	1.07E+01	1.05E+01	6.36E+00
V50	2.18E+00	1.68E+00	1.17E+00	2.35E+01	2.29E+01
V51	7.94E+00	1.55E+00	2.52E+00	8.09E+00	3.79E-01
V52	3.30E+00	2.52E+00	4.50E+00	4.05E+00	3.49E+00
V53	9.34E+00	2.61E+00	1.12E+01	1.32E+01	5.60E+00
V54	1.67E+01	3.99E+00	4.82E-01	1.64E+01	4.99E+00
V55	1.49E+00	2.23E+00	2.30E+00	5.37E+00	4.08E+00
V56	5.73E+00	8.14E-01	5.49E+00	6.11E+00	4.54E+00
V57	4.20E+01	0.00E+00	3.89E+01	1.98E+01	1.19E+01
V58	4.53E+00	3.02E+00	2.00E+00	7.69E+00	5.07E+00
V59	3.12E+00	6.23E-01	1.91E+00	1.93E+00	1.79E+00
V60	1.83E+01	3.18E+00	1.94E+01	2.05E+01	1.19E+01
V61	8.06E+00	1.94E+00	5.07E+00	5.95E+00	8.75E-01
V62	2.66E+01	5.58E-01	2.46E+01	2.58E+00	5.85E+00
V63	5.19E+00	3.69E+00	5.63E+00	1.70E+00	4.47E+00
V64	4.15E+00	8.41E-01	3.59E+00	2.17E+00	4.00E-01
V65	8.96E+00	1.52E+00	5.68E+00	1.11E+01	2.56E+00
V66	9.25E+00	1.16E+00	9.67E+00	1.23E+00	1.73E+00
V67	6.40E+00	1.47E+00	6.01E+00	1.79E+00	1.40E+00
V68	9.52E-01	4.70E+00	7.30E-01	5.21E-01	3.95E+00
V69	4.55E+00	1.44E+00	4.27E+00	3.33E-01	2.19E+00
V70	5.00E-01	1.11E+00	3.40E-01	4.00E-01	1.09E+00
V71	3.05E+00	0.00E+00	3.57E+00	1.99E+00	1.22E+00
V72	1.14E+01	1.18E+00	1.21E+01	1.19E+01	8.41E+00
V73	1.09E+01	1.04E+00	7.84E+00	2.69E+01	2.59E+01
V74	1.72E+01	3.19E+00	2.19E+01	2.01E+01	1.18E+01
V75	6.53E+00	9.87E-01	7.04E+00	6.16E+00	5.08E+00
V76	3.32E+00	1.32E+00	3.86E+00	1.78E+00	4.00E-01
V77	6.09E+01	1.66E+00	4.35E+01	3.47E+01	3.52E+00
V78	1.40E+01	6.17E+00	1.89E+01	1.47E+01	1.16E+01
V79	1.02E+01	2.84E+00	1.78E+00	9.67E+00	2.02E+00
V80	3.44E+00	4.42E-01	2.52E+00	2.08E+00	2.12E+00
V81	2.30E+01	1.18E+00	2.78E+01	2.70E+01	1.58E+01
V82	1.33E+00	1.60E+00	1.50E+00	2.15E+00	2.40E+00
V83	7.52E+00	1.69E+00	8.21E+00	1.20E+01	4.75E+00
V84	7.18E-01	8.03E-01	1.02E+00	9.80E-01	2.00E-01
V85	7.60E+00	2.55E+00	2.55E+00	6.29E+00	8.88E-01
V86	4.09E+00	0.00E+00	3.03E+00	1.09E+01	9.45E+00
V87	8.62E+00	4.96E+00	1.17E+00	9.14E+00	5.11E+00
V88	1.13E+01	1.78E+00	1.04E+01	6.30E+00	5.07E+00
V89	1.08E+01	0.00E+00	1.27E+01	1.29E+01	7.62E+00
V90	7.64E+00	2.48E+00	8.90E+00	8.17E+00	6.99E+00
V91	4.25E+01	2.06E+00	2.54E+01	3.39E+01	1.72E+00
V92	5.77E+00	3.76E+00	9.21E+00	1.18E+01	8.21E+00
V93	6.94E+00	2.52E+00	6.92E+00	2.87E+00	2.68E+00
V94	2.06E+01	4.47E+00	6.96E+00	1.82E+01	3.35E-01
V95	1.34E+01	3.43E+00	1.70E+00	1.30E+01	3.74E+00
V96	1.64E+01	2.55E+00	1.17E+00	1.87E+01	4.79E+00
V97	1.76E+01	0.00E+00	2.90E+00	1.81E+01	5.27E+00
V98	4.29E+00	2.14E+00	6.74E+00	8.35E+00	8.05E+00
V99	2.30E+01	0.00E+00	6.90E-01	2.44E+01	5.63E+00
V100	3.30E+01	0.00E+00	4.14E+01	3.88E+01	2.69E+01
