Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	0	9	62	0	126	72	0	11
V2	0	28	124	2	6	63	15	0
V3	10	29	25	2	4	31	4	1
V4	93	23	199	27	46	36	0	0
V5	2	26	65	5	0	25	8	5
V6	72	1	14	39	0	29	0	0
V7	38	0	0	0	69	91	7	5
V8	20	148	0	15	0	9	45	0
V9	0	25	40	43	11	11	53	37
V10	7	0	167	18	12	23	108	2
V11	160	90	2	76	21	1	64	0
V12	0	69	6	2	26	38	18	0
V13	40	112	0	53	50	42	1	5
V14	15	12	146	1	15	7	0	0
V15	0	35	115	120	43	33	49	0
V16	31	57	6	8	97	89	0	0
V17	280	21	13	8	153	69	16	0
V18	66	51	29	92	7	24	3	25
V19	174	68	74	27	9	41	7	44
V20	3	122	1	13	0	89	8	0
V21	143	3	240	270	68	22	0	3
V22	4	33	77	10	29	36	21	0
V23	0	14	1	58	0	37	8	0
V24	103	377	80	0	4	139	0	37
V25	88	4	0	234	0	19	0	0
V26	88	90	0	2	25	8	78	0
V27	56	72	12	11	22	11	0	0
V28	15	45	1	208	144	143	0	0
V29	34	1	1	14	12	1	0	0
V30	93	216	6	46	4	50	0	91
V31	48	39	134	33	25	226	1	9
V32	0	189	36	132	76	69	0	19
V33	53	43	3	4	0	144	33	0
V34	37	0	0	6	45	34	37	0
V35	292	64	164	0	286	168	0	65
V36	0	0	0	1	81	5	3	22
V37	81	1	214	2	18	2	6	12
V38	23	16	413	234	92	8	0	0
V39	249	139	0	42	8	20	28	0
V40	37	0	16	24	213	11	0	0
V41	0	359	6	15	177	0	29	197
V42	33	0	0	22	9	124	1	2
V43	0	17	18	64	1	7	14	0
V44	0	145	5	142	116	29	16	0
V45	53	56	34	12	11	15	0	0
V46	0	38	0	8	29	0	45	0
V47	59	157	28	49	0	52	0	0
V48	16	5	0	0	46	1	0	36
V49	30	137	67	16	259	20	0	0
V50	56	25	1	5	24	2	1	0
V51	153	22	43	133	37	5	4	18
V52	8	52	52	127	1	29	0	33
V53	70	19	123	36	25	29	0	0
V54	0	63	45	6	2	3	45	0
V55	23	213	7	23	21	6	0	5
V56	1	0	0	11	216	12	31	7
V57	0	21	0	74	0	98	0	0
V58	84	0	72	0	47	59	8	50
V59	125	0	52	12	39	250	65	24
V60	37	247	0	40	190	4	2	58
V61	0	9	0	1	0	3	0	9
V62	209	30	14	14	13	0	108	0
V63	96	88	190	35	33	9	0	0
V64	24	3	1	26	0	1	0	0
V65	21	6	2	2	3	103	0	5
V66	261	32	0	353	24	166	34	0
V67	108	1	41	284	1	26	0	37
V68	4	71	0	90	94	127	0	23
V69	0	19	1	1	5	17	5	0
V70	377	2	16	239	43	61	0	0
V71	35	4	50	0	9	6	0	14
V72	69	2	0	156	13	0	0	4
V73	40	92	10	0	0	80	0	0
V74	19	140	107	6	0	0	0	37
V75	24	1	93	22	77	128	0	10
V76	0	0	15	0	13	13	35	9
V77	102	8	89	37	80	0	0	67
V78	17	5	0	1	22	137	12	30
V79	18	3	26	118	26	8	0	12
V80	2	50	0	0	13	4	0	0
V81	7	12	0	114	10	1	0	33
V82	103	23	1	0	178	56	9	0
V83	0	11	111	52	3	3	30	0
V84	45	22	4	5	51	43	33	15
V85	0	159	0	0	14	2	41	5
V86	4	2	96	0	19	201	2	0
V87	24	31	8	3	100	1	6	0
V88	1	70	0	28	34	35	41	26
V89	5	11	157	9	64	45	10	62
V90	131	14	0	67	148	0	60	0
V91	16	8	49	17	0	32	4	0
V92	0	0	129	25	68	16	5	0
V93	24	162	3	2	14	3	0	0
V94	153	0	228	0	35	12	3	77
V95	73	0	0	5	56	67	46	23
V96	82	0	101	0	67	8	25	19
V97	0	21	312	0	22	2	26	0
V98	16	0	70	34	0	8	0	43
V99	95	14	72	42	0	51	22	5
V100	41	201	130	131	0	49	1	0
