Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	1.13E+00	0.00E+00	3.48E-01	1.12E+00	8.88E-01	7.90E-01
V2	1.66E+00	2.42E+00	1.49E+00	1.95E+00	1.78E+00	2.84E+00
V3	1.55E+00	8.06E-01	0.00E+00	2.78E+00	2.39E+00	2.21E+00
V4	1.29E+00	1.31E+00	2.63E+00	3.79E-01	8.19E-01	2.10E+00
V5	4.53E+00	5.13E+00	2.52E+00	6.18E-01	5.54E-01	1.40E+00
V6	1.96E+00	1.78E+00	1.16E+00	1.33E+00	2.12E+00	1.90E+00
V7	9.04E-01	0.00E+00	6.80E-01	3.73E-01	3.06E-01	2.13E-01
V8	1.21E+00	6.67E-01	1.10E+00	3.02E+00	2.48E+00	1.77E+00
V9	2.84E+00	3.35E+00	1.03E+00	1.61E+00	3.06E+00	4.73E-01
V10	2.92E+00	5.97E-01	0.00E+00	6.40E-01	1.49E+00	2.63E+00
V11	2.42E+00	3.64E+00	0.00E+00	3.90E+00	1.38E+00	2.43E+00
V12	2.85E+00	1.08E+00	9.00E-01	3.43E+00	7.63E-01	2.54E+00
V13	1.73E+00	2.35E+00	3.70E+00	2.46E+00	3.61E+00	2.35E+00
V14	0.00E+00	2.00E-01	9.80E-01	1.49E+00	1.38E+00	9.32E-01
V15	1.07E+00	1.98E+00	6.11E-01	0.00E+00	2.11E+00	2.98E-01
V16	1.63E+00	3.81E+00	5.21E-01	1.09E+00	3.54E+00	4.23E+00
V17	1.65E+00	2.27E+00	3.49E+00	1.96E+00	1.37E+00	2.56E+00
V18	3.71E+00	0.00E+00	3.63E+00	1.49E+00	4.43E+00	2.23E+00
V19	2.72E+00	2.10E+00	1.02E+00	5.63E-01	2.41E+00	4.82E-01
V20	2.03E+00	1.25E+00	1.19E+00	1.23E+00	3.31E+00	1.25E+00
V21	1.40E+00	4.28E-01	2.10E+00	2.14E+00	2.35E+00	7.67E-01
V22	1.63E+00	2.76E+00	1.88E+00	1.78E+00	2.71E+00	4.33E-01
V23	2.73E+00	2.63E+00	2.45E+00	8.36E-01	3.53E+00	1.39E+00
V24	0.00E+00	1.47E+00	4.42E-01	1.98E+00	6.90E-01	3.48E-01
